Age,d18O
1074.013941,6.495658582
1074.433693,9.191967706
1074.433693,9.191967706
1075,7.89
1075,8.63
1076,8.1
1076,8.1
1076,7.16
1076.015214,8.085225597
1076.015214,8.085225597
1076.21141,6.934514207
1076.21141,6.934514207
1076.457969,6.741638033
1076.457969,6.741638033
1076.540772,8.039365114
1076.540772,8.039365114
1077,7.3
1077,7.3
1077,6.06
1077,6.06
1077,7.45
1077,7.45
1077,5.29
1077,6
1077.205929,6.139047944
1077.205929,6.139047944
1078,5.3
1078,5.3
1078,5.3
1078.306006,6.496404636
1078.306006,6.496404636
1078.449367,4.678668255
1078.449367,4.678668255
1078.923669,5.791254565
1078.923669,5.791254565
1079,4.6
1079,4.6
1079,5.86
1079.397824,6.429879013
1079.397824,6.429879013
1079.823978,8.984383799
1079.823978,8.984383799
1080,6.9
1080,6.9
1080,6.4
1080,6.4
1080,8.77
1080,8.77
1080,11.21
1080.581332,8.743902755
1080.581332,8.743902755
1080.627589,6.396241469
1080.627589,6.396241469
1081,7.7
1081,7.7
1081,7.99
1081,7.79
1081.730008,5.634177376
1081.730008,5.634177376
1082,5.88
1082,5.88
1082,8.04
1082,8.04
1082,5.76
1082,5.76
1082.653058,6.227468924
1082.653058,6.227468924
1083,7.14
1083.131756,7.357111841
1083.131756,7.357111841
1083.847409,6.261753227
1083.847409,6.261753227
1084,8.03
1084,8.03
1084,7.63
1084,5
1084,5.5727
1084.924087,5.254997017
1084.924087,5.254997017
1085,9.34
1085,9.34
1085,8.29
1085,8.29
1085,4.9
1085,4.9
1085,4.8
1085,7.08
1086,5.2
1086,5.2
1086,7.14
1086.753991,7.913553907
1086.753991,7.913553907
1087,6.15
1087,6.15
1087,5.5
1087,5.5
1087.393827,8.747160236
1087.393827,8.747160236
1088,6
1088,6
1088,7.4
1088,7.4
1088,8.59
1088.182653,7.449542333
1088.182653,7.449542333
1088.400276,4.592309859
1088.400276,4.592309859
1089,7.8
1089,7.8
1090,7.29
1090.616149,5.36563549
1090.616149,5.36563549
1090.682298,5.696865231
1090.682298,5.696865231
1091,9.55
1091.855936,7.723380668
1091.855936,7.723380668
1092.585563,7.969495139
1092.585563,7.969495139
1092.599891,6.937965737
1092.599891,6.937965737
1093,8.05
1093,9.84
1093,4.86
1093.468065,4.02643104
1093.468065,4.02643104
1094,8.47
1094,10.5241
1094.326725,11.70364982
1094.326725,11.70364982
1094.664003,8.204311419
1094.664003,8.204311419
1094.685824,5.482208008
1094.685824,5.482208008
1095,5.6
1095,5.6
1095,8.55
1095,8.55
1095,5.69
1095,7.71
1095.372773,5.879328188
1095.372773,5.879328188
1096,6.1
1096,6.1
1096,6.1
1096,7.75
1096,7.75
1096,8.47
1096,8.47
1096,4.1
1096,4.1
1096,8.24
1096,8.24
1096,8.83
1096,8.83
1096,6.48
1096,6.48
1096,8.26
1096,8.33
1096.024052,6.795082848
1096.024052,6.795082848
1097,7.9
1098,7.69
1098.333064,6.751759929
1098.333064,6.751759929
1099,9
1099.579127,8.59109333
1099.579127,8.59109333
1100,10.3
1100,10.3
1100,5.97
1100,5.97
1100,7.48
1100,7.48
1100,7.49
1100,7.49
1100,7.56
1100,7.56
1100.315476,8.146678121
1100.315476,8.146678121
1101,6.93
1101,6.93
1101,7.6
1101,7.6
1101,7.91
1101,7.91
1101,8.14
1101,8.14
1101,6.48
1102.209696,7.002226355
1102.209696,7.002226355
1102.292272,8.365965145
1102.292272,8.365965145
1103,6.4
1103,6.4
1103,11
1103.32638,5.760560234
1103.32638,5.760560234
1103.707973,6.105884525
1103.707973,6.105884525
1104,8.72
1104,8.72
1104,7.97
1104,7.97
1104,12.9
1104,12.9
1105,5.07
1105,11.39
1105.443974,6.212495242
1105.443974,6.212495242
1106.877701,7.629596023
1106.877701,7.629596023
1106.930412,6.512065542
1106.930412,6.512065542
1107,8.7
1107,8.7
1107,6
1107.106238,5.353085531
1107.106238,5.353085531
1108,4.2
1108,4.2
1108,5.38
1108.751343,5.70969159
1108.751343,5.70969159
1109,6.04
1109,6.04
1109,8.66
1110,8.62
1110.187673,6.391073029
1110.187673,6.391073029
1112,6.9
1113,8.36
1113,8.36
1113,5.86
1113.211677,6.13921549
1113.211677,6.13921549
1114.306596,4.705977522
1114.306596,4.705977522
1114.387202,8.202386924
1114.387202,8.202386924
1115,7.6
1115,7.6
1115,7.46
1115,7.46
1115.721286,7.042163987
1115.721286,7.042163987
1116,8.1
1116,8.1
1117,6.2
1117,6.2
1117,9.54
1117,9.54
1117.73499,6.756766896
1117.73499,6.756766896
1117.908199,5.699863079
1117.908199,5.699863079
1118,6.1
1118,6.1
1118,7.6
1118,7.6
1118,7.6
1118.165316,5.179736295
1118.165316,5.179736295
1118.293153,6.760130973
1118.293153,6.760130973
1118.47847,3.847159418
1118.47847,3.847159418
1119,8.32
1119,8.32
1119,6.4
1119,6.4
1119,7
1119.028001,5.517604517
1119.028001,5.517604517
1120,8.5
1120,8.5
1120.599439,5.773810019
1120.599439,5.773810019
1120.835779,6.050865913
1120.835779,6.050865913
1121,7.57
1121,7.57
1121,7.34
1121,6.0189
1121.511562,5.811245979
1121.511562,5.811245979
1121.694429,4.429286501
1121.694429,4.429286501
1121.905208,5.898490895
1121.905208,5.898490895
1122.553952,7.139050175
1122.553952,7.139050175
1124,7.2
1124,7.2
1125,5.8
1125,5.8
1125,8.19
1125,8.19
1125,7.3
1125,7.3
1125.08654,6.619489086
1125.08654,6.619489086
1125.441098,6.863388726
1125.441098,6.863388726
1126,9.9
1126,9.9
1126,9.9
1126.470732,5.423840829
1126.470732,5.423840829
1127,6.8
1127,6.8
1127,7.64
1128,7.04
1128,7.04
1128,7.4
1128,7.4
1128.210137,6.483429414
1128.210137,6.483429414
1129,8.31
1130,5.63
1130,5.63
1130.001833,6.089402489
1130.001833,6.089402489
1130.17312,5.141998799
1130.17312,5.141998799
1131,6
1131,6
1133.920863,7.137229617
1133.920863,7.137229617
1134,7.62
1134,7.62
1134.528188,4.252065571
1134.528188,4.252065571
1135,8.2
1135,8.2
1135,8.29
1135,8.29
1135,9.32
1135.17518,6.199791472
1135.17518,6.199791472
1135.560997,7.972963714
1135.560997,7.972963714
1136.088374,9.305069996
1136.088374,9.305069996
1136.160749,9.319638267
1136.160749,9.319638267
1137,6.9
1137,6.9
1137.424459,9.483609969
1137.424459,9.483609969
1138.310699,7.639712577
1138.310699,7.639712577
1138.724345,7.876433514
1138.724345,7.876433514
1139,7.2
1139,7.2
1139,7.2
1139,6.9
1139,6.9
1139,7.1
1139,7.1
1139.050294,7.958955001
1139.050294,7.958955001
1140,5.72
1140,6.2
1140.990623,5.439439861
1140.990623,5.439439861
1142.139621,6.615203544
1142.139621,6.615203544
1142.591567,5.731206606
1142.591567,5.731206606
1143,7.69
1143,7.69
1143,7.71
1143,7.71
1143.367569,6.963868634
1143.367569,6.963868634
1144,6.79
1144,6.79
1144,8.1
1144,8.1
1144.971488,4.922439619
1144.971488,4.922439619
1145,9.38
1145,9.38
1145.114813,6.91218244
1145.114813,6.91218244
1146,9.65
1146,9.65
1146,8.59
1146,8.59
1146,5.54
1146,5.54
1146,8.5
1146,8.5
1146,5.1
1146,5.1
1147,8.76
1147,8.76
1147,8.73
1147,8.73
1147,6.69
1148.950932,7.283353448
1148.950932,7.283353448
1149,8.34
1149,8.34
1149.471762,6.724675834
1149.471762,6.724675834
1150,7.67
1150,7.67
1150,5.33
1150,5.33
1150,5.74
1150,5.74
1150,11
1150.177763,6.746636378
1150.177763,6.746636378
1151,5.68
1151,5.68
1151,7.5
1151,7.5
1151,8.1
1151.87528,4.865996991
1151.87528,4.865996991
1152,8.5
1152,8.5
1152.25374,7.409070261
1152.25374,7.409070261
1152.492362,-1.189505389
1152.492362,-1.189505389
1153,7.64
1153,7.64
1154,5.8
1154,5.8
1154,6.73
1154,6.73
1154,7.4
1154,7.4
1155,4.3
1155,4.3
1155,4.3
1155,8.82
1155,8.82
1155,8.84
1155,8.84
1155,8.84
1155,8.84
1155,8.87
1155,8.87
1155,8.22
1155,8.22
1155,10.84
1155,10.84
1155,8.1
1155,8.1
1155.163071,7.107505338
1155.163071,7.107505338
1156,6.8
1156,6.8
1156.350916,5.647722341
1156.350916,5.647722341
1156.504768,7.040419345
1156.504768,7.040419345
1156.513352,11.6103851
1156.513352,11.6103851
1157,7.9
1157,7.9
1157,7.78
1157,7.78
1157,5.06
1158.891166,9.635792381
1158.891166,9.635792381
1159.056572,5.420311049
1159.056572,5.420311049
1160,7.5
1160,7.5
1160,11.86
1160,11.86
1160,8.9
1160,8.9
1161.304826,7.021872349
1161.304826,7.021872349
1161.320845,6.361250368
1161.320845,6.361250368
1162,6.1
1162,6.1
1162,4.79
1162,4.79
1162,7.53
1162,7.53
1162,7.96
1162,7.96
1162,11.13
1162,11.13
1162,6.58
1162,6.58
1162,7.16
1162.28126,7.130472918
1162.28126,7.130472918
1162.803088,6.026905611
1162.803088,6.026905611
1163,6.2
1163,6.2
1164,5.56
1164,5.56
1164,8.13
1164,8.13
1164,8.36
1164,8.36
1164,11.05
1164,11.05
1164,8.32
1164.114436,4.08377647
1164.114436,4.08377647
1164.240168,3.589268388
1164.240168,3.589268388
1164.36051,8.098373008
1164.36051,8.098373008
1164.457453,7.00120562
1164.457453,7.00120562
1164.912177,4.851942793
1164.912177,4.851942793
1165,6.8
1165,6.8
1165,8.19
1165,8.19
1165,8.39
1165,8.39
1165,8.86
1165,8.86
1165,9.23
1165,9.23
1165,11.15
1165,11.15
1165.209905,6.164101483
1165.209905,6.164101483
1165.589901,4.028431561
1165.589901,4.028431561
1166,6.1
1166,6.1
1166,10.92
1166,10.92
1166,13.01
1166,13.01
1166.558223,5.992614236
1166.558223,5.992614236
1166.831311,7.046972088
1166.831311,7.046972088
1167,7.43
1167,7.43
1167.730782,6.790365707
1167.730782,6.790365707
1168,7
1168,7
1168.354841,6.45284836
1168.354841,6.45284836
1169.10557,8.305023766
1169.10557,8.305023766
1169.607823,6.289520309
1169.607823,6.289520309
1169.690923,5.431198788
1169.690923,5.431198788
1170.096125,6.250295759
1170.096125,6.250295759
1170.10386,7.876433514
1170.10386,7.876433514
1170.318579,6.46956719
1170.318579,6.46956719
1170.726862,7.093315679
1170.726862,7.093315679
1171,7.95
1171.604239,6.078803902
1171.604239,6.078803902
1172,6.4
1172,6.4
1172,4.61
1172,4.61
1172,6.46
1172,6.46
1172,9.07
1172,9.07
1172,11.51
1172,11.51
1172.08027,6.720546226
1172.08027,6.720546226
1172.915129,5.642503872
1172.915129,5.642503872
1173,8.4
1173,8.4
1173.006145,6.709679907
1173.006145,6.709679907
1173.012018,6.227161487
1173.012018,6.227161487
1173.127267,7.020458463
1173.127267,7.020458463
1173.619462,6.86810554
1173.619462,6.86810554
1173.669368,5.443548864
1173.669368,5.443548864
1173.919201,7.19798234
1173.919201,7.19798234
1174,6.32
1174.350261,7.403696159
1174.350261,7.403696159
1174.678809,6.384205381
1174.678809,6.384205381
1175,7.93
1175.152399,6.744499284
1175.152399,6.744499284
1175.278556,7.12227085
1175.278556,7.12227085
1175.818953,8.514386836
1175.818953,8.514386836
1176,13.51
1176,13.51
1176.922861,6.69234939
1176.922861,6.69234939
1177,9.07
1177,9.07
1177.034897,7.22405945
1177.034897,7.22405945
1179.31836,7.173658225
1179.31836,7.173658225
1179.716331,4.706493333
1179.716331,4.706493333
1179.90007,6.491495117
1179.90007,6.491495117
1180.742319,5.711746938
1180.742319,5.711746938
1181,5.4
1181,5.4
1181,7.44
1182.157844,6.467503562
1182.157844,6.467503562
1182.951179,6.344782641
1182.951179,6.344782641
1183,6.1
1183,6.1
1183,7.7
1183,7.7
1183,7.7
1183,6.3
1183,6.3
1183,7
1183,7
1183.28975,6.39053878
1183.28975,6.39053878
1183.401281,9.385020573
1183.401281,9.385020573
1183.963909,5.438558644
1183.963909,5.438558644
1184,8.3
1184,8.3
1184.16021,6.650559521
1184.16021,6.650559521
1184.429713,7.906222558
1184.429713,7.906222558
1184.556682,6.258498381
1184.556682,6.258498381
1185.879484,6.837252563
1185.879484,6.837252563
1186,5.5
1186,5.5
1186,5.5
1186,7
1186.219935,7.256772165
1186.219935,7.256772165
1186.354557,6.541874217
1186.354557,6.541874217
1186.78468,6.243527631
1186.78468,6.243527631
1186.814467,6.74849146
1186.814467,6.74849146
1187,5.4
1187,5.4
1187.95931,6.382747919
1187.95931,6.382747919
1187.988854,7.753910927
1187.988854,7.753910927
1188.038416,4.926063024
1188.038416,4.926063024
1189,5.8
1189,5.8
1189,6.3
1189,6.3
1189,5.1747
1190,8.5
1190,8.5
1190,8.06
1190,8.06
1191.273743,5.995009517
1191.273743,5.995009517
1192.690789,6.121613844
1192.690789,6.121613844
1192.932073,7.255497837
1192.932073,7.255497837
1194,4.8
1194,4.8
1194.091629,7.595209234
1194.091629,7.595209234
1194.339618,4.79386332
1194.339618,4.79386332
1194.449771,4.852317877
1194.449771,4.852317877
1195,6.6
1195,6.6
1195.139559,5.454834566
1195.139559,5.454834566
1195.50292,5.875975164
1195.50292,5.875975164
1195.941743,6.590308958
1195.941743,6.590308958
1196,5.66
1196,5.66
1196.461606,7.8702061
1196.461606,7.8702061
1196.517187,5.083204265
1196.517187,5.083204265
1196.986288,6.962334549
1196.986288,6.962334549
1197,9.5
1197,9.5
1197,8.94
1197.279219,6.727556968
1197.279219,6.727556968
1197.838031,6.338907971
1197.838031,6.338907971
1198.050941,9.360570889
1198.050941,9.360570889
1198.236604,5.994537081
1198.236604,5.994537081
1198.920363,5.785369155
1198.920363,5.785369155
1199.026356,7.528462885
1199.026356,7.528462885
1199.342827,6.592546401
1199.342827,6.592546401
1199.362605,7.396222048
1199.362605,7.396222048
1199.480738,8.828181332
1199.480738,8.828181332
1200,6.4
1200,6.4
1200,4.9
1200,4.9
1200,4.9
1200.216921,9.153056238
1200.216921,9.153056238
1200.921764,6.384528834
1200.921764,6.384528834
1201.666073,6.053825088
1201.666073,6.053825088
1201.730369,6.748990482
1201.730369,6.748990482
1202.30925,8.011721048
1202.30925,8.011721048
1202.631379,5.818357521
1202.631379,5.818357521
1203,6.4
1203,6.4
1203.114446,6.030174452
1203.114446,6.030174452
1203.117125,6.611903525
1203.117125,6.611903525
1203.481879,8.849499127
1203.481879,8.849499127
1204,7
1204,7
1204.312076,7.361290507
1204.312076,7.361290507
1204.938559,6.795198657
1204.938559,6.795198657
1206.770007,7.064037599
1206.770007,7.064037599
1206.806103,7.287435247
1206.806103,7.287435247
1207,7.79
1207,7.79
1207.295143,6.645009454
1207.295143,6.645009454
1207.606755,7.004693409
1207.606755,7.004693409
1207.798839,6.588899871
1207.798839,6.588899871
1208,6.7
1208,6.7
1208.047226,6.34677873
1208.047226,6.34677873
1208.937489,6.118918064
1208.937489,6.118918064
1209.050563,6.740269399
1209.050563,6.740269399
1209.54383,4.978779835
1209.54383,4.978779835
1210.19726,7.161677672
1210.19726,7.161677672
1211,7.39
1211.779836,6.104254025
1211.779836,6.104254025
1213.196975,6.368735699
1213.196975,6.368735699
1214.163818,10.69441867
1214.163818,10.69441867
1214.670822,6.428964992
1214.670822,6.428964992
1215,6.39
1215.856562,7.243521309
1215.856562,7.243521309
1215.913808,7.717093211
1215.913808,7.717093211
1216.494601,6.58581028
1216.494601,6.58581028
1217.037432,5.772234507
1217.037432,5.772234507
1217.988196,6.108956269
1217.988196,6.108956269
1218,6.5
1218,6.5
1219,5.07
1219,5.07
1219.88446,7.351701401
1219.88446,7.351701401
1220,6
1220,6
1220.579526,4.85370483
1220.579526,4.85370483
1220.62911,6.49289976
1220.62911,6.49289976
1220.80057,7.455783383
1220.80057,7.455783383
1221,6.3
1221,6.3
1221,4.99
1221,6.18
1221.147962,7.020458463
1221.147962,7.020458463
1222,5
1222,5
1222.324025,6.11133991
1222.324025,6.11133991
1223,7.1
1223,7.1
1223,5.6
1225,6.94
1225,6.94
1225,4.8
1225,4.8
1226.10942,6.714641533
1226.10942,6.714641533
1226.122935,5.828533903
1226.122935,5.828533903
1226.6506,5.490974742
1226.6506,5.490974742
1227.630201,6.82786582
1227.630201,6.82786582
1227.673929,8.167786379
1227.673929,8.167786379
1228.021326,5.706883478
1228.021326,5.706883478
1229.636593,6.581671291
1229.636593,6.581671291
1229.823784,4.237776689
1229.823784,4.237776689
1231,5.7
1231,5.7
1231,5.7
1231.758709,6.416391243
1231.758709,6.416391243
1232.45966,4.605176881
1232.45966,4.605176881
1233,6.45
1233,6.45
1233.004866,4.432049313
1233.004866,4.432049313
1235.06158,5.81127166
1235.06158,5.81127166
1235.856311,4.487482087
1235.856311,4.487482087
1236.171547,5.990760912
1236.171547,5.990760912
1236.204383,7.401308089
1236.204383,7.401308089
1236.490865,6.445585091
1236.490865,6.445585091
1236.828045,4.52085714
1236.828045,4.52085714
1238.454652,5.792796395
1238.454652,5.792796395
1238.879725,7.654025484
1238.879725,7.654025484
1239.019217,5.199864341
1239.019217,5.199864341
1239.158387,7.62286749
1239.158387,7.62286749
1239.806185,4.336106851
1239.806185,4.336106851
1240,6.33
1240,6.33
1240,6.25
1240,6.24
1241,6.42
1241.304983,6.644173697
1241.304983,6.644173697
1241.811296,8.817678598
1241.811296,8.817678598
1243.106897,6.445634362
1243.106897,6.445634362
1243.320017,5.334503232
1243.320017,5.334503232
1243.395004,7.658208612
1243.395004,7.658208612
1244,8
1244,8
1244.379146,8.006938975
1244.379146,8.006938975
1244.969867,6.219989864
1244.969867,6.219989864
1246,5.2
1246,5.2
1246.134579,9.59938214
1246.134579,9.59938214
1248,6.6
1248,6.6
1248.68491,6.479156374
1248.68491,6.479156374
1250,4
1250.319817,6.188130332
1250.319817,6.188130332
1251,7.1
1251,7.1
1251,7.1
1251.677234,9.664399069
1251.677234,9.664399069
1252,5.3
1252,5.3
1254,5.2
1254,5.2
1254,5.4
1254,5.4
1254.821411,7.49893574
1254.821411,7.49893574
1255.508679,6.817179998
1255.508679,6.817179998
1255.569257,5.568980696
1255.569257,5.568980696
1256,6.32
1256.919118,7.346795605
1256.919118,7.346795605
1257,4.23
1257,4.23
1257.153911,7.619866708
1257.153911,7.619866708
1257.486701,6.600098565
1257.486701,6.600098565
1257.613162,4.997126272
1257.613162,4.997126272
1259.853395,5.79600179
1259.853395,5.79600179
1260.481281,6.172210384
1260.481281,6.172210384
1260.701782,5.647005291
1260.701782,5.647005291
1260.833681,7.910796126
1260.833681,7.910796126
1261,10.74
1261.635813,5.169686814
1261.635813,5.169686814
1262,9.6
1262,9.6
1262,5.8
1262,5.8
1262.111631,5.811942244
1262.111631,5.811942244
1262.942298,5.536569154
1262.942298,5.536569154
1263.793815,7.233124896
1263.793815,7.233124896
1264.883233,8.452293366
1264.883233,8.452293366
1265.576982,3.607976152
1265.576982,3.607976152
1265.597199,6.493073311
1265.597199,6.493073311
1268.378814,5.618368626
1268.378814,5.618368626
1269.968061,5.988936519
1269.968061,5.988936519
1270,7.76
1270.497922,3.291819041
1270.497922,3.291819041
1274.425752,5.225033475
1274.425752,5.225033475
1275,6.9
1275,6.9
1275,7.67
1275.245414,5.437108769
1275.245414,5.437108769
1276.038156,6.775793368
1276.038156,6.775793368
1278,7.9
1278,7.9
1279,5.24
1280.852317,4.846252874
1280.852317,4.846252874
1281.7535,9.063441586
1281.7535,9.063441586
1282.987545,5.859317387
1282.987545,5.859317387
1283,6.62
1284,5.5
1284,5.5
1284,9.25
1284,9.25
1284,6.19
1284.106487,6.907181137
1284.106487,6.907181137
1285,5.44
1285,5.44
1286.882511,6.909214522
1286.882511,6.909214522
1288.797688,4.288964235
1288.797688,4.288964235
1288.936285,4.584407941
1288.936285,4.584407941
1292,4.71
1293.529547,6.30621309
1293.529547,6.30621309
1293.811695,10.25255221
1293.811695,10.25255221
1293.878897,7.06788191
1293.878897,7.06788191
1294,5.77
1294,5.77
1294.047721,6.402669196
1294.047721,6.402669196
1295.101188,8.56992667
1295.101188,8.56992667
1295.47942,6.103149079
1295.47942,6.103149079
1297,8.67
1297.535175,8.907218199
1297.535175,8.907218199
1300,7.02
1300,7.02
1301,5.84
1301,5.84
1301,6.43
1301,6.43
1301,4.46
1302.246862,5.202865287
1302.246862,5.202865287
1302.979604,5.886747293
1302.979604,5.886747293
1304.340369,4.539396855
1304.340369,4.539396855
1305,6.06
1305,6.06
1305.176883,5.3538363
1305.176883,5.3538363
1306,6.19
1306,6.19
1307.840096,7.373031864
1307.840096,7.373031864
1307.951775,5.863573559
1307.951775,5.863573559
1309.11078,4.972988199
1309.11078,4.972988199
1310,7.9
1310,7.9
1310.99245,6.582988603
1310.99245,6.582988603
1311,5.94
1311,5.94
1311,6.18
1311,6.18
1311,6.2
1311,6.2
1311,6.28
1311,6.28
1311,6.28
1311,6.28
1311,4.5
1311,4.5
1311,4.63
1312,5.33
1312,5.33
1312,5.66
1313,6.45
1314.473732,4.946784564
1314.473732,4.946784564
1315.974292,7.061734317
1315.974292,7.061734317
1316.13036,5.794794961
1316.13036,5.794794961
1316.666245,8.259721128
1316.666245,8.259721128
1319,5.05
1319,5.05
1319,5.6
1319,5.6
1319,7.14
1319,7.14
1319.097902,6.002223959
1319.097902,6.002223959
1320.650442,7.113357435
1320.650442,7.113357435
1320.965934,7.872932602
1320.965934,7.872932602
1321.038353,6.855167594
1321.038353,6.855167594
1322,5.84
1322,5.84
1322,6.71
1322,6.71
1322,6.88
1322,6.88
1322,8.06
1322,8.06
1323,7.9
1323.043374,5.620496935
1323.043374,5.620496935
1323.131553,3.99555463
1323.131553,3.99555463
1323.251779,5.356413689
1323.251779,5.356413689
1324.766561,5.620790318
1324.766561,5.620790318
1326,6.06
1326,6.06
1327.166872,5.997872657
1327.166872,5.997872657
1327.223034,5.806266897
1327.223034,5.806266897
1327.482366,6.899448572
1327.482366,6.899448572
1327.940384,6.177672571
1327.940384,6.177672571
1328.817214,5.04381515
1328.817214,5.04381515
1329,6.09
1329,6.09
1329.664505,5.258882945
1329.664505,5.258882945
1330,6.22
1330,6.22
1331.830614,6.155113021
1331.830614,6.155113021
1332.375161,12.15505679
1332.375161,12.15505679
1332.925598,6.215674532
1332.925598,6.215674532
1333,7.1
1333,7.1
1334,5.1
1334,5.1
1334.73676,5.896578431
1334.73676,5.896578431
1334.907288,6.531583338
1334.907288,6.531583338
1335.925667,6.108676948
1335.925667,6.108676948
1336,5.7
1336,5.7
1336,6.78
1336,6.78
1336,7.32
1336,7.32
1337,8.6
1337,8.6
1338,10.1
1338,10.1
1340,7.13
1340,7.13
1340,7.22
1340,7.22
1340,7.23
1340,7.23
1340,7.54
1340,7.54
1340,7.61
1340,7.61
1340.382962,6.224258672
1340.382962,6.224258672
1341,6.65
1341.688053,6.204395408
1341.688053,6.204395408
1342,5.17
1342.031156,4.993457603
1342.031156,4.993457603
1342.532838,5.575982903
1342.532838,5.575982903
1343.512892,7.542346523
1343.512892,7.542346523
1344.600461,5.16585362
1344.600461,5.16585362
1345.371953,7.394278808
1345.371953,7.394278808
1346,7.17
1346.193762,5.905169579
1346.193762,5.905169579
1349,7
1349.936729,5.696051603
1349.936729,5.696051603
1350.571019,6.105551738
1350.571019,6.105551738
1350.780114,7.602862281
1350.780114,7.602862281
1352,6.8
1352,6.8
1352.519463,4.906599265
1352.519463,4.906599265
1353.492816,6.575589372
1353.492816,6.575589372
1353.768629,3.767058337
1353.768629,3.767058337
1354.841306,6.466548468
1354.841306,6.466548468
1355,5.69
1355,5.69
1358,6
1358.278292,4.119167912
1358.278292,4.119167912
1359,7.57
1359.975935,4.805239946
1359.975935,4.805239946
1360,9.5
1360,9.5
1361.654469,5.809556531
1361.654469,5.809556531
1365.528614,5.356354466
1365.528614,5.356354466
1365.64688,4.927873274
1365.64688,4.927873274
1366,7.6
1366,7.6
1367,8.5
1367,8.5
1368.498629,14.17955531
1368.498629,14.17955531
1370.850251,7.035442962
1370.850251,7.035442962
1371,6.06
1372.080422,6.112151917
1372.080422,6.112151917
1372.313144,6.850384627
1372.313144,6.850384627
1372.567356,3.246227889
1372.567356,3.246227889
1373,7.4
1374,6.14
1374,6.14
1374,6.28
1378,8.17
1378,6.65
1379,5.4
1379,5.4
1379.008853,7.350542289
1379.008853,7.350542289
1380.761477,6.4
1381,7
1381.040478,6.612809737
1381.040478,6.612809737
1381.108106,4.672364674
1381.108106,4.672364674
1383.808979,7.137475125
1383.808979,7.137475125
1385,5.9
1385,5.9
1386.415219,9.669400371
1386.415219,9.669400371
1386.747912,5.834564415
1386.747912,5.834564415
1386.939465,9.031636217
1386.939465,9.031636217
1387,6
1387.206612,4.848065215
1387.206612,4.848065215
1387.310715,7.033434843
1387.310715,7.033434843
1389.514908,5.546473601
1389.514908,5.546473601
1391.670148,6.299371637
1391.670148,6.299371637
1392,6.1
1393.436876,7.013936182
1393.436876,7.013936182
1394.583806,6.373234217
1394.583806,6.373234217
1395.450807,5.873330724
1395.450807,5.873330724
1396,6.27
1396.525095,6.443756447
1396.525095,6.443756447
1396.830905,4.671518629
1396.830905,4.671518629
1398.795899,4.403113185
1398.795899,4.403113185
1398.980788,8.248591357
1398.980788,8.248591357
1400,8.8
1400,8.8
1400,8.8
1400.790482,4.972352149
1400.790482,4.972352149
1401,5.2
1401,5.2
1401,10.5
1401,10.5
1403.97974,5.390010658
1403.97974,5.390010658
1404.457291,5.93
1404.728567,7.523341575
1404.728567,7.523341575
1405.152242,6.684332283
1405.152242,6.684332283
1406.964309,7.411312404
1406.964309,7.411312404
1408,7.2
1408,7.2
1408.630733,6.649685099
1408.630733,6.649685099
1410,7
1410,7
1410.427835,7.186428525
1410.427835,7.186428525
1411,7
1411,7
1412,5.9
1412,5.9
1412,5.9
1413,6.62
1415,4.8
1415,4.8
1416,7.2
1416,7.2
1416,7.77
1417,5.4
1417,5.4
1418,9.36
1420.06448,5.817058896
1420.06448,5.817058896
1423,5.6
1423,5.6
1423.282404,6.9339195
1423.282404,6.9339195
1423.87044,7.104071658
1423.87044,7.104071658
1424,7.94
1424,7.94
1425.724198,6.249188443
1425.724198,6.249188443
1427,5.43
1427,5.43
1427,6.97
1427,6.97
1428,6.1
1428,6.1
1430,6.55
1430,6.55
1432.454871,8.036364712
1432.454871,8.036364712
1433.676648,5.224476045
1433.676648,5.224476045
1433.745412,7.206496882
1433.745412,7.206496882
1433.925097,5.610493782
1433.925097,5.610493782
1434,5.2
1434,5.2
1434.622778,5.476953476
1434.622778,5.476953476
1437,5.49
1437.287437,5.798052905
1437.287437,5.798052905
1438,8.94
1438,8.94
1438,6.5
1438,6.5
1438.598213,5.991352895
1438.598213,5.991352895
1440.762749,7.455419416
1440.762749,7.455419416
1441.014528,5.754717835
1441.014528,5.754717835
1441.619638,5.75697564
1441.619638,5.75697564
1443.380029,7.078956678
1443.380029,7.078956678
1443.604283,5.008804114
1443.604283,5.008804114
1444.560752,5.174951708
1444.560752,5.174951708
1444.610527,6.594494374
1444.610527,6.594494374
1444.813563,3.826623685
1444.813563,3.826623685
1446.73875,6.798172868
1446.73875,6.798172868
1446.999683,5.219870648
1446.999683,5.219870648
1448,5.7
1448,5.7
1451,5.54
1451.193463,7.285021635
1451.193463,7.285021635
1451.441016,6.334262908
1451.441016,6.334262908
1453,7.1
1453,7.1
1453,6.9
1453,6.9
1453.405887,8.133000319
1453.405887,8.133000319
1454.232154,7.46178784
1454.232154,7.46178784
1455,5.17
1455.34654,5.109958369
1455.34654,5.109958369
1456,7.34
1456,7.34
1456.623827,4.254655353
1456.623827,4.254655353
1456.714821,4.59111272
1456.714821,4.59111272
1457,4.55
1457,4.55
1458,5.5
1458,5.5
1459,5.9
1459,5.9
1460,6.4
1460,6.4
1460,6.4
1460,6.6
1462,5.1
1462,5.1
1463,5.27
1463,5.27
1464,3.78
1464,3.78
1465,11.92
1466,5.2
1466,5.2
1466.093972,6.301211513
