Age,d18O
428,10.89531547
428,9.07
430,7.410745571
430,7.410745571
430,7.858673607
430,7.858673607
430,7.948438323
430,7.948438323
430,7.948496486
430,7.948496486
430,7.970915691
430,7.970915691
430,7.981755206
430,7.981755206
430,8.018351209
430,8.018351209
430,8.020106257
430,8.020106257
430,8.04221487
430,8.04221487
430,8.075312475
430,8.075312475
430,8.08335127
430,8.08335127
430,8.706983595
430,8.706983595
430,8.707175839
430,8.707175839
430,8.745789711
430,8.745789711
430,8.797618367
430,8.797618367
430,8.80270389
430,8.80270389
430,8.823017054
430,8.823017054
430,8.846306988
430,8.846306988
430,8.853060687
430,8.853060687
430,8.930511253
430,8.930511253
430,9.014396914
430,9.014396914
430,9.035996216
430,9.035996216
430,9.05299213
430,9.05299213
430,9.133946538
430,9.133946538
430,9.158516499
430,9.158516499
430,9.211663572
430,9.211663572
430,9.307269026
430,9.307269026
430,9.322814851
430,9.322814851
430,9.361804042
430,9.361804042
430,9.479279868
430,9.479279868
430,9.543328653
430,9.543328653
430,9.543830962
430,9.543830962
430,9.873345892
430,9.873345892
430,9.968784667
430,9.968784667
430,8.4
430,8.4
430,8.1
431,6.8
431,6.8
431,8.2
431,8.2
431,8.61
431,8.61
431,7
433,5.66
433,5.66
433,5.56
433,9.21
435,5.46
435,5.46
436,8.04
436.94,8.1
437,3.61
437,3.61
437,7.75
437,7.75
438,11.34
438,8.24
439,5.47
439,5.47
439,5.67
439,5.67
439,7.06
439,7.06
440,6.58
440,6.58
440,7.3
440,7.3
441,6.27
441,6.27
441,7.82
441,7.82
441,9.05
442,7
442,7
442,7
442,8.8
442,8.8
442,8.8
442,6.72
442,6.72
443,5.95
443,5.95
443,6.76
443,6.76
443,7.36
443,11.46
444,7.5
444,7.5
444,7.5
444,5.1
444,5.1
444,9.65
444.75,8.9
445,1.6
445,1.6
446,5.63
446,5.63
446,6.24
446,6.24
446,9.49
447,5.59
447,5.59
447,7.92
447,7.92
448,6.59
448,6.59
448,8.44
448,8.44
449,7.4
449,7.4
449,7.4
449,6.98
449,6.98
450,8.1
450,8.1
450,8.1
450,9.7
450,9.7
450,6.18
451,4.8
451,4.8
451,7.43
451,5.94
451,9.17
451.1061284,6.573478026
451.1061284,6.573478026
452,7.3
452,7.3
452,7.16
454,7
454,7
454,6.16
454,8
455,11.25
456,5.8
456,5.8
456,5.8
456,6.2
457,4.69
457,4.69
457,4.660903525
457,4.660903525
457,4.891732678
457,4.891732678
457,4.985043211
457,4.985043211
457,4.992538725
457,4.992538725
457,4.999534539
457,4.999534539
457,5.034127285
457,5.034127285
457,5.064105097
457,5.064105097
457,5.06899297
457,5.06899297
457,5.090979811
457,5.090979811
457,5.148542601
457,5.148542601
457,5.209908635
457,5.209908635
457,5.219989719
457,5.219989719
457,5.269872748
457,5.269872748
457,5.279445713
457,5.279445713
457,5.398857331
457,5.398857331
457,5.452763293
457,5.452763293
457,5.453262994
457,5.453262994
457,5.558738995
457,5.558738995
457,5.586218656
457,5.586218656
457,5.891500721
457,5.891500721
457,11
457,11
457,7.12
457,8.72
457,11.35
458,7.9
458,7.9
459,6.69
459,8.62
459,6.39
459,6.84
460,9
460,9
460,9
460,7.3
460,8.16
460,6.65
461,7.32
461,9
462,6.64
462,6.64
462,9.37
462,11.83
462,6.38
463,7.51
463,7.51
463,6.08
463,8
463.7560062,7.648706539
463.7560062,7.648706539
464,7.7
464,7.7
464,8.4
464,8.4
464,7.76
464,7.76
464,7.64
464,10.63
464,10.73
465,5.25
465,5.25
465,8.22
465,9.1
465,5.93
465,6.69
465.11,8.9
466,5.7
466,5.7
466,6.36
466,5
466,9.96
467,8
467,8
467,8.54
468,7.5
468,7.5
468,5.23
468,5.23
468,7.41
469,5.14
469,5.14
469,6.35
469,8.1
469,8.96
469,6.24
470,8.6
470,8.6
470,8.6
470,6.01
470,6.01
470,9.29
470,9.43
470,9.81
471,10.9
471,10.9
471,6.93
471,7.15
471,10.96
471.01,8.3
472,8.81
472,11.2
473,9.3
473,9.3
473,9.4
473,9.4
473,9.4
473,10.5
473,10.5
473,10.5
473,5.5
473,5.5
473,7.86
473,10
474,5.3
474,5.3
474,7.28
474,9.79
474,6.9
474,5.13
475,6.9
475,6.9
475,8.7
475,8.7
475,9.1
475,9.1
475,8.23
475,6.43
476,10
476,10
477,6.8
477,6.8
477,8
477,8
477,8.13
477,6.45
479,4.97
479,4.97
479,8.59
480,8.7
480,8.7
480,6.6
480,6.6
480,4.94
480,4.94
480,7.05
480,6.33
480,8
480,3.18
481,7.1
481,7.1
481,7.1
481,7.7
481,7
481,11.2068
481.0824513,12.81575149
481.0824513,12.81575149
482,6.6
482,6.6
482,9.6
482,9.6
482,11.4
482,11.4
482,5
482,5
482,6.9
482,6.48
483,4.3
483,4.3
483,6.8
483,6.8
483,9.23
483,6.08
483,6.58
483,6.62
483,6.87
483.189729,5.802229404
483.189729,5.802229404
484,6
484,6.31
484,10.35
485,11.57
485,6.36
485,6.39
485,6.68
485,9.0153
486,11.53
486.1152857,5.492016513
486.1152857,5.492016513
486.4459111,6.488208116
486.4459111,6.488208116
487,6.02
487,7.02
487,7.07
488,8.4
488,8.4
489,6
489,6
489,7
489,7
489,8.2
489,8.2
489,4.4
489,4.4
489,5.89
489,6.36
489.5846583,6.727467496
489.5846583,6.727467496
489.7116823,7.169849119
489.7116823,7.169849119
490,5.6
490,5.6
490,5.6
490,7.03
490.8736928,7.930576106
490.8736928,7.930576106
491,8.2
491,8.2
491,8.2
491,6.35
491,7.1
492,8.9
492,8.9
492,7.5
492,7.5
492,7.5
492,9.77
492,6.97
492.7672673,7.939732274
492.7672673,7.939732274
493,8.4
493,8.4
493,10.7
493,10.7
493,8.1176
493.5684726,6.721769832
493.5684726,6.721769832
494,9.87
494.1709816,7.828504797
494.1709816,7.828504797
495,8.3
495,8.3
495,8.3
495,9.6
495,9.6
495,9.6
495,7.6
495,9.18
495,7.92
496,6.1
496,6.1
496,6.7
496,9
497,6.5
497,6.5
498,6.78
498,6.93
498.3481308,10.65324951
498.3481308,10.65324951
500,5.1
500,5.1
500,6.7
500,6.7
500,6.7
500,8.59
500,8.59
500,5.88
500,6.71
500,6.76
500,7.09
501,9.6
501,9.6
501,9.6
501,6.8
501,6.8
501.0341644,5.022761137
501.0341644,5.022761137
503,9.7
503,9.7
503,12.3
503,12.3
503,7.35
503,6.49
504,9.8
504,9.8
504,9.8
504,8.47
504,6.59
504,6.88
504,7
504,7
504,7.8648
504,8
504,8.4488
504.7404682,6.271257642
504.7404682,6.271257642
506,9.4
506,9.4
506,9.4
506,10.53
506,7
506.5723415,11.58056603
506.5723415,11.58056603
507,7.2
507,7.2
507,7.5
507,7.5
507,10.9
507,10.9
508,9.95
508,9
509,7.8
509,7.8
509,8.8
509,8.8
509,7.9
509,7.9
509,7.9
509,9
509.9824345,7.686499793
509.9824345,7.686499793
510,6.838875694
510,6.838875694
510,6.862808102
510,6.862808102
510,6.884746142
510,6.884746142
510,6.889233468
510,6.889233468
510,7.009394097
510,7.009394097
510,7.164456154
510,7.164456154
510,7.167447705
510,7.167447705
510,7.21531252
510,7.21531252
510,7.22628154
510,7.22628154
510,7.362397108
510,7.362397108
510,7.37386472
510,7.37386472
510,7.379847822
510,7.379847822
510,7.398295719
510,7.398295719
510,7.399791494
510,7.399791494
510,7.541890164
510,7.541890164
510,7.976662233
510,7.976662233
510,8.107791882
510,8.107791882
510,8.52
510,8.52
510,6.6
510,6.63
510,6.79
510,7
510.4722457,10.10916489
510.4722457,10.10916489
511,5.4
511,5.4
511,6.8
511,6.8
511,8.4
511,8.4
511,10.8
511,10.8
512,5.8
512,5.8
512,6
512,6
512,8.6
512,8.6
512,8.6
512,8.6
512,8.8
512,8.8
512,9.2
512,9.2
512,6.72
513,7
513,7
513,6.69
513.9277684,8.481242042
513.9277684,8.481242042
514,7.3
514,7.3
514,7.3
514,7.4
514,7.4
514,7.4
514,6.79
514,6.79
514,6.5
514,6.5
514,9.84
514,6
514,9
514.0644291,6.905655285
514.0644291,6.905655285
514.147433,10.97133744
514.147433,10.97133744
514.9418564,9.10157205
514.9418564,9.10157205
515,5.790038852
515,5.790038852
515,5.808982763
515,5.808982763
515,6.074696034
515,6.074696034
515,6.110091235
515,6.110091235
515,6.135845977
515,6.135845977
515,6.197332929
515,6.197332929
515,6.267624807
515,6.267624807
515,6.366332552
515,6.366332552
515,6.40771004
515,6.40771004
515,6.415686424
515,6.415686424
515,6.454072769
515,6.454072769
515,6.578205235
515,6.578205235
515,6.584686047
515,6.584686047
515,6.666443976
515,6.666443976
515,6.678408551
515,6.678408551
515,6.711809657
515,6.711809657
515,6.761163529
515,6.761163529
515,6.95259673
515,6.95259673
515,7.169454653
515,7.169454653
515,7.201858711
515,7.201858711
515,5.95
515,10.88
516,8.1
516,8.1
517,8.7
517,8.7
517,9.6
517,9.6
517,5.6
517,5.6
517,6.66
517,9
517.860165,6.00022397
517.860165,6.00022397
518,6.9
518,6.9
518,8
518,8
518,8.7916
519,8.2
519,8.2
519,6.67
520,8
520,8
520,9
520,9
520,10.6
520,10.6
520,6.64
520,9.1784
520.6890467,8.171759388
520.6890467,8.171759388
521,7.6
521,7.6
521,6.6
521,6.6
521,8.14
521,7
521.7997451,7.320324468
521.7997451,7.320324468
521.8055755,6.534765797
521.8055755,6.534765797
522,6
522,6
522,6.3
522,6.3
522,6.5
522,6.5
522,6.9
522,6.9
522,7.2
522,7.2
522,7.5
522,7.5
522,9.5
522,9.5
522,12.4
522,12.4
522,4.47
522,4.47
522,10.28
523,6.2
523,6.2
523,7.9
523,7.9
523,5.86
523,5.86
523,9.3
523,9.3
523,9.4526
523.4954906,8.202169894
523.4954906,8.202169894
524,9.8
524,9.8
524,11.8
524,11.8
524,10.72
524,8.7067
524,9.8339
525,9.5
525,9.5
525,10.2
525,10.2
525,6.67
525,10
525.5937012,11.30314151
525.5937012,11.30314151
526,6.28
526,6.48
526,6.61
526,6.63
526,7
526,9
527,5.7
527,5.7
527,5.8
527,5.8
527,6.2
527,6.2
527,7.4
527,7.4
527,8.1
527,8.1
527,8.6
527,8.6
527,10.13
527,1.47
527,2.81
528,6
528,6
528,7.3
528,7.3
528,8.2
528,8.2
528.4975559,7.895014822
528.4975559,7.895014822
529,4.2
529,4.2
529,7.1
529,7.1
529,7.6
529,7.6
529,8.0367
529,8.5797
529,9.413
530,4
530,4
530,7
530,7
530,7.6
530,7.6
530,7.7
530,7.7
530,10
530,10
530,9.7233
530.8226632,8.69547827
530.8226632,8.69547827
531,10.1
531,10.1
531,10.8
531,10.8
531,9.47
531,9.9894
532,4.8
532,4.8
532,10
532,10
532,11
532,11
532,12.6
532,12.6
532,7.004
532,8.5336
532,10.3872
532.5856146,9.130936805
532.5856146,9.130936805
533,5.8
533,5.8
533,7.6
533,7.6
533,7.7
533,7.7
533,8.2
533,8.2
533,10.786
533.733496,8.502890253
533.733496,8.502890253
534,6.4
534,6.4
534,8
534,8
534,8
534,8
534,10.2
534,10.2
534,10.2
534,8.9
534,8.9
534,8.78
534,8.78
535,8
535,8
535,13.9
535,13.9
536,8
536,8
536,8.7
536,8.7
536,10.2
536,10.2
536,5.8
536,5.8
536,10
537,7.6
537,7.6
538,5.3
538,5.3
538,6
538,6
538,6.2
538,6.2
538,7.4
538,7.4
538,8.8
538,8.8
538.6840597,9.699879936
538.6840597,9.699879936
539,6.1
539,6.1
539,9
539,9
539,10.5
539,10.5
539,7.7
539,7.7
539,9.42
539,11
539,6.34
539.1,6.35
539.991617,6.468415465
539.991617,6.468415465
540,5
540,5
540,8.5
540,8.5
540,6.36
540,6.36
540,5.78
540,9.21
540,9.29
540,9.73
540,9
541,5.5
541,5.5
541,7.5
541,7.5
541,0.61
541,5.26
541,6.05
542,5.9
542,5.9
542,9.1
542,9.1
542,9.6
542,9.6
542,11.1
542,11.1
542,5.5
542,5.5
542,5.5
542,11.06
542.2374807,10.34471614
542.2374807,10.34471614
543,6.8
543,6.8
543,8.1
543,8.1
543,8.9
543,8.9
543,12.5
543,12.5
543,11.94
543.5038326,7.838340305
543.5038326,7.838340305
544,5.3
544,5.3
544,5.9
544,5.9
544,6.2
544,6.2
544,6.6
544,6.6
544,9.1
544,9.1
544,8.6
544,8.6
544,10.1
544,10.1
544,8
544.7,6.53
545,7.1
545,7.1
545,9
545.0438006,6.224714998
545.0438006,6.224714998
545.5745038,6.944117979
545.5745038,6.944117979
545.9710948,9.839402568
545.9710948,9.839402568
546,5.6
546,5.6
546,9.2
546,9.2
546,9.2
546,8
547,7.6
547,7.6
547,8.5
547,8.5
547,10.93
547,10.93
547,5.62
547,7
547,10
548,5.2
548,5.2
548,8.8
548,8.8
548,9
548,9
548,10.4
548,10.4
548.3729086,6.771016914
548.3729086,6.771016914
548.5579261,7.692104237
548.5579261,7.692104237
549,7.2
549,7.2
549.4,6.34
549.5143439,7.137040045
549.5143439,7.137040045
550,5.9
550,5.9
550,6
550,6
550,7.5
550,7.5
550,14.1
550,14.1
550,5.19
550,5.19
550,6
550.0589776,6.694857227
550.0589776,6.694857227
550.7,5.26
551,7
551,7
551,7.3
551,7.3
551,7.4
551,7.4
551,7.5
551,7.5
551,9.2
551,9.2
551,5.9
551,5.9
551,9
551.5791783,7.577405788
551.5791783,7.577405788
552,8.5
552,8.5
552,10.7
552,10.7
552,11
552,11
552,12
552,12
552,7.9
552,7.9
552,7.9
552,5.62
552,6
552,6.16
552,6.4
552,6.4
552,6.81
552,8.05
553,8.4
553,8.4
553,10
553,10
553,6.6
553,6.6
553,6.6
553,7
553.445805,5.544533574
553.445805,5.544533574
553.5482285,6.634493074
553.5482285,6.634493074
553.72852,8.447988335
553.72852,8.447988335
554,7
554,7
554.1880855,9.417654493
554.1880855,9.417654493
554.6,5.91
555,6.2
555,6.2
555,7.1
555,7.1
555,7.2
555,7.2
555,8.8
555,8.8
555.0979387,7.881802658
555.0979387,7.881802658
555.5,6.02
556,6
556,6
556,7.1
556,7.1
556,7.5
556,7.5
556,8.8
556,8.8
556,15.5
556,15.5
556,8.2
556,8.2
556,8.2
556.3,6.1
556.7745379,8.935268358
556.7745379,8.935268358
556.9,5.7
557,9
557,9
557,7
557,7
557,7
557.2434998,7.311776299
557.2434998,7.311776299
558,7.7
558,7.7
558,9.3441
558,12
558.3,6.02
558.8,5.72
559,7.3
559,7.3
559,10.6
559,10.6
559.0055487,6.482260803
559.0055487,6.482260803
559.0381753,8.618602866
559.0381753,8.618602866
559.1056118,8.852046407
559.1056118,8.852046407
559.4205759,8.378750179
559.4205759,8.378750179
559.5520034,10.08654946
559.5520034,10.08654946
560,7.4
560,7.4
560,9.2
560,9.2
560,5.68
560,5.68
560,5.81
560,5.81
560.0309415,7.502169161
560.0309415,7.502169161
560.2,6.57
560.5,5.59
560.7,7.4
561,5.6
561,5.6
561,6.8
561,6.8
561,9.4
561,9.4
561,13
561,13
561,15.2
561,15.2
561,6.6
561,6.6
561,6.6
561.0588325,9.499124093
561.0588325,9.499124093
562,7.8
562,7.8
562,8.1
562,8.1
562,8.4
562,8.4
562,8.6
562,8.6
562,11.1
562,11.1
562,8.0113
562,9
562.5230821,9.506977432
562.5230821,9.506977432
562.7,5.68
562.8,6.29
563,5.1
563,5.1
563,5.8
563,5.8
563,5.8
563,7.8
563,7.8
563,7.8
563,8.3353
563.6,6.17
564,8.4
564,8.4
564,9
564,9
564,7.98
564,7.98
564,3.59
564.0113586,7.023682286
564.0113586,7.023682286
564.2,5.92
564.4632645,6.900027722
564.4632645,6.900027722
564.6665916,10.0451486
564.6665916,10.0451486
565,6.8
565,6.8
565,7.2
565,7.2
565,9.4
565,9.4
565.0990732,5.928054056
565.0990732,5.928054056
565.1,5.74
565.1,5.94
565.1,6
566,6.9
566,6.9
566,8.2
566,8.2
566,11.16
566.1,5.99
566.6,5.73
567,6.4
567,6.4
567,-0.85
567,-0.85
567,5.8
567,5.8
567,5.8
567,5.67
567,5.67
567.8,5.9
568,7.9
568,7.9
568,6.4
568,6.4
568,6.4
568,10
568.3554837,7.879461158
568.3554837,7.879461158
569,8.8
569,8.8
569,12
569.7969633,6.901098035
569.7969633,6.901098035
570,6.2
570,6.2
570,6.5
570,6.5
570,9.4
570,9.4
570,9
570,9
570,7.71
570,7.71
570,5.65
570,6.36
570,7.35
570,8.28
570.6,6.06
570.9,6.3
571,6.5
571,6.5
571,9.81
571,9.81
571.1,5.99
571.635215,8.259328653
571.635215,8.259328653
571.8,6.2
572,6.4
572,6.4
572,9.7
572,9.7
572,9.7
572,8
572.3212957,8.614142513
572.3212957,8.614142513
572.9,4.29
573,7.14
573,7.14
573,4.8
573,4.8
573,6.3
573,6.3
573,6.5
573,6.5
573,7.4
573,7.4
573,8.7
573,8.7
573,8
573,6.26
573.3117545,5.072737641
573.3117545,5.072737641
574.3,6.43
574.669709,6.93011745
574.669709,6.93011745
575,5.5
575,5.5
575,6.1
575,6.1
575,6.5
575,6.5
575,14.3
575,14.3
575,7.6
575,7.6
575,7.6
575,10.0086
575,5.08
576,3.4
576,3.4
576,8.6
576,8.6
576,8.6
576,8.6
576,9
577,10.2
577,10.2
577,9
578,6.7
578,6.7
578,3.31
578,3.31
578,6.3
578,6.3
578,6.3
578,7.07
578,10
578.3,6.59
578.5,5.51
578.5,6.01
578.8768313,6.369742792
578.8768313,6.369742792
579,6.4
579,6.4
579,6.7
579,6.7
579.3238953,8.093322758
579.3238953,8.093322758
580,6.1
580,6.1
580,8.5
580,8.5
580,8.8
580,8.8
580,5.81
580,5.81
580,7.49
580,7.49
580,7.68
580,7.68
580,4
580.94,8.8
581,8
581,8
581,6.37
581,6.37
581,8.01
581,8.01
581,10
581,5.49
581,5.37
581.5,6.03
581.9184478,10.07183774
581.9184478,10.07183774
582,7.8
582,7.8
582,9.3
582,9.3
582,6.83
582,6.83
583,7
583,7
583,8.3
583,8.3
583,8.6
583,8.6
583,8.9
583,8.9
583,5.82
583,10
584,7.1
584,7.1
584,5.05
584,5.05
584,5.52
584,5.52
584,7
584.3169243,8.778360838
584.3169243,8.778360838
585,7.2
585,7.2
585,7.88
585,7.88
585.3525509,5.858279316
585.3525509,5.858279316
585.5224229,5.559141718
585.5224229,5.559141718
586,5
586,5
586,7.7
586,7.7
586,5.43
586,5.46
586,5.59
586,9.43
586,10
586,11
586,5.09
586.2,6.48
586.2505992,5.35422876
586.2505992,5.35422876
586.4474372,9.143772916
586.4474372,9.143772916
587,7.4
587,7.4
587,10.3
587,10.3
587,6.2
587,6.2
587,6.2
587.2974212,7.280968475
587.2974212,7.280968475
587.6900675,10.6002316
587.6900675,10.6002316
588,9.7
588,9.7
588,5.91
588,5.91
588,6.23
588,6.39
588.2235062,7.445993306
588.2235062,7.445993306
588.5238168,7.198800642
588.5238168,7.198800642
588.6465481,6.052400057
588.6465481,6.052400057
589,10.4
589,10.4
589,10.6
589,10.6
590,7.7
590,7.7
590,11.1
590,11.1
590,6
590,6
590,6.4
590,6.4
590,5.48
590,5.49
590,5.5
590,5.66
590,6.45
590,6.68
590,7.23
590,5.83
591,4.68
591,4.68
591,8.9
591,8.9
591,5.06
591,5.34
592,13
592,13
592,5.31
592,5.31
592,5.8
592,5.8
592,5.25
592.3,7.18
592.5811896,7.108798173
592.5811896,7.108798173
593,4.65
593,4.65
593,4.65
593,4.65
593,5.05
593,5.05
593,5.52
593,5.52
593,3.5
593,3.5
593,5.15
593,5.75
593.2373013,5.317866907
593.2373013,5.317866907
593.8504237,5.497875026
593.8504237,5.497875026
594,8
594,8
594,8.5
594,8.5
594,4.9
594,4.9
594,4.9
594,4.9
594,5.64
594,5.64
594,4.62
594,4.88
594,4.9
594,4.07
594,4.08
595,7.5
595,7.5
595,7.8
595,7.8
595,7.6
595,7.6
595,4.49
595,6.36
595,6.49
595,6.81
595.7276384,5.055482657
595.7276384,5.055482657
595.9,6.38
596,6.9
596,6.9
596,5.01
596,5.25
596.1439633,7.190070707
596.1439633,7.190070707
597,8
597,8
597,6.1
597,6.19
597,8.04
598,6.01
598,6.01
598,7.38
598,7.38
598,11.86
598,9
598,11
598,5.58
598.1731592,7.82079022
598.1731592,7.82079022
598.3804254,5.464557487
598.3804254,5.464557487
599,5.8
599,5.8
599,5.8
599,7.94
599,7.94
599,8.13
599,8.13
599,8.64
599,8.64
599,5.89
599,5.4
599,6.02
599.9469823,6.352239895
599.9469823,6.352239895
600,8.92
600,8.92
600,10.87
600,10.87
600,5.16
600,5.29
600,5.65
600,6.35
600,6.5
600,5.42
600.0214147,6.654104275
600.0214147,6.654104275
600.0361544,10.42841862
600.0361544,10.42841862
600.6279651,11.27056859
600.6279651,11.27056859
601,4.57
601.671856,7.978437835
601.671856,7.978437835
602,6
602,6
602,9.2
602,9.2
602,5.6
602,5.6
602,5.6
602,5.6
602,5.68
602,5.75
602,5.89
602,4.53
603,9
603,9
603,5.3
603,5.82
603,8.94
603.4908283,8.233724578
603.4908283,8.233724578
603.8839998,8.433789655
603.8839998,8.433789655
604,6.2
604,6.2
604,5.43
604,5.43
604,5.52
604,5.52
604,5.27
604,8.98
604.7819719,7.64732833
604.7819719,7.64732833
605,5.59
605,5.59
605,5.62
605,5.62
605,5.71
605,5.71
605,5.79
605,5.79
605,6.52
605,6.6
605,6.66
605,6.76
605,6.88
605,6.52
605,6.6
605,6.76
605,5.31
606,10.2
606,10.2
606,7.9
606,7.9
606,7.9
606,7.18
606,7.18
606,5.48
606,5.52
606,5.93
606,7.34
607,5.03
607,5.07
607,5.99
608,10.7
608,10.7
608,5.08
608,5.08
608,5.1
608,5.17
608,5.17
608,5.24
608,6.6
609,7.2
609,7.2
609,9.4
609,9.4
609,7.3
609,7.3
609,6.63
609,6.63
609,7.15
609,7.15
609.1351686,6.801790293
609.1351686,6.801790293
609.450982,6.22293011
609.450982,6.22293011
610,7.1
610,7.1
610,9.5
610,9.5
610,5.41
610,5.41
610,6.1
610,6.1
610,5.59
610,5.79
610,6.49
610,6.51
610,5.48
610,5.52
610,5.6
610,5.68
610,5.75
610,5.82
610,5.89
610,5.93
610,6.1
610,6.11
610,6.27
610,8.61
611,6.8
611,6.8
611,6.49
611,6.75
611,6.87
611.1852038,7.149167419
611.1852038,7.149167419
611.5262812,8.151167078
611.5262812,8.151167078
611.9126901,7.178158631
611.9126901,7.178158631
612,6.2
612,6.2
612,6.2
612,10.1
612,10.1
612,10.1
612,6.96
612,6.96
612,7.97
612,7.97
612.3194919,9.167776194
612.3194919,9.167776194
612.7421164,8.759281327
612.7421164,8.759281327
613,6.26
613,6.26
613,8.02
613,8.02
613,8.34
613,8.34
614,8.9
614,8.9
614,9
614,9
614,9
614,6.39
614,6.39
614,7.8
614,7.8
614.4948368,8.068187856
614.4948368,8.068187856
614.5045397,8.221151245
614.5045397,8.221151245
615,4.5
615,4.5
615,9.5
615,9.5
615,3.47
615,3.47
615,6.8
615,6.8
615,7.13
615,7.13
615,7.69
615,7.69
615,14
615.6915246,7.291665546
615.6915246,7.291665546
615.8077746,7.902699813
615.8077746,7.902699813
615.854211,6.329946418
615.854211,6.329946418
616,7.75
616,7.75
616,9.14
617,8.4
617,8.4
617,8.2
617,8.2
617,6.38
617.188623,6.063701502
617.188623,6.063701502
617.8324348,7.032257171
617.8324348,7.032257171
618,6.05
618,6.05
618,6.36
618,6.36
618,11
618.041517,7.403359749
618.041517,7.403359749
618.4999458,7.745692511
618.4999458,7.745692511
618.7696331,6.815135484
618.7696331,6.815135484
618.8481528,6.044061778
618.8481528,6.044061778
619,2.84
619,2.84
619,6.43
619,6.43
619,5.21
619,5.68
619.8694582,10.17332628
619.8694582,10.17332628
620,6.2
620,6.2
620,9.4
620,9.4
620,5.51
620,5.51
620,6.67
620,6.67
620,6.78
620,6.78
620,6.98
620,6.98
620,7.25
620,7.25
620,8.03
620,8.03
620,8.08
620,8.08
620,8.41
620,8.41
620,4.18
620,6.11
620,8.03
620,12
621,9.5
621,9.5
621,6
621.7792083,8.851970708
621.7792083,8.851970708
622,6.57
622,6.49
622.0594399,5.429926047
622.0594399,5.429926047
623,5.51
623,5.51
623.3416017,8.520390023
623.3416017,8.520390023
624,8.1
624,8.1
624,6.06
624.4789971,7.223900346
624.4789971,7.223900346
624.9664116,6.514465822
624.9664116,6.514465822
625,13.2
625,13.2
625,7.1
625,7.1
625,8.86
625,8.86
625,9.11
625,9.11
625,7.85
625,7.85
625,7.86
625,7.86
625,11
625,6.08
626,7.35
626,11.48
626,5.08
626,5.74
626,5.82
626.2152493,5.832263107
626.2152493,5.832263107
626.9234467,7.692866299
626.9234467,7.692866299
627,8.4
627,8.4
627,5.72
627,5.72
627,5.85
627,5.85
627,5.9
627,5.9
627,5.93
627,5.93
627,5.96
627,5.96
627,5.97
627,5.97
627,6.04
627,6.04
627,6.11
627,6.11
627,6.33
627,6.33
627,6
627.526062,8.723330679
627.526062,8.723330679
628,7.99
628.560311,8.383823826
628.560311,8.383823826
628.8128755,10.50206354
628.8128755,10.50206354
629,8.8
629,8.8
629,7
629,7
629,4.9
629,5.39
629,5.67
630,7.13
630,7.13
630,7.38
630,7.38
630,7.38
630,7.38
630,7.46
630,7.46
630,7.58
630,7.58
630,9.16
630,9.16
630,9.21
630,9.21
630,9.26
630,9.26
630,9.29
630,9.29
630,9.31
630,9.31
630,9.34
630,9.34
630,9.54
630,9.54
630,9.82
630,9.82
630,9.97
630,9.97
630,6.36
630,8
631,6.69
632,6.9
632,6.9
632,6.29
632,6.29
632,4.99
632,5.43
632,6.11
632,6.12
632,6.28
632,6.65
633,9.59
633,9.59
633,9.91
633,9.91
633,10.01
633,10.01
633,10.05
633,10.05
633,10.06
633,10.06
633,10.19
633,10.19
633,10.21
633,10.21
633,10.3
633,10.3
633,5.79
633,5.79
633,7.66
633,7.66
633.5351057,5.869708474
633.5351057,5.869708474
633.9903305,6.541038754
633.9903305,6.541038754
634,6.7
634,6.95
634,7
634.5515127,7.718075012
634.5515127,7.718075012
635,10
635,10
635,6.35
636,6.18
636,6.97
636,7.15
636.2589284,7.981870662
636.2589284,7.981870662
636.8225952,6.723429562
636.8225952,6.723429562
637,8.6
637,8.6
638,8.83
638,8.83
638,9.73
638,9.73
638,7
638,7
639.0420371,6.345601841
639.0420371,6.345601841
640,5.37
640,5.37
640,7.2
640,7.2
640,6.75
640,6.75
640,7.93
640.6652064,7.62202614
640.6652064,7.62202614
641,8
641.3827192,7.333512347
641.3827192,7.333512347
642,10.1
642,10.1
642,8
642,8
643,8.2
643,8.2
643,8.27
643,8.27
643,8.44
643,8.44
643,6.49
643,5.29
644,5.55
645,7.5
645,7.5
645,7.5
645,7.59
645,7.59
645,7.68
645,7.68
645,11.72
645.8659055,7.662722061
645.8659055,7.662722061
646,4.88
646,4.88
646.7543241,10.3516279
646.7543241,10.3516279
646.9297563,8.34860924
646.9297563,8.34860924
647,6.9
647,6.9
647,8.3
647,8.3
647.3836178,8.340930316
647.3836178,8.340930316
648,5.8
648,5.8
648,5.8
649,5.92
649.469022,8.416847476
649.469022,8.416847476
650,8.2
650,8.2
650,7.24
650,7.39
650,9.03
651,9
651,9
651,9.08
651,9.08
651,9.09
651,9.09
651,9.09
651,9.09
651,9.13
651,9.13
651,9.14
651,9.14
651,9.2
651,9.2
651,9.33
651,9.33
651.9776797,9.090183842
651.9776797,9.090183842
652.8161884,5.451986214
652.8161884,5.451986214
653,7.77
653,7.77
653,6.46
653,8
653,10
653,4
653,5.75
653.015323,10.32407438
653.015323,10.32407438
654,7.2
654,7.2
654.0488603,5.937047358
654.0488603,5.937047358
654.9083194,5.623045571
654.9083194,5.623045571
655,7
655,4.66
655.6130659,7.223420559
655.6130659,7.223420559
656,5.8209
657,10.88
657,7
657.8323741,6.983101922
657.8323741,6.983101922
658,6.4
658,6.4
658,7.8
658,7.8
