,Age,Title,Event_text,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,SEA_Modern land sea level  (C = 176.6 106km2/km),TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_87Sr/86Sr Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,MAG_POL_FREQUENCY,MAG_POL_FREQUENCY.3,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
874,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
875,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
876,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
877,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
878,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
879,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
880,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
881,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
882,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
883,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
884,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
885,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
886,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
887,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
888,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
889,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
890,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
891,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
892,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
893,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
894,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
895,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
896,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
897,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
898,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
899,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
900,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
901,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
902,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
903,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
904,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
905,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
906,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
907,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
908,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
909,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
910,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
911,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
912,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
913,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
914,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
915,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
916,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
917,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
918,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
919,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
920,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
921,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
922,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
923,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
924,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
925,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
926,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
927,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
928,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
929,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
930,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
931,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
932,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
933,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
934,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
935,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
936,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
937,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
938,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
939,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
940,False,Trias,Na Zemi během triasu neexistují ledovce. Klima je horké a suché a na celé Zemi panuje převážně tropické až subtropické klima. Teplota po jejím výrazném nárůstu pomalu klesá během středním triasu a ke konci triasu pomalu osciluje. Důvodem je kombinace více faktoru od orbitálních cyklů až k rozsáhlým vulkanickým erupcím.,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
941,204.95,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
942,204.9,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
943,204.85,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
944,204.8,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
945,204.75,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
946,204.7,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
947,204.65,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
948,204.6,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
949,204.55,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
950,204.5,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
951,204.45,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
952,204.4,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
953,204.35,Trias, ,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
