Age,Hf
2203,5.5
2202,3.9
2202,4.9
2201,5.9
2201,-6.8
2201,0.6
2200,0.6
2200,3.1
2200,-5.2
2200,-3.5
2200,-3.2
2200,-2.7
2200,-1.8
2200,-1.5
2200,-1.4
2200,-1.3
2200,-1.2
2200,-1.1
2200,-1.1
2200,-1.0
2200,-0.9
2200,-0.8
2199,6.1
2199,4.3
2199,-7.7
2198,6.3
2197,5.4
2197,5.6
2196,-0.3
2196,0.8
2196,1.0
2195,5.2
2195,5.0
2195,5.2
2195,-9.2
2194,4.1
2194,5.6
2194,3.6
2194,-7.3
2193,6.2
2193,6.3
2193,-4.4
2193,6.8
2193,0.6
2192,2.2
2192,5.1
2192,5.7
2192,4.5
2192,1.2
2192,0.9
2191,3.6
2191,4.9
2191,-2.6
2190,3.4
2189,3.9
2189,-0.2
2188,6.5
2188,1.1
2188,3.3
2188,6.2
2187,5.7
2187,0.8
2186,6.4
2186,-30.5
2186,-1.1
2186,-0.7
2186,2.4
2185,3.7
2185,-0.5
2184,6.8
2184,5.0
2184,7.0
2184,5.6
2184,-0.3
2184,-20.4
2183,4.5
2183,3.2
2183,-1.6
2183,1.1
2182,4.7
2182,2.7
2182,5.1
2182,0.1
2182,2.6
2182,3.2
2181,4.9
2181,4.1
2181,5.1
2181,5.8
2180,5.4
2180,4.4
2180,4.4
2180,-11.6
2180,2.8
2180,0.2
2180,0.7
2180,0.8
2179,5.4
2179,5.7
2179,4.2
2179,-1.8
2178,0.2
2178,2.1
2177,5.5
2176,-0.6
2176,-8.2
2175,-22.2
2175,6.4
2175,4.4
2174,3.9
2174,-20.7
2173,-1.4
2172,3.9
2172,4.6
2172,3.4
2172,5.4
2172,-2.4
2172,0.3
2172,0.5
2171,4.6
2171,3.6
2171,5.3
2171,1.7
2170,4.9
2170,5.5
2169,5.3
2169,-9.0
2169,-7.4
2169,-0.8
2168,-5.2
2168,5.1
2168,4.9
2168,3.7
2168,4.8
2167,5.3
2167,4.7
2167,4.7
2167,-9.3
2166,4.7
2166,6.2
2166,3.9
2166,-2.9
2166,-0.7
2165,1.4
2165,4.4
2165,6.8
2165,-0.1
2165,4.6
2165,4.0
2165,9.9
2164,2.8
2164,-1.3
2163,5.2
2163,-5.2
2163,4.2
2162,6.5
2162,5.6
2162,1.3
2162,-0.7
2161,3.2
2161,4.6
2160,4.1
2160,4.8
2160,5.7
2160,-0.3
2159,-1.3
2159,-0.4
2159,-6.9
2159,0.7
2158,3.4
2158,-16.3
2158,2.6
2158,5.9
2158,-6.1
2158,-10.2
2157,4.9
2157,-6.3
2157,-0.2
2157,0.2
2156,3.0
2156,4.7
2156,4.3
2156,1.3
2156,-14.4
2156,-4.1
2156,4.9
2155,5.4
2155,0.2
2155,2.0
2155,2.4
2154,-2.4
2153,6.1
2153,4.6
2153,-0.5
2153,4.2
2153,0.7
2153,-4.8
2153,-9.6
2152,6.1
2152,6.1
2152,4.9
2151,2.3
2151,5.2
2151,3.6
2151,-0.1
2151,-6.6
2151,-5.2
2151,2.5
2150,5.8
2150,5.3
2150,-4.2
2150,-5.2
2150,-4.9
2150,-4.7
2150,-4.7
2150,-4.6
2150,-4.3
2150,-4.2
2150,-4.0
2150,-3.6
2150,-3.5
2150,-3.5
2150,-3.0
2150,-2.8
2150,-2.7
2150,-2.7
2150,-1.9
2150,-1.4
2150,-1.3
2150,-1.2
2150,-0.9
2149,-0.9
2149,5.2
2149,3.9
2149,-4.5
2149,-5.1
2149,0.5
2149,7.8
2149,-6.2
2149,0.3
2149,4.8
2148,3.7
2148,3.4
2148,6.8
2148,0.5
2148,-7.0
2148,1.1
2147,5.6
2147,4.8
2147,1.4
2147,4.8
2147,4.8
2147,6.4
2147,-7.4
2147,2.6
2146,-0.3
2146,5.5
2146,-1.6
2146,-5.3
2146,0.9
2146,2.5
2145,3.2
2144,2.5
2144,3.0
2144,3.8
2144,5.7
2143,5.8
2143,2.9
2143,2.0
2143,-2.6
2143,2.9
2143,6.1
2143,5.5
2143,2.0
2143,3.8
2143,10.0
2143,0.8
2142,8.7
2142,2.6
2142,2.4
2142,4.1
2142,-0.8
2141,3.8
2141,6.6
2141,2.3
2141,0.5
2140,4.8
2140,4.8
2140,4.3
2140,1.6
2140,4.5
2139,-0.4
2139,4.7
2138,3.7
2138,3.6
2138,5.4
2138,-0.1
2138,-0.1
2137,5.1
2137,3.7
2137,1.4
2137,3.6
2137,4.6
2136,4.4
2136,2.9
2136,-2.8
2135,4.6
2135,4.2
2135,5.5
2135,3.6
2135,-5.7
2134,1.5
2134,5.8
2133,-0.1
2133,-13.6
2133,1.4
2133,7.2
2132,4.3
2132,2.1
2132,-1.6
2131,-1.4
2131,6.0
2130,2.8
2130,1.9
2129,1.7
2128,-2.3
2128,-6.1
2127,5.6
2127,4.7
2126,4.6
2126,-1.7
2126,11.7
2126,-5.5
2125,-3.7
2125,9.0
2125,-3.0
2125,0.7
2124,3.7
2124,0.1
2123,2.5
2123,3.8
2123,-16.5
2122,1.4
2122,-6.3
2122,2.6
2122,7.0
2121,-3.7
2121,2.3
2120,5.2
2120,-2.7
2120,0.5
2120,1.6
2120,5.2
2120,-9.0
2119,7.5
2119,-5.7
2119,2.1
2118,1.9
2118,-9.5
2118,4.2
2117,-7.4
2117,4.6
2116,13.6
2116,3.0
2116,1.7
2116,-7.9
2116,-14.6
2115,-2.4
2114,1.2
2114,2.1
2113,4.1
2113,-11.8
2113,-4.9
2112,-15.7
2112,-0.1
2112,-17.0
2112,0.8
2111,4.0
2111,-5.3
2111,7.1
2111,-10.6
2111,-8.3
2111,-1.8
2110,7.2
2110,-0.7
2110,1.5
2110,3.8
2109,5.3
2109,-10.1
2108,4.2
2108,-3.1
2107,0.9
2107,-2.3
2107,-11.4
2107,-4.9
2107,3.3
2107,-3.4
2107,1.3
2105,3.7
2105,-2.4
2105,-8.3
2105,-2.7
2105,4.0
2104,-4.5
2104,-7.7
2104,2.3
2103,6.8
2103,0.5
2103,1.2
2103,-5.4
2103,-4.6
2102,-6.9
2102,-6.5
2102,-8.4
2102,3.5
2102,-8.3
2101,2.5
2101,3.9
2101,4.3
2101,-1.4
2101,-0.5
2100,-2.5
2100,0.2
2100,12.5
2100,12.9
2100,12.9
2100,3.7
2100,0.2
2100,4.2
2099,6.0
2099,-3.1
2098,-1.6
2098,-0.3
2097,-7.4
2097,-2.3
2097,-7.8
2097,-4.7
2096,-4.7
2096,-4.9
2096,5.9
2095,-9.1
2095,3.1
2095,-7.1
2094,1.2
2094,3.2
2094,0.8
2093,-6.6
2093,-5.1
2093,-0.7
2092,1.7
2092,-0.2
2092,5.8
2092,-5.6
2092,-12.8
2092,-1.0
2091,1.3
2091,-12.5
2091,0.0
2090,3.5
2090,-10.8
2089,-2.8
2089,-4.8
2089,0.1
2088,-4.5
2088,-6.1
2088,-1.2
2088,3.0
2087,5.9
2087,-3.1
2087,-2.7
2087,0.1
2087,2.0
2087,-4.3
2087,4.0
2087,-8.3
2087,5.7
2086,1.0
2086,-0.4
2086,-4.4
2086,4.3
2085,6.3
2085,-5.3
2085,1.9
2085,-0.9
2085,3.0
2085,3.6
2085,4.1
2084,-4.3
2084,5.2
2083,4.6
2083,-8.4
2081,-10.8
2081,-8.0
2081,-6.2
2081,-8.1
2080,3.3
2080,-15.8
2080,11.7
2080,0.3
2080,-4.5
2080,-4.2
2079,-2.8
2079,0.8
2079,9.9
2079,-10.9
2079,-5.1
2078,-7.3
2078,-8.4
2078,-4.8
2078,17.2
2076,-4.4
2075,-6.9
2075,3.9
2075,-1.1
2074,-6.2
2074,1.7
2074,-4.8
2073,-1.5
2073,0.7
2073,-4.6
2073,-5.0
2072,-6.1
2071,-1.6
2071,-4.5
2071,7.7
2071,7.9
2071,-3.3
2071,-4.1
2070,-2.9
2070,-0.5
2070,-0.2
2070,-0.8
2070,0.1
2069,5.4
2068,-1.1
2068,1.8
2067,0.1
2067,-11.2
2067,-10.9
2066,3.3
2066,-9.5
2066,-9.7
2066,2.2
2066,-13.0
2065,2.7
2065,6.1
2065,-7.5
2065,6.0
2064,-3.5
2064,-5.1
2064,5.7
2064,-15.8
2063,1.3
2063,-13.3
2062,0.6
2062,-11.3
2061,-2.1
2061,2.9
2060,3.7
2060,7.1
2059,-2.1
2059,0.1
2059,-0.9
2059,0.7
2059,3.1
2059,-5.5
2059,-8.3
2059,-11.7
2059,-5.9
2058,-0.2
2058,-3.6
2058,-12.5
2058,-13.8
2058,-15.1
2057,-14.6
2057,-10.4
2056,-12.2
2055,-0.7
2055,-0.3
2055,-4.9
2055,1.6
2055,2.4
2054,-3.7
2054,-13.0
2054,-4.0
2053,-3.2
2053,-4.2
2053,-3.5
2052,-16.1
2052,-15.7
2050,2.3
2050,2.4
2050,-6.8
2050,-6.4
2050,4.4
2049,-1.6
2049,-16.6
2049,1.9
2048,-10.9
2048,-2.9
2047,3.1
2047,1.8
2047,2.2
2047,4.4
2047,-9.0
2047,-3.5
2046,-13.9
2046,1.3
2046,-6.1
2046,-6.8
2046,-7.1
2046,-7.3
2046,-9.1
2046,4.1
2045,-5.1
2045,-17.0
2044,-3.3
2044,-4.7
2044,-6.7
2044,-5.6
2044,-5.2
2044,-2.6
2044,2.0
2044,-2.8
2044,-0.5
2043,-6.0
2042,-3.3
2042,-2.4
2042,-2.0
2042,-1.6
2042,-1.6
2042,-0.3
2042,-0.1
2042,1.0
2042,-2.0
2042,-5.0
2042,-2.6
2042,-1.2
2041,3.6
2041,-6.0
2041,-2.8
2041,-8.5
2041,-6.4
2041,1.6
2040,5.1
2040,-7.1
2040,-13.3
2039,-3.5
2039,-8.0
2038,-7.6
2038,-4.7
2037,-0.9
2037,-2.2
2037,-6.0
2036,-25.3
2036,-1.7
2036,-12.8
2036,-7.3
2035,-10.1
2035,-9.9
2035,-4.6
2035,-4.2
2035,1.1
2035,-2.1
2035,-0.4
2035,-6.2
2034,-1.6
2034,-4.0
2033,-4.1
2033,-8.4
2033,-2.9
2033,-11.8
2033,4.3
2032,-3.6
2032,-4.4
2032,-4.7
2032,-12.1
2032,-8.9
2032,-6.6
2032,-9.3
2032,1.4
2032,3.8
2031,-8.2
2031,-1.7
2030,-4.5
2030,-11.3
2029,-3.3
2029,-13.6
2029,5.4
2029,1.9
2028,-4.7
2028,-7.9
2028,1.0
2027,-3.9
2027,-20.2
2027,-8.0
2027,0.2
2027,-3.1
2026,1.0
2026,-5.6
2026,-3.7
2026,-7.5
2026,1.8
2026,-2.2
2025,-4.1
2025,-3.3
2025,-3.6
2025,-6.5
2024,-3.2
2024,-4.8
2024,-4.4
2024,2.5
2024,-6.2
2024,-2.4
2023,0.1
2023,-1.4
2023,-6.0
2023,-11.8
2022,1.8
2022,3.0
2021,-4.6
2021,-4.7
2021,-10.5
2021,-4.5
2021,-9.5
2021,-5.3
2021,0.6
2021,-11.0
2020,-6.7
2020,-10.9
2020,-4.4
2020,2.4
2020,3.1
2020,-9.1
2020,4.9
2020,-5.2
2019,-9.1
2019,3.0
2019,-2.2
2018,1.0
2018,-3.4
2018,-2.5
2018,-3.1
2018,-4.6
2018,-8.3
2018,-4.4
2018,-3.7
2018,2.5
2017,-9.7
2017,-4.1
2017,-5.2
2017,-3.8
2017,-4.7
2017,-4.2
2016,-15.9
2016,-3.1
2016,-3.5
2016,-11.8
2016,-8.0
2016,-8.1
2016,0.3
2016,1.9
2015,-6.2
2015,-2.8
2014,0.8
2014,6.6
2013,-0.1
2013,0.4
2013,-8.0
2011,-4.9
2011,-9.7
2011,-0.4
2011,8.0
2011,-5.0
2011,0.1
2010,-8.5
2010,5.0
2010,0.7
2010,-4.4
2010,2.5
2009,-15.8
2009,-12.3
2009,-4.8
2008,-12.1
2008,-8.0
2008,-6.8
2008,-3.2
2008,-9.4
2008,-12.9
2008,-0.2
2008,4.1
2007,-7.8
2007,-4.7
2007,-3.1
2007,-12.1
2007,1.5
2006,1.2
2006,-5.3
2006,-5.3
2006,-3.8
2006,-2.9
2005,5.7
2005,-4.9
2005,-4.4
2005,0.2
2005,0.7
2004,-12.1
2004,-5.3
2004,-3.5
2003,-0.6
2003,-4.3
2003,4.5
2003,-3.6
2002,2.2
2002,-4.6
2002,-8.7
2002,2.7
2002,2.9
2002,5.2
2002,6.2
2001,-13.3
2001,-2.8
2001,-2.5
2001,1.4
2001,3.7
2001,-3.0
2001,0.0
2000,-5.0
2000,5.1
2000,11.6
2000,-7.6
2000,-7.1
1999,-1.5
1999,-3.9
1998,-4.1
1998,-4.8
1998,3.2
1998,-3.4
1997,-0.5
1997,-5.1
1997,2.7
1996,-0.4
1996,-6.5
1995,-9.2
1995,-5.0
1995,-12.0
1994,-7.0
1994,-5.0
1994,-3.1
1994,-1.9
1994,4.8
1994,2.8
1993,-18.8
1993,-13.4
1993,-3.3
1993,-11.5
1993,-1.3
1993,-5.0
1993,-3.0
1992,-3.6
1992,-3.2
1992,-9.3
1992,-19.8
1991,-4.6
1991,-3.2
1990,-0.3
1990,-8.5
1990,-6.3
1990,-2.0
1990,-0.3
1990,2.4
1989,-5.5
1989,-3.7
1989,-9.1
1989,-3.7
1988,-4.6
1988,-2.0
1988,-3.4
1987,-6.6
1987,-8.1
1987,1.5
1986,-3.2
1986,-3.0
1986,9.3
1986,6.2
1986,-3.3
1986,2.8
1985,-3.1
1985,-1.6
1985,-5.3
1985,-4.2
1985,5.9
1984,-4.0
1983,-5.5
1983,-1.2
1983,-1.8
1983,5.9
1983,-10.3
1983,-4.9
1982,0.7
1982,0.7
1982,-22.3
1982,-5.5
1982,1.1
1982,-23.4
1982,-8.6
1982,-4.5
1982,-3.1
1982,-4.0
1981,0.8
1981,-9.7
1981,-7.4
1981,1.5
1980,-7.3
1980,9.7
1980,-8.9
1980,4.4
1979,-3.4
1979,-2.2
1979,-2.2
1979,-2.0
1979,-2.0
1979,-1.7
1979,-1.3
1979,-0.7
1979,-0.7
1979,-0.5
1979,0.9
1979,7.8
1979,-6.0
1979,-2.0
1979,2.6
1979,1.4
1979,-0.7
1978,-20.7
1978,-12.3
1978,-8.3
1978,3.9
1977,8.6
1977,-3.3
1977,-2.7
1977,0.3
1977,-8.3
1977,3.5
1976,-1.6
1976,-0.6
1976,-8.7
1976,-5.7
1975,-6.8
1975,-2.1
1975,3.8
1975,3.2
1974,0.0
1974,2.9
1973,-1.5
1973,-3.1
1972,-7.3
1972,-4.6
1972,-2.9
1972,4.9
1972,3.7
1971,1.5
1971,-6.5
1971,-6.4
1971,-1.5
1971,1.2
1970,-0.8
1970,4.8
1969,-1.4
1969,4.6
1967,-14.0
1967,-5.6
1967,-2.1
1967,-7.2
1967,-10.0
1966,6.1
1965,-7.7
1965,-10.4
1965,2.4
1965,3.6
1964,-10.9
1964,5.0
1964,5.3
1963,-2.0
1963,-1.0
1963,2.3
1963,-8.0
1963,5.3
1962,-0.5
1962,-8.7
1961,-5.4
1960,-1.8
1960,4.5
1960,6.6
1959,-0.6
1958,-3.2
1956,-4.0
1956,-1.4
1955,-5.8
1955,4.1
1953,-3.8
1952,1.9
1952,-14.2
1951,-11.0
1951,4.5
1951,2.9
1950,5.2
1950,8.1
1950,-5.8
1949,-0.8
1948,0.0
1948,3.4
1947,-3.0
1947,14.2
1946,-5.8
1946,2.1
1945,2.8
1944,0.3
1944,-19.8
1944,3.3
1943,-3.7
1943,1.1
1942,-1.0
1942,-1.0
1942,-0.5
1942,-0.1
1942,1.3
1942,1.7
1942,2.0
1942,5.6
1942,-3.1
1942,-2.4
1942,1.4
1941,4.4
1940,-0.8
1940,5.6
1940,8.2
1940,8.5
1940,8.9
1940,9.1
1940,9.7
1940,9.7
1940,13.5
1940,5.7
1939,0.7
1938,11.6
1938,-6.4
1938,-2.0
1938,3.2
1938,-2.1
1937,-6.0
1936,-1.7
1936,3.3
1936,1.6
1936,3.4
1936,-1.0
1935,6.1
1935,-4.1
1935,-3.1
1935,-1.2
1934,-0.2
1933,0.2
1933,3.4
1933,3.1
1931,-0.8
1931,-7.5
1931,5.4
1931,5.8
1930,6.7
1930,7.9
1930,8.3
1930,8.4
1930,9.3
1930,9.4
1930,9.5
1930,9.9
1930,10.4
1930,10.8
1930,11.3
1930,11.4
1930,11.4
1930,11.8
1930,12.3
1930,12.5
1930,14.0
1930,5.2
1929,-3.5
1929,-0.4
1928,-0.6
1928,3.1
1928,2.6
1928,2.7
1927,-6.0
1927,0.9
1927,3.9
1926,-1.0
1926,-0.4
1926,-0.5
1926,-4.3
1926,-1.7
1926,2.8
1926,3.6
1925,-0.9
1924,-1.1
1924,0.9
1924,1.9
1923,10.1
1922,3.0
1922,-2.8
1922,3.4
1921,-4.7
1921,2.3
1920,-0.2
1920,6.6
1920,6.7
1920,15.6
1920,4.3
1920,6.2
1920,2.7
1919,-3.6
1919,-5.0
1919,-7.5
1917,5.8
1917,4.1
1917,-5.7
1917,3.2
1917,2.8
1916,-0.2
1916,-3.6
1915,-1.0
1915,-10.7
1915,5.7
1915,7.1
1915,-34.1
1913,-4.9
1913,-14.0
1913,4.6
1913,2.8
1913,1.0
1913,3.7
1913,3.0
1912,-2.0
1912,-1.7
1912,-5.2
1912,-1.1
1912,4.0
1911,-1.2
1910,9.0
1910,-1.6
1910,-1.0
1910,-17.1
1910,5.1
1910,5.6
1910,7.5
1909,-9.7
1909,-11.2
1909,-1.7
1909,0.4
1909,-17.2
1909,3.4
1909,1.0
1908,-5.2
1908,-17.6
1908,0.4
1908,-0.4
1908,2.3
1907,-1.6
1907,-1.2
1907,1.3
1907,1.4
1906,-5.1
1906,1.1
1906,-0.1
1906,4.2
1905,-0.1
1905,-3.2
1905,-0.5
1905,4.0
1905,2.5
1904,0.6
1904,-5.1
1904,5.2
1904,1.7
1904,4.0
1904,6.8
1904,5.8
1904,-11.2
1903,-9.4
1903,-1.5
1903,3.6
1903,0.4
1903,5.0
1903,3.3
1902,-6.0
1902,-6.0
1902,8.0
1902,4.8
1902,1.7
1901,-0.8
1901,-5.9
1901,2.8
1901,2.3
1901,3.3
1900,3.7
1900,-6.2
1900,-11.5
1900,-10.5
1900,-10.5
1900,-10.2
1900,-8.7
1900,-7.7
1900,-7.6
1900,-7.6
1900,-7.2
1900,-7.1
1900,-7.1
1900,-7.0
1900,-6.5
1900,-6.2
1900,-5.6
1900,-4.5
1900,-4.3
1900,-4.2
1900,-2.9
1900,-2.7
1900,-1.8
1900,-1.6
1900,-1.2
1900,2.2
1900,3.2
1900,5.9
1900,6.4
1900,7.5
1900,7.6
1900,7.7
1900,7.7
1900,7.9
1900,8.3
1900,8.5
1900,8.7
1900,8.7
1900,8.8
1900,8.8
1900,8.9
1900,8.9
1900,9.0
1900,9.4
1900,9.4
1900,9.5
1900,10.0
1900,10.1
1900,10.6
1900,10.7
1899,4.6
1899,2.7
1899,5.3
1898,7.6
1898,4.9
1898,-1.8
1898,-1.1
1897,-4.2
1897,-1.8
1897,7.0
1897,3.9
1897,-1.1
1897,-0.2
1897,3.0
1896,0.3
1896,-4.1
1896,0.8
1896,6.6
1896,1.3
1896,-2.2
1895,-9.6
1895,-1.2
1895,5.3
1894,-3.8
1894,5.0
1894,3.5
1893,-2.8
1893,-0.8
1893,4.5
1893,-2.7
1893,-5.7
1893,-2.5
1893,-13.4
1893,2.9
1892,-2.5
1892,-4.0
1892,1.0
1891,-5.6
1891,-6.0
1891,3.7
1891,3.5
1891,4.7
1891,-0.5
1890,-6.0
1890,-10.2
1890,0.1
1890,4.8
1890,-2.5
1890,-17.9
1890,1.8
1890,1.8
1890,5.8
1890,5.8
1890,6.2
1890,6.2
1890,6.7
1890,6.7
1890,8.3
1890,8.3
1890,8.8
1890,10.5
1890,10.5
1890,11.2
1890,11.2
1890,11.8
1890,12.3
1890,12.3
1890,13.0
1890,13.0
1890,14.0
1890,14.0
1889,-4.2
1889,-6.9
1889,-10.8
1889,2.9
1889,6.0
1889,0.5
1889,-0.9
1889,0.7
1889,-6.7
1889,1.3
1889,-4.9
1888,-2.6
1888,-5.7
1888,-5.8
1888,-2.7
1888,1.8
1888,0.1
1888,2.9
1888,-4.8
1887,-3.8
1887,-2.0
1887,0.8
1887,-0.3
1887,1.9
1886,-5.1
1886,4.0
1886,5.3
1886,0.3
1886,2.1
1885,2.2
1885,0.8
1885,-3.9
1885,1.5
1885,-3.2
1884,-5.2
1884,-4.6
1884,1.7
1883,-5.1
1883,-4.2
1883,-1.0
1883,-4.3
1883,-0.2
1883,4.6
1883,1.6
1882,-8.2
1882,-15.3
1882,-13.4
1882,-1.9
1882,-0.4
1882,1.2
1881,-3.6
1881,-3.6
1881,-5.3
1881,-2.5
1881,-9.9
1881,2.5
1881,-4.1
1881,4.6
1881,-2.9
1881,1.4
1880,-4.6
1880,-10.5
1880,11.2
1880,-3.1
1880,3.2
1880,-2.2
1880,-4.6
1880,-0.2
1880,1.9
1880,2.5
1880,3.3
1880,4.7
1880,5.3
1880,6.5
1880,6.5
1880,6.8
1880,7.5
1880,7.5
1880,7.6
1880,7.7
1880,7.7
1880,7.7
1880,7.7
1880,7.8
1880,7.8
1880,7.8
1880,7.9
1880,7.9
1880,8.2
1880,8.3
1880,8.3
1880,8.4
1880,8.4
1880,8.5
1880,8.5
1880,8.5
1880,8.8
1880,9.0
1880,9.3
1880,9.7
1880,9.7
1880,9.7
1880,9.7
1880,9.8
1880,9.8
1880,10.4
1880,10.4
1880,10.5
1880,10.6
1880,10.7
1880,10.7
1880,10.8
1880,11.2
1880,11.3
1880,11.9
1880,12.4
1880,12.7
1880,12.7
1880,13.0
1880,13.3
1880,18.1
1880,-8.7
1880,0.4
1880,-6.3
1879,0.0
1879,0.7
1879,1.2
1879,2.3
1879,4.1
1879,-4.6
1879,-6.2
1879,-1.1
1879,-2.9
1879,-1.9
1879,-1.2
1879,-7.9
1879,2.1
1879,1.5
1878,-6.9
1878,-0.6
1878,-13.5
1878,1.9
1878,2.6
1878,1.4
1878,-0.4
1878,2.2
1878,1.4
1878,5.1
1878,-3.1
1877,0.4
1877,1.4
1877,-1.9
1877,3.0
1877,3.7
1877,-2.9
1876,-2.3
1876,1.5
1876,1.2
1876,-0.5
1875,-6.7
1875,0.7
1875,1.6
1875,-11.5
1875,-3.2
1875,1.3
1875,-1.4
1875,0.5
1875,1.2
1874,2.2
1874,-3.9
1874,-9.7
1874,-3.1
1874,-1.8
1874,-6.0
1874,-4.6
1874,3.3
1874,2.8
1874,2.7
1874,0.1
1873,-3.5
1873,-3.1
1873,0.6
1873,0.3
1873,3.7
1873,2.3
1873,1.5
1872,2.1
1872,-10.3
1872,-5.3
1872,2.3
1872,7.1
1872,4.5
1872,-0.1
1871,-10.5
1871,-3.5
1871,-3.1
1871,-1.9
1871,4.0
1871,-0.9
1871,1.3
1870,-12.1
1870,-5.8
1870,0.2
1870,-2.0
1870,-1.5
1870,-2.8
1870,-3.2
1870,2.6
1870,3.0
1870,3.3
1870,3.5
1870,4.6
1870,4.7
1870,5.0
1870,6.2
1870,6.3
1870,7.2
1870,8.6
1870,-0.1
1869,-3.6
1869,-2.2
1869,1.1
1869,1.5
1869,-2.5
1869,1.9
1869,0.2
1869,-0.1
1868,-8.0
1868,-2.9
1868,-1.1
1868,-4.4
1868,-5.2
1868,-0.5
1867,-5.0
1867,-4.3
1867,-5.4
1867,-5.3
1867,-1.8
1867,-0.9
1866,-15.2
1866,-1.6
1866,-3.6
1866,-0.3
1866,3.7
1866,0.8
1865,-4.1
1865,2.0
1865,-0.6
1865,1.7
1864,-3.3
1864,1.7
1864,-0.6
1864,-4.4
1864,-3.2
1863,-4.6
1863,-9.8
1863,-0.3
1863,4.7
1862,-0.4
1862,-0.3
1862,0.0
1862,0.0
1862,0.3
1862,1.4
1862,1.5
1862,1.9
1862,2.0
1862,2.4
1862,2.6
1862,2.8
1862,-5.2
1862,-6.9
1862,-6.6
1862,-4.3
1862,-2.0
1862,-4.9
1861,-6.6
1861,-4.2
1861,-6.5
1860,-0.1
1860,0.4
1860,0.6
1860,0.6
1860,0.9
1860,1.1
1860,1.2
1860,1.6
1860,2.1
1860,3.1
1860,4.7
1860,-4.4
1860,-5.5
1860,-2.7
1860,1.8
1860,-3.0
1860,-1.4
1860,2.2
1860,6.2
1860,6.4
1860,6.5
1860,6.9
1860,8.5
1860,8.6
1860,8.9
1860,10.5
1859,-3.9
1859,4.0
1859,3.4
1859,-2.6
1859,4.0
1858,-3.3
1858,-2.7
1858,-0.9
1858,1.1
1858,-0.6
1858,3.1
1858,1.3
1857,-1.7
1857,-5.4
1857,0.1
1857,-0.3
1857,0.5
1857,1.4
1856,-4.7
1856,-2.5
1856,-2.2
1856,-2.1
1856,0.0
1856,0.5
1856,1.2
1856,1.3
1856,1.5
1856,2.3
1856,-3.1
1856,-2.4
1856,1.9
1855,-5.3
1855,-6.2
1855,-1.4
1854,-2.4
1854,-16.5
1854,-3.9
1854,-3.7
1854,0.0
1854,2.8
1853,-3.5
1853,-4.5
1853,-4.2
1853,-3.6
1853,-9.0
1853,0.6
1852,-5.4
1852,-0.3
1852,10.8
1852,0.0
1852,-10.6
1852,0.6
1851,-1.2
1851,14.0
1851,-5.0
1850,-8.6
1850,-4.5
1850,-3.6
1850,-2.8
1850,-2.8
1850,-2.3
1850,-2.0
1850,-1.2
1850,-0.8
1850,-3.3
1850,-1.7
1850,-1.4
1850,-0.8
1850,4.1
1850,5.7
1850,6.7
1850,0.7
1849,-4.5
1849,-4.4
1849,1.1
1849,-7.4
1848,2.6
1848,0.4
1848,-1.4
1848,-0.9
1848,4.6
1848,-0.8
1847,11.6
1847,-0.2
1847,3.5
1847,1.9
1846,-6.5
1846,-8.5
1846,-5.2
1846,0.6
1846,1.0
1846,-2.8
1846,-4.5
1846,3.7
1846,1.4
1845,-13.4
1845,5.5
1845,3.9
1845,1.3
1844,0.0
1843,-7.7
1843,-3.3
1842,-3.6
1842,-7.4
1841,-4.8
1841,-0.4
1841,2.5
1841,2.2
1841,2.9
1840,-6.2
1840,6.3
1840,9.3
1840,-12.4
1839,-0.1
1839,-2.6
1838,-15.9
1838,12.0
1838,-2.3
1838,0.0
1836,-5.2
1836,-2.6
1836,0.1
1836,-2.9
1836,0.6
1836,-6.5
1836,2.7
1836,2.0
1836,-1.1
1835,2.4
1835,2.2
1834,5.8
1833,-10.5
1833,5.2
1833,2.3
1833,-4.5
1833,3.5
1832,-3.0
1831,-3.3
1831,-2.1
1831,1.2
1831,3.5
1830,-3.8
1830,0.1
1830,-6.9
1830,5.9
1830,7.2
1830,8.4
1830,-0.6
1829,-8.7
1829,-6.0
1829,-0.6
1829,2.6
1829,2.0
1829,0.9
1828,-5.4
1828,-7.6
1828,-6.9
1828,4.2
1827,6.2
1827,-8.2
1827,-4.3
1827,-0.7
1827,3.1
1826,-1.3
1826,-6.8
1826,3.5
1826,2.9
1826,3.6
1826,0.4
1825,-3.7
1825,-3.9
1825,-6.3
1825,6.5
1825,-3.9
1824,-2.7
1824,2.8
1824,-8.9
1824,2.5
1824,5.0
1823,4.9
1823,1.0
1823,0.9
1822,-5.2
1822,-3.1
1822,3.6
1822,2.6
1822,2.9
1821,-6.4
1821,4.2
1821,-1.5
1821,1.6
1821,2.0
1820,-8.4
1820,3.1
1820,0.6
1820,4.4
1820,7.9
1819,-2.8
1819,-23.4
1819,0.9
1819,-1.2
1818,-6.1
1818,4.9
1818,3.4
1818,4.6
1818,3.5
1818,0.1
1818,3.3
1817,4.7
1816,-6.8
1816,-6.5
1816,14.8
1816,4.3
1816,5.3
1815,-13.9
1815,-6.6
1815,-8.8
1815,-4.5
1815,4.4
1815,1.5
1815,2.9
1815,-0.1
1815,2.6
1814,-1.9
1814,4.6
1814,6.2
1814,3.2
1813,1.2
1812,-2.3
1812,-2.2
1812,2.0
1812,3.6
1812,1.4
1811,-7.3
1810,0.3
