Age,Hf
1810,-2.3
1810,3.9
1810,-4.0
1810,4.7
1810,1.5
1809,-8.7
1809,11.2
1809,1.7
1809,4.0
1809,1.9
1808,1.4
1808,-2.0
1808,1.4
1808,4.9
1807,-4.8
1807,-6.6
1807,-6.3
1807,3.2
1807,-6.7
1807,0.9
1807,3.5
1807,0.4
1806,5.3
1806,3.0
1806,-9.5
1806,-8.0
1806,-2.7
1806,-15.1
1806,3.0
1806,0.1
1805,-1.6
1805,-4.3
1805,-8.4
1805,-7.0
1805,1.7
1805,-4.3
1805,1.7
1804,-6.3
1804,-5.5
1804,-8.4
1804,-4.9
1804,3.1
1804,6.9
1804,-0.3
1804,-1.4
1804,3.6
1803,3.4
1803,-5.3
1803,2.0
1803,3.5
1803,3.8
1803,4.1
1803,-9.2
1803,-0.4
1803,-0.3
1802,-2.1
1802,6.4
1802,-9.1
1802,0.3
1802,2.2
1801,-6.0
1801,-1.5
1801,2.2
1801,0.1
1801,1.2
1800,-9.6
1800,-8.8
1800,-3.1
1800,4.8
1800,-0.8
1800,-6.1
1800,-5.9
1800,-5.5
1800,-4.9
1800,-4.8
1800,-4.5
1800,-4.4
1800,-3.6
1800,-2.8
1800,-2.0
1800,-2.0
1800,-1.3
1800,-0.5
1800,-0.5
1800,-0.3
1800,0.0
1800,0.3
1800,0.6
1800,1.7
1800,2.0
1800,3.9
1800,4.0
1800,4.5
1800,4.5
1800,4.7
1800,5.0
1800,5.1
1800,5.3
1800,5.7
1800,6.4
1800,8.1
1800,13.5
1800,13.5
1799,3.3
1799,0.7
1799,0.0
1798,-5.5
1798,-6.3
1798,-6.5
1797,-3.3
1797,6.2
1797,-1.1
1796,-3.6
1796,5.3
1796,1.2
1795,-8.2
1795,1.6
1794,1.1
1793,3.9
1793,1.2
1792,0.7
1792,0.2
1791,6.8
1791,-9.6
1791,1.9
1791,-0.2
1790,-6.5
1790,-7.2
1790,6.7
1790,-3.1
1789,-9.9
1789,-3.5
1789,-3.0
1789,-3.1
1789,0.2
1789,-3.6
1789,2.4
1789,2.8
1789,1.3
1788,-5.2
1788,-4.3
1787,3.8
1787,-4.5
1787,2.9
1787,-0.4
1787,1.1
1787,8.4
1786,-7.2
1786,2.9
1786,0.5
1785,-2.7
1785,3.2
1785,5.6
1785,1.1
1785,-0.9
1784,-6.4
1784,-4.2
1784,-4.3
1784,-6.7
1783,-8.9
1783,-4.7
1783,5.0
1782,4.4
1782,3.4
1782,-10.5
1782,-10.9
1782,-16.7
1782,1.9
1782,3.6
1781,-3.2
1781,1.6
1781,-0.8
1780,1.9
1780,3.4
1780,3.6
1780,4.9
1779,-14.0
1779,-5.7
1779,-2.6
1778,-1.8
1778,-6.5
1778,-4.9
1778,5.6
1778,-2.6
1778,2.2
1778,2.5
1777,-1.1
1777,-1.6
1777,-1.2
1777,-1.4
1777,-0.9
1776,-1.4
1776,3.4
1776,-0.4
1776,0.1
1776,1.2
1775,-10.3
1775,1.6
1775,-1.9
1775,5.2
1775,2.0
1773,1.9
1773,0.9
1773,1.9
1772,-0.2
1772,-4.1
1772,2.2
1771,2.2
1771,0.3
1771,7.7
1770,-4.7
1770,1.9
1770,3.2
1770,7.2
1769,-3.2
1768,-5.3
1768,1.3
1768,-3.0
1767,2.2
1767,0.8
1765,-17.4
1765,1.7
1764,-5.1
1764,-4.9
1764,-2.7
1764,1.3
1764,0.8
1764,0.1
1763,-5.0
1763,-2.9
1762,-10.4
1762,-0.8
1762,-0.3
1762,-0.8
1762,2.0
1762,1.2
1761,6.3
1761,-2.1
1761,-3.1
1760,2.6
1759,1.5
1759,-4.2
1759,-6.7
1758,1.5
1758,4.1
1757,-2.1
1757,1.4
1757,-1.9
1757,-1.6
1756,8.0
1756,-1.2
1756,-9.1
1755,-6.0
1755,-5.1
1755,4.0
1754,2.6
1754,7.1
1753,-6.2
1753,-1.1
1753,-20.9
1753,2.5
1753,0.7
1753,1.0
1752,-3.6
1752,-6.2
1752,-2.7
1751,10.9
1751,1.1
1751,-0.9
1751,-1.4
1751,-3.1
1751,-4.7
1751,-6.1
1751,0.5
1750,0.4
1750,0.3
1750,-1.8
1750,-1.6
1750,4.0
1750,8.3
1750,-1.0
1749,-10.1
1749,1.2
1749,1.8
1749,-18.1
1748,-4.2
1748,-1.2
1748,3.9
1748,-10.5
1748,3.8
1748,1.7
1747,-2.3
1747,-3.1
1747,0.7
1747,1.9
1746,-2.5
1746,10.1
1745,2.9
1745,-2.2
1745,-1.0
1745,1.3
1744,-7.5
1744,1.9
1743,-3.3
1743,-3.5
1743,-5.4
1743,-2.1
1742,-3.6
1742,-11.5
1742,1.7
1741,-10.5
1741,5.6
1740,-4.1
1740,-7.2
1740,0.9
1740,1.4
1740,1.5
1739,-11.2
1739,-2.8
1739,2.9
1738,-0.4
1738,3.5
1738,0.9
1737,11.1
1737,-16.7
1736,-4.5
1736,-4.0
1736,-14.3
1736,-1.1
1735,-8.5
1734,12.5
1734,4.8
1734,-4.2
1734,1.5
1733,-5.3
1733,-7.1
1733,3.0
1733,2.8
1733,-3.9
1732,-2.7
1732,2.3
1732,-7.7
1732,5.4
1731,-3.0
1731,-5.1
1731,1.1
1731,1.3
1730,-6.5
1730,-2.2
1730,-3.1
1730,-3.0
1730,5.4
1729,-0.7
1729,-5.7
1729,-0.2
1728,1.1
1728,0.9
1728,13.2
1728,-8.4
1727,-1.3
1727,-3.0
1727,-2.4
1726,-4.4
1726,8.0
1726,0.5
1726,-1.4
1725,-1.5
1725,-2.1
1724,-5.9
1724,-4.2
1724,2.9
1724,11.1
1724,-2.4
1724,0.3
1723,-7.3
1723,-5.7
1723,-3.7
1723,-3.3
1723,5.0
1723,0.5
1723,-1.2
1722,1.7
1721,8.1
1720,-1.4
1720,5.6
1720,-7.6
1720,-4.6
1720,10.6
1720,3.5
1719,0.6
1719,-2.8
1719,0.9
1719,-5.6
1719,-5.9
1719,-8.2
1718,-9.9
1717,-3.4
1717,0.2
1717,-0.7
1717,-8.1
1717,1.2
1717,-0.1
1716,-3.5
1716,-4.2
1716,-0.7
1716,-7.8
1716,-3.7
1716,3.1
1716,1.6
1715,-6.2
1714,-3.8
1714,-2.4
1714,0.2
1714,11.8
1714,11.3
1714,0.0
1714,-5.2
1714,2.2
1714,-1.7
1713,-1.2
1713,3.1
1712,-6.4
1712,0.6
1712,-2.4
1712,1.2
1712,-4.0
1712,-3.1
1712,6.4
1712,3.8
1712,-1.5
1711,5.6
1711,-2.3
1710,-3.9
1710,-2.3
1710,5.3
1710,9.6
1710,2.1
1710,3.7
1709,3.6
1709,-4.1
1709,4.2
1709,-1.9
1707,3.0
1707,-6.1
1707,2.7
1707,3.4
1706,-3.2
1706,-0.2
1706,7.4
1706,-3.1
1705,-8.2
1705,-8.4
1705,1.2
1705,-0.3
1704,3.8
1704,-8.7
1703,-0.8
1703,-3.5
1703,-7.1
1702,-0.3
1701,0.4
1701,5.4
1701,2.5
1700,2.7
1700,2.2
1700,8.0
1700,6.2
1699,-9.6
1699,3.8
1699,-6.1
1699,-3.8
1699,2.5
1698,-2.2
1697,-1.3
1697,-3.7
1696,2.5
1696,-5.3
1696,-0.8
1696,3.8
1695,-5.8
1695,4.6
1695,-1.9
1694,-4.4
1694,10.4
1694,-4.8
1694,-3.5
1693,-1.2
1693,3.1
1693,1.0
1692,-4.3
1691,-0.7
1691,-7.5
1691,-9.7
1691,2.7
1691,3.1
1689,-1.5
1689,-6.2
1689,9.6
1689,2.4
1688,2.9
1687,-4.3
1687,-2.0
1687,7.0
1687,2.9
1686,-1.3
1685,4.3
1685,3.5
1685,-3.1
1684,-1.9
1684,-7.5
1684,8.2
1684,2.8
1683,3.0
1683,8.6
1683,2.9
1682,1.5
1682,7.6
1682,11.0
1682,11.2
1682,5.0
1682,4.3
1681,-4.7
1681,0.7
1681,2.8
1681,4.6
1680,10.1
1680,7.5
1680,9.4
1680,-2.6
1680,-1.0
1680,0.3
1680,4.1
1679,4.9
1679,9.6
1679,-1.2
1678,-0.3
1678,11.0
1678,-3.6
1677,7.5
1676,1.2
1676,2.3
1676,2.4
1676,-0.1
1676,3.4
1675,1.5
1674,-7.9
1674,-2.6
1674,7.0
1674,10.2
1674,-6.0
1674,1.4
1674,0.2
1673,-1.5
1673,-4.4
1673,1.8
1673,2.5
1673,5.1
1672,3.1
1671,6.8
1670,-0.6
1670,2.6
1670,-2.1
1670,10.2
1670,2.4
1670,-2.4
1670,1.7
1670,5.6
1669,4.5
1669,4.7
1668,2.6
1668,7.8
1668,11.3
1668,4.5
1668,3.2
1667,2.0
1667,1.0
1667,10.8
1667,-3.7
1667,1.9
1666,-9.7
1666,5.5
1665,-2.5
1665,11.3
1665,-0.3
1664,-3.2
1664,-2.7
1664,-2.1
1664,-2.0
1664,-1.9
1664,-1.8
1664,-1.8
1664,-1.0
1664,2.1
1664,3.2
1664,9.3
1664,-0.2
1664,-1.4
1664,5.8
1664,2.9
1663,-0.6
1663,1.0
1663,-1.8
1663,-4.1
1663,11.5
1662,-2.2
1662,0.8
1662,11.4
1662,7.9
1662,11.6
1662,10.5
1662,2.6
1662,3.0
1661,8.1
1660,5.3
1660,7.2
1660,-6.8
1660,9.4
1660,-9.9
1659,1.6
1659,-0.2
1659,9.5
1659,3.4
1659,2.6
1658,2.6
1658,-2.3
1658,-2.0
1658,8.0
1658,-2.5
1658,1.3
1658,3.4
1658,4.9
1658,4.7
1658,4.1
1658,1.6
1658,4.2
1657,5.2
1657,8.0
1657,4.2
1657,3.4
1657,5.6
1656,0.8
1656,9.6
1656,1.1
1656,6.0
1655,0.7
1655,0.4
1655,8.0
1655,8.8
1655,3.4
1655,6.6
1654,4.3
1654,7.5
1654,6.9
1654,-3.7
1654,0.0
1653,-1.8
1653,11.9
1653,4.8
1653,5.5
1652,-1.6
1652,-0.1
1652,-0.1
1652,0.9
1652,1.3
1652,1.5
1652,1.6
1652,2.4
1652,2.7
1652,8.6
1652,9.2
1652,1.0
1652,0.6
1652,-3.9
1652,2.5
1652,3.4
1651,8.2
1651,-5.5
1651,2.5
1650,1.5
1650,-1.4
1650,6.3
1650,-3.6
1650,7.4
1650,-0.9
1650,0.3
1650,1.5
1650,3.2
1650,3.6
1650,2.2
1650,9.5
1649,-1.4
1649,-1.2
1649,-0.1
1649,5.1
1649,3.7
1649,4.3
1648,9.1
1648,1.5
1648,0.4
1647,6.9
1647,-1.8
1647,7.5
1647,0.9
1646,-0.8
1646,0.9
1646,0.7
1646,0.2
1646,0.7
1646,-4.1
1646,9.4
1646,3.5
1646,-1.6
1646,-2.1
1646,5.1
1646,4.7
1646,0.5
1646,2.4
1646,3.2
1645,1.8
1645,0.2
1645,4.9
1645,0.1
1645,1.3
1645,10.6
1645,3.3
1644,0.9
1644,3.9
1644,-4.8
1644,-1.7
1644,2.8
1644,3.0
1644,-25.0
1644,8.1
1643,6.4
1643,1.9
1643,-1.0
1643,-0.8
1643,-1.8
1643,4.6
1643,-1.5
1643,10.0
1643,7.2
1643,2.5
1643,2.7
1643,3.3
1643,12.1
1642,2.5
1642,8.7
1642,3.9
1642,2.4
1642,-10.2
1642,-1.5
1641,0.8
1641,-0.1
1641,-3.1
1641,2.3
1641,0.5
1641,9.4
1641,9.4
1641,5.4
1641,-4.7
1641,-3.4
1641,4.6
1640,-2.1
1640,1.0
1640,0.9
1640,1.0
1640,-1.5
1640,3.5
1640,5.3
1640,5.5
1640,1.4
1640,3.3
1639,-0.2
1639,1.5
1639,0.9
1639,0.5
1639,1.1
1639,-5.1
1639,6.0
1639,5.4
1639,-2.5
1639,5.9
1639,-1.0
1639,2.8
1639,3.6
1639,1.1
1638,0.6
1638,3.9
1638,2.5
1638,-1.0
1638,3.0
1638,3.0
1638,9.4
1638,0.6
1638,3.7
1638,0.3
1637,3.0
1637,-0.3
1637,-1.7
1637,1.5
1637,0.0
1637,0.3
1637,-0.2
1637,-0.3
1637,2.7
1637,-0.5
1637,-2.0
1637,7.5
1637,-1.5
1637,9.4
1637,7.0
1637,4.7
1637,-1.8
1637,3.7
1637,1.9
1636,0.3
1636,2.4
1636,-0.4
1636,-0.9
1636,8.5
1636,1.1
1636,1.7
1636,6.3
1636,-0.1
1636,2.7
1636,-2.6
1636,10.7
1636,3.7
1636,-7.5
1636,1.7
1635,0.5
1635,0.5
1635,2.8
1635,8.0
1635,9.6
1635,-8.8
1635,2.4
1635,1.8
1634,0.7
1634,2.3
1634,0.5
1634,10.3
1634,7.9
1634,4.0
1634,4.7
1634,2.9
1634,0.6
1633,0.3
1633,1.1
1633,-2.0
1633,5.0
1633,-1.4
1633,2.9
1633,4.2
1632,1.2
1632,-1.1
1632,0.1
1632,2.9
1632,0.1
1632,4.6
1632,-8.2
1632,-4.8
1632,-3.9
1632,-1.3
1632,-1.8
1632,9.7
1632,6.0
1632,-3.2
1632,0.5
1632,1.1
1631,1.5
1631,-0.3
1631,0.6
1631,8.6
1631,5.5
1631,-1.7
1631,2.5
1631,-3.3
1631,3.0
1630,-1.4
1630,1.3
1630,4.2
1630,3.4
1630,8.1
1629,-1.0
1629,0.3
1629,0.4
1629,0.8
1629,1.2
1629,6.2
1629,6.8
1629,6.1
1629,-0.6
1629,1.5
1629,7.7
1629,7.9
1629,3.7
1628,-1.3
1628,0.3
1628,-0.1
1628,-1.5
1628,-4.4
1628,2.1
1628,5.5
1627,-2.7
1627,-2.4
1627,-2.1
1627,-1.7
1627,0.0
1627,0.2
1627,3.5
1627,-1.4
1627,-2.5
1627,10.4
1627,6.5
1627,-2.6
1627,-4.1
1627,2.5
1627,3.8
1626,0.3
1626,1.1
1626,-2.2
1626,0.1
1626,-3.3
1626,0.9
1626,-4.9
1626,3.4
1626,7.2
1626,-2.7
1626,-1.7
1626,-3.8
1626,2.7
1626,11.5
1625,1.7
1625,7.4
1625,-2.4
1625,-2.1
1625,2.2
1625,5.9
1624,2.1
1624,0.8
1624,0.7
1624,-0.2
1624,1.8
1624,10.2
1624,1.3
1624,-3.7
1624,8.2
1624,-0.3
1624,-1.3
1624,-2.6
1624,7.6
1624,5.0
1624,2.4
1624,-3.0
1624,1.7
1624,0.8
1623,1.2
1623,-1.9
1623,6.2
1623,7.0
1623,6.8
1623,-0.4
1623,6.8
1623,3.3
1623,11.5
1623,3.0
1622,-4.9
1622,-0.9
1622,-2.9
1622,-2.6
1622,-2.5
1622,3.4
1622,5.6
1621,0.4
1621,0.8
1621,6.2
1621,6.1
1621,4.5
1621,-3.2
1621,-4.8
1621,7.9
1621,5.1
1621,-1.9
1621,7.5
1621,9.5
1621,-11.5
1621,-2.1
1620,7.9
1620,1.5
1620,-0.6
1620,6.4
1620,0.9
1620,1.8
1620,1.9
1620,-1.3
1620,1.3
1620,3.4
1620,3.5
1619,0.4
1619,1.5
1619,-1.5
1619,7.4
1619,3.6
1619,6.1
1619,-0.9
1619,-2.0
1619,4.3
1619,0.3
1619,5.3
1618,0.3
1618,-9.9
1618,-0.2
1618,0.9
1618,6.2
1618,1.4
1617,2.1
1617,4.9
1617,0.5
1617,6.3
1617,3.7
1617,4.5
1617,-26.0
1616,0.0
1616,-1.1
1616,1.7
1616,3.8
1616,4.3
1616,8.8
1615,-1.5
1615,5.2
1615,4.2
1615,3.1
1614,5.4
1614,5.0
1614,8.1
1614,7.4
1614,7.8
1614,3.9
1614,4.3
1613,3.4
1613,-4.3
1613,-5.1
1613,-4.8
1613,2.4
1613,8.3
1613,-3.8
1613,3.8
1613,4.6
1613,3.2
1612,0.2
1612,0.5
1612,-2.7
1612,1.5
1612,6.9
1612,-3.3
1612,-3.2
1612,2.2
1612,3.8
1612,1.5
1612,4.0
1612,3.3
1611,1.7
1611,-2.0
1611,-0.1
1611,6.0
1611,5.1
1611,3.1
1611,8.9
1611,-5.3
1611,2.0
1611,-0.1
1610,-16.9
1610,-9.3
1610,-7.5
1610,-7.3
1610,-6.7
1610,-6.6
1610,-6.5
1610,-6.3
1610,-6.0
1610,-6.0
1610,-5.7
1610,-4.9
1610,-4.5
1610,-4.3
1610,0.0
1610,-3.3
1610,4.6
1610,5.8
1610,3.5
1609,-0.2
1609,4.4
1609,6.5
1609,1.0
1608,-1.4
1608,-17.6
1608,7.6
1608,6.1
1608,8.9
1608,5.7
1608,0.0
1608,2.3
1606,-0.5
1606,-8.5
1606,-0.4
1606,4.2
1606,0.5
1606,3.1
1606,2.8
1606,1.9
1606,5.4
1606,-18.3
1605,-3.5
1605,0.0
1605,-3.2
1605,1.7
1604,-2.7
1604,6.9
1604,-2.2
1604,-3.6
1603,-14.4
1603,1.5
1603,0.6
1603,4.4
1603,3.0
1602,-1.5
1602,3.1
1602,2.1
1602,4.7
1602,1.0
1601,-4.4
1601,-3.1
1601,6.4
1601,5.6
1600,-2.5
1600,-2.6
1600,5.9
1600,5.6
1600,-2.6
1600,10.4
1600,6.9
1600,3.8
1600,9.2
1600,0.2
1600,0.7
1600,2.2
1600,-9.5
1600,2.0
1599,-2.6
1599,2.2
1599,3.8
1599,2.5
1599,-46.0
1599,3.9
1598,-0.9
1598,-3.1
1598,-2.6
1598,7.5
1598,1.3
1598,-0.2
1597,5.2
1597,5.2
1597,3.8
1597,2.4
1597,0.8
1597,1.4
1596,4.2
1596,1.4
1596,2.5
1596,2.4
1596,1.1
1596,1.9
1596,3.7
1595,-3.2
1595,1.0
1595,7.0
1595,6.4
1595,-2.1
1595,3.2
1595,10.2
1595,1.0
1594,-0.9
1594,3.5
1594,6.1
1594,3.9
1594,-55.7
1593,-3.5
1593,5.7
1593,5.5
1593,-3.9
1593,7.7
1593,7.7
1593,-4.5
1593,0.8
1593,1.9
1592,-8.3
1592,0.0
1592,2.5
1592,0.9
1591,1.8
1591,-4.2
1591,0.5
1591,3.4
1591,8.0
1591,2.6
1590,-2.6
1590,5.3
1589,3.2
1589,-0.1
1588,4.2
1588,-1.8
1588,6.5
1588,0.1
1588,3.3
1587,4.9
1587,-6.9
1587,1.0
1587,-2.7
1586,-2.8
1586,5.2
1586,9.9
1586,6.2
1586,2.7
1586,1.2
1585,6.3
1585,7.7
1585,-2.0
1585,-4.2
1585,-1.9
1585,2.6
1585,0.4
1584,-1.7
1584,4.9
1584,4.7
1584,0.1
1584,2.8
1583,-2.8
1583,3.6
1583,0.1
1583,-5.8
1583,-0.1
1582,5.0
1582,0.4
1582,5.3
1581,1.8
1581,-1.3
1581,-3.5
1581,-7.0
1581,6.4
1581,6.9
1581,1.7
1581,2.3
1581,2.3
1580,1.8
1580,-1.8
1580,0.1
1580,7.0
1579,4.4
1579,6.0
1579,-1.9
1579,0.1
1579,4.2
1578,6.8
1578,2.4
1578,-1.0
1577,-4.6
1577,2.9
1577,5.8
1577,5.2
1577,6.2
1576,-1.3
1576,-2.2
1576,7.3
1576,0.7
1576,1.0
1576,1.4
1575,6.3
1575,5.9
1575,-3.9
1575,-2.3
1575,9.6
1575,2.9
1575,3.3
1574,2.4
1574,-1.7
1574,0.0
1574,-0.6
1574,5.6
1573,5.0
1573,-1.9
1573,3.8
1573,6.4
1573,6.7
1573,9.4
1573,1.5
1572,-1.8
1572,10.4
1572,-1.5
1571,8.0
1571,-6.7
1571,7.8
1571,6.0
1571,2.5
1570,-0.4
1570,-3.7
1570,6.0
1570,7.5
1570,2.1
1570,3.3
1570,-0.7
1569,2.4
1568,-5.0
1568,1.1
1568,3.7
1568,0.9
1566,4.5
1566,4.2
1566,3.2
1565,-0.2
1565,2.9
1564,5.1
1564,5.5
1564,5.2
1564,4.5
1564,2.5
1564,-18.7
1563,2.2
1563,0.8
1562,6.0
1562,-4.0
1562,4.8
1562,5.5
1561,4.0
1560,6.0
1560,4.5
1560,-2.1
1560,-2.7
1560,1.9
1560,4.9
1559,-1.6
1559,-2.1
1559,-3.9
1559,3.4
1558,-0.9
1558,-4.1
1558,7.8
1557,-2.7
1557,6.0
1556,6.5
1556,3.4
1556,0.7
1556,4.9
1556,3.0
1554,-3.2
1554,3.1
1554,0.4
1553,9.8
1553,3.9
1553,4.3
1553,0.8
1553,0.3
1553,-0.2
1553,-0.3
1553,2.9
1552,-4.0
1552,-1.0
1552,-1.1
1552,3.2
1551,-1.1
1551,-1.0
1551,-0.6
1551,-0.2
1551,-0.1
1551,0.0
1551,0.6
1551,0.8
1551,3.7
1551,4.7
1551,6.0
1551,6.4
1551,-3.8
1551,-1.6
1551,3.9
1551,3.6
1551,1.7
1551,-1.8
1550,3.0
1550,7.3
1550,6.7
1550,2.4
1550,2.8
1549,-4.0
1549,8.3
1549,4.2
1549,0.9
1549,-0.5
1549,2.5
1548,-1.0
1548,2.9
1548,3.1
1548,3.7
1548,0.5
1547,6.3
1547,6.5
1547,3.5
1547,-0.1
1546,7.9
1546,1.6
1546,2.8
1545,4.8
1545,7.5
1545,4.0
1545,5.4
1545,-2.3
1544,8.7
1544,3.5
1543,7.1
1543,-5.9
1543,-0.8
1543,5.6
1543,-1.9
1543,2.8
1543,11.3
1542,4.7
1542,-6.9
1542,-4.9
1542,3.7
1542,6.5
1542,3.7
1542,1.2
1542,1.5
1541,-3.6
1541,5.8
1541,-0.7
1541,-2.6
1541,1.6
1540,-6.0
1540,5.2
1540,3.8
1540,-0.2
1538,5.6
1538,1.1
1538,4.8
1538,6.7
1538,2.7
1537,4.2
1537,1.6
1537,2.5
1537,1.2
1537,-0.5
1537,1.4
1536,-5.6
1536,-3.3
1536,-2.3
1536,1.0
1536,-2.9
1536,1.9
1535,9.2
1535,3.2
1535,2.5
1535,0.2
1534,-9.0
1534,5.8
1534,3.6
1533,0.9
1533,0.5
1532,4.3
1532,2.4
1532,0.9
1531,6.3
1531,-4.0
1531,-1.2
1530,9.0
1530,-4.1
1530,0.8
1530,-1.3
1530,1.2
1530,2.5
1530,3.3
1529,4.5
1529,7.1
1529,5.4
1528,-0.1
1528,0.5
1527,1.2
1527,2.3
1527,3.4
1526,3.1
1526,-1.9
1525,3.5
1525,-1.6
1525,3.5
1525,6.0
1524,2.3
1524,5.1
1524,4.6
1524,0.6
1523,-18.4
1523,8.9
1521,6.5
1521,-2.1
1521,6.8
1521,0.3
1521,-0.5
1520,3.0
1520,-1.1
1520,3.0
1520,-1.8
1520,8.0
1520,3.4
1520,6.9
1520,4.5
1520,-6.1
1520,1.6
1520,8.1
1519,-3.2
1519,1.9
1519,-0.3
1518,4.9
1518,4.8
1518,-1.8
1518,-1.0
1518,-0.5
1515,4.3
1515,2.0
1515,2.5
1514,4.7
1514,-0.2
1514,0.0
1513,-0.2
1512,10.6
1512,6.4
1512,4.4
1510,1.4
1510,5.1
1509,2.8
1509,3.6
1509,-19.7
1509,5.4
1508,-3.3
1506,4.7
1506,-1.1
1505,1.1
1504,5.6
1504,5.9
1504,0.4
1503,3.1
1503,-47.2
1503,0.1
1502,4.5
1502,5.2
1500,3.9
1500,-3.5
1500,-3.2
1500,-2.3
1500,0.0
1499,-3.8
1499,-2.2
1499,1.6
1498,6.9
1498,3.4
1497,-0.5
1496,9.6
1495,3.1
1495,-3.2
1494,4.0
1494,-2.8
1494,0.8
1494,2.9
1493,3.7
1493,6.8
1492,6.8
1492,3.6
1489,4.2
1489,3.5
1489,2.6
1489,-1.2
1489,2.0
1488,5.4
1488,-3.5
1487,7.0
1487,4.5
1487,7.3
1486,1.2
1486,4.7
1484,8.8
1484,5.0
1484,-0.3
1484,0.3
1483,-3.1
1483,2.3
1483,-2.3
1482,4.3
1481,3.2
1480,3.3
1480,6.9
1480,2.2
1479,-0.4
1479,10.4
1477,6.3
1476,3.3
1476,3.1
1476,6.9
1475,8.1
1475,7.3
1475,-9.6
1475,1.2
1474,-8.6
1474,-2.4
1473,-3.0
1473,5.7
1473,0.4
1471,8.9
1470,2.4
1470,2.3
1470,8.7
1469,1.1
1468,6.9
1468,-0.1
1467,5.3
1466,9.1
1466,2.5
1465,1.2
1464,3.7
1464,6.1
1463,2.5
1462,2.8
1461,3.2
1461,-3.0
1461,7.7
1461,0.8
1460,5.9
1460,-0.1
1460,12.2
1460,12.3
1459,8.2
1459,-0.4
1459,10.5
1459,3.5
1458,0.0
1458,9.9
1458,-2.6
1457,2.3
1457,-1.2
1457,11.0
1456,2.8
1456,0.2
1456,7.6
1455,4.9
1455,3.3
1455,5.2
1455,9.0
1454,4.0
1453,8.6
1453,11.2
1449,-11.0
1449,9.6
1448,2.8
1448,-2.0
1448,9.6
1448,10.5
1448,10.8
1448,8.2
1447,4.0
1447,7.8
1447,-2.7
1446,9.8
1446,5.1
1446,8.3
1445,-8.7
1445,5.2
1444,-1.5
1443,-4.1
1443,3.4
1443,6.4
1442,2.2
1442,-0.7
1440,11.4
1440,7.5
1438,4.1
1438,9.1
1438,2.6
1438,11.2
1437,10.9
1436,-4.6
1436,1.0
1436,4.4
1435,3.7
1434,-8.8
1434,3.0
1433,2.4
1432,-5.7
1432,3.2
1432,-1.7
1431,1.3
1431,11.1
1431,2.7
1430,-12.2
1430,9.0
1429,7.8
1428,8.7
1428,1.0
1427,7.4
1426,-16.2
1425,9.2
1425,-5.5
1425,3.3
1424,-1.9
1424,-3.8
1424,9.9
1423,2.3
1423,6.2
1422,-1.2
1422,2.9
1421,1.7
1421,-3.2
1421,-1.9
1420,-9.6
1419,7.0
1418,2.3
1418,2.4
1417,4.4
1417,7.2
1417,7.9
1416,9.5
1415,-1.6
1415,1.7
1415,-3.1
1415,5.9
1414,4.7
1413,3.7
1413,0.3
1413,1.1
1412,2.0
1411,4.9
1411,0.6
1410,7.5
1409,9.6
1408,-9.0
1408,6.8
1406,11.3
1406,4.9
1406,8.3
1405,5.7
1405,9.1
1404,1.6
1402,9.1
1402,-23.3
1401,-3.7
1401,4.8
1401,3.7
1400,8.0
1400,2.0
1398,7.9
1397,10.2
1397,-4.8
1396,-22.0
1396,5.3
1396,7.0
1395,3.3
1395,10.6
1395,-1.9
1395,3.7
1394,3.9
1394,11.3
1393,2.5
1393,6.4
1392,0.8
1392,11.7
1392,2.2
1391,3.0
1388,8.5
1387,6.0
1386,2.4
1385,3.2
1385,13.1
1383,0.7
1382,-1.8
1382,6.3
1382,6.3
1381,-2.2
1381,8.5
1380,-12.9
1380,-11.9
1380,-11.6
1380,-11.3
1380,-9.9
1380,-7.0
1380,-0.4
1380,-10.7
1380,-8.1
1380,-7.9
1380,-7.5
1380,-7.4
1380,-5.9
1380,-5.1
1380,-4.5
1380,-3.8
1380,4.5
1380,4.3
1379,4.3
1379,13.0
1379,10.7
1379,3.3
1379,-0.5
1378,-11.4
1378,0.7
1377,5.2
1377,3.0
1377,1.8
1376,3.8
1376,2.9
1375,3.0
1375,7.4
1374,11.6
1374,1.5
1373,-11.2
1373,-11.0
1373,-10.9
1373,-10.5
1373,-10.1
1373,-9.9
1373,-9.4
1373,-8.9
1373,-6.4
1373,-5.7
1373,2.9
1373,3.5
1372,9.7
1372,3.5
1372,-4.3
1372,7.3
1371,-1.5
1371,4.4
1369,-1.4
1369,3.0
1369,5.1
1367,11.8
1367,-36.3
1367,-0.7
1367,6.6
1366,10.0
1366,0.4
1366,8.3
1365,8.5
1365,5.1
1364,12.5
1364,13.9
1364,2.7
1364,4.5
1364,5.9
1363,2.3
1363,4.0
1362,12.1
1362,12.4
1362,2.3
1362,3.1
1362,4.2
1361,9.9
1361,3.4
1361,-1.4
1360,-2.2
1360,9.3
1360,1.4
1360,3.3
1359,7.9
1359,10.9
1359,4.1
1358,10.4
1358,-1.5
1357,7.5
1357,8.3
1356,0.2
1355,5.7
1355,-5.7
1354,3.8
1353,10.6
1353,11.1
1353,11.6
1352,11.1
1352,-0.2
1351,1.3
1350,-10.0
1350,9.3
1350,9.5
1350,1.4
1350,7.1
1349,-3.9
1348,5.3
1348,8.6
1348,9.6
1347,2.2
1347,-2.7
1347,-4.4
1346,1.5
1346,7.7
1345,8.5
1344,-0.1
