Age,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,SEA_Modern land sea level  (C = 176.6 106km2km),TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_87Sr86Sr Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,MAG_POL_FREQUENCY,MAG_POL_FREQUENCY.3,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
66.0,0.5926916398508937,0.1217719746529496,0.4782737215489211,0.420625944583936,0.0931885202152053,0.5591610847817702,0.0243626062322946,0.4484809613730959,0.0788215826658402,0.4290296364690448,0.0028612987661219,0.2400000000000001,0.2585912651119306,0.6156084937152061,0.0454545454545454,0.09,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.95,0.5655718330837608,0.1315433428317882,0.4565671494728545,0.4196818805772581,0.1156981018443295,0.5343475976007288,0.0245254957507082,0.4476453932645572,0.0782181442617781,0.4289831558574533,0.002856846933947,0.2380000000000001,0.2677271401123624,0.6138074578273471,0.0454545454545454,0.0895,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.9,0.5384520263166278,0.1413147110106266,0.4348605773967879,0.4187378165705804,0.1382076834734534,0.5095341104196875,0.0246883852691218,0.4468098251560187,0.0776147058577162,0.4289357733924764,0.0028523087238129,0.2360000000000003,0.2774999519067661,0.6118705168253802,0.0454545454545454,0.089,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.85000000000001,0.5113322195494949,0.1510860791894652,0.4131540053207213,0.4177937525639025,0.1607172651025775,0.4847206232386462,0.0248512747875354,0.4459742570474799,0.0770112674536543,0.4288867676686849,0.0046969042405146,0.2340000000000004,0.2877578077469617,0.6080435846176723,0.0454545454545454,0.0885,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.8,0.4842124127823621,0.1608574473683037,0.3914474332446547,0.4168496885572247,0.1832268467317016,0.4599071360576049,0.025014164305949,0.4451386889389413,0.0764078290495919,0.4288377619448936,0.0065414997592656,0.232,0.2980156635871573,0.6042166524099645,0.0454545454545454,0.088,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.75,0.4570926060152292,0.1706288155471422,0.3697408611685881,0.4159056245505469,0.2057364283608254,0.4350936488765636,0.0251770538243626,0.4443031208304028,0.0758043906455303,0.4287868307988999,0.0102352000641782,0.23,0.3085576579326871,0.5989944416390723,0.0454545454545454,0.0875,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.7,0.4299727992480963,0.1804001837259807,0.3480342890925215,0.4149615605438691,0.2282460099899496,0.4102801616955223,0.0253399433427762,0.4434675527218641,0.0752009522414681,0.4287343896087628,0.0139287557396721,0.2280000000000002,0.3193007427882764,0.5937226273085975,0.0454545454545454,0.087,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.65,0.4028529924809634,0.1901715519048192,0.3263277170164549,0.4140174965371913,0.2507555916190736,0.3854666745144809,0.0255028328611898,0.4426319846133253,0.0745975138374061,0.4286802366746249,0.0176221474673131,0.2260000000000002,0.3303370567908282,0.5874316317758419,0.0454545454545454,0.0865,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.60000000000001,0.3757331857138305,0.1999429200836578,0.3046211449403883,0.4130734325305134,0.2732651732481977,0.3606531873334397,0.0256657223796034,0.4417964165047869,0.0739940754333442,0.4286231417046353,0.0203916300941785,0.2240000000000004,0.3414159971290753,0.5821160800819236,0.0454545454545454,0.086,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.55,0.3486133789466977,0.2097142882624963,0.2829145728643217,0.4121293685238357,0.2957747548773218,0.3358397001523983,0.0258286118980169,0.4409608483962481,0.0733906370292822,0.4285660467346458,0.0231611127210415,0.2219999999999999,0.3524949374673222,0.5768005283880052,0.0454545454545454,0.0855,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.5,0.3214935721795648,0.2194856564413347,0.2612080007882551,0.4111853045171578,0.3182843365064459,0.311026212971357,0.0259915014164305,0.4401252802877094,0.0727871986252202,0.4285056179210357,0.0287011579891781,0.22,0.3631165341520703,0.5718307566265718,0.0454545454545454,0.085,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.45,0.2943737654124319,0.2292570246201733,0.2395014287121885,0.4102412405104799,0.34079391813557,0.2862127257903157,0.0261543909348442,0.4392897121791709,0.0721837602211584,0.4284426999302577,0.0323937102169786,0.2180000000000001,0.3735327771528417,0.5678072545251693,0.0454545454545454,0.0844999999999999,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.4,0.2672539586452989,0.2390283927990118,0.2177948566361219,0.4092971765038022,0.3633034997646939,0.2613992386092744,0.0263172804532577,0.4384541440706322,0.0715803218170963,0.4283771088367713,0.037933261050936,0.2160000000000003,0.3835069163003002,0.5645359705488414,0.0454545454545454,0.084,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
65.35000000000001,0.2401341518781661,0.2487997609778503,0.1960882845600552,0.4083531124971244,0.385813081393818,0.2365857514282331,0.0264801699716713,0.4376185759620937,0.0709768834130345,0.4283071533756802,0.0416271738043624,0.2140000000000004,0.3927854452950932,0.5619622936746129,0.0454545454545454,0.0834999999999999,0.0129870129870129,0.7695035460992907,0.0117647058823529,0.1694214876033057
