Age,BIO_AllGenera,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,BIO_Difference_Cycle62,SEA_Modern land sea level  (C = 176.6 106km2/km),TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_87Sr/86Sr Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
182.95,0.1321881427525108,0.18067970019434795,0.3716154508198549,0.720084737412553,0.7912020495195782,0.12311483448820773,0.3499979672841533,0.26473738385780715,0.14884560906515582,0.1945887517597876,0.5596474326071376,0.12186281712337853,0.029145656636240976,0.2000000000000001,0.2204174010083088,0.18584241297695447,0.02008656720747062,0.7247250437563136,0.2893243197967355,0.4830049066981457
182.9,0.1322409174367155,0.17918007455315893,0.3699460862352673,0.7198916149374324,0.7910653100998563,0.12271764541065965,0.35173857878976345,0.26328227881593,0.14839943342776205,0.19556740537326686,0.5597760779723199,0.12273012960154095,0.032240304121829565,0.2000000000000001,0.22042580910528195,0.18621918017280426,0.020259731882408327,0.7239218867377183,0.28945945750298696,0.48323955073627795
182.85,0.13229369212092024,0.1776804489119699,0.3682767216506799,0.7196984924623117,0.7909285706801344,0.12232045633311152,0.3534791902953736,0.2618271737740531,0.1479532577903683,0.19654605898674585,0.5599047233375023,0.12354679609557707,0.0363703026144381,0.2000000000000001,0.2204354441900306,0.18663769829619392,0.020432896557346036,0.7231187296684672,0.2895945952092386,0.4834741947744104
182.8,0.13234646680512496,0.17618082327078088,0.3666073570660923,0.719505369987191,0.7907918312604125,0.1219232672555634,0.3552198018009836,0.2603720687321761,0.14750708215297448,0.1975247126002251,0.5600333687026849,0.12436346258961326,0.04050030110705146,0.2000000000000001,0.22044507927477927,0.1870562164195836,0.020606061232283743,0.7223155725992162,0.2897297329154901,0.4837088388125427
182.75,0.13239924148932966,0.17468119762959186,0.3649379924815048,0.7193122475120701,0.7906550918406906,0.12152607817801528,0.3569604133065935,0.25891696369029915,0.1470609065155807,0.19850336621370407,0.5601620140678674,0.12514847534357046,0.04546783818860335,0.2000000000000001,0.22046267504847944,0.18744176519002595,0.020779207456004086,0.7215124155806208,0.2898648385909983,0.483943482850675
182.7,0.1324520161735344,0.17318157198840284,0.3632686278969172,0.7191191250369494,0.7905183524209687,0.1211288891004672,0.3587010248122036,0.2574618586484222,0.14661473087818694,0.19948201982718314,0.5602906594330497,0.12592082660149614,0.0513352575321335,0.2000000000000001,0.2204665699895552,0.1878104318463644,0.02095237213094179,0.7207092585620255,0.2899999762972499,0.4841781268888073
182.65,0.1325047908577391,0.1716819463472138,0.3615992633123297,0.7189260025618288,0.7903816130012469,0.1207317000229191,0.3604416363178138,0.2560067536065451,0.1461685552407932,0.2004606734406624,0.5604193047982321,0.1266931778594218,0.057202676875663654,0.2000000000000001,0.22047046493063108,0.18817909850270287,0.021125536805879502,0.7199061015434302,0.29013511400350145,0.4844127709269396
182.6,0.13255756554194384,0.17018232070602474,0.3599298987277422,0.7187328800867081,0.7902448735815251,0.12033451094537098,0.3621822478234237,0.25455164856466816,0.14572237960339945,0.2014393270541414,0.5605479501634146,0.1274148831332212,0.06435534373876689,0.2000000000000001,0.22047604274243346,0.18857586312187968,0.02129870148081721,0.7191029445248347,0.29027025170975296,0.4846474149650719
182.55,0.13261034022614854,0.16868269506483574,0.3582605341431547,0.7185397576115874,0.7901081341618029,0.11993732186782287,0.3639228593290337,0.2530965435227912,0.14527620396600566,0.20241798066762065,0.5606765955285969,0.12813658840702058,0.07150801060187012,0.2000000000000001,0.22048162055423573,0.18897262774105647,0.02147186615575492,0.7182997875062392,0.29040538941600463,0.4848820590032042
182.5,0.13266311491035326,0.16718306942364672,0.3565911695585671,0.7183466351364668,0.7899713947420811,0.11954013279027476,0.3656634708346438,0.2516414384809141,0.1448300283286119,0.20339663428109966,0.5608052408937797,0.1288076476966937,0.0796898865625524,0.2000000000000001,0.2204927255557784,0.18932032239514696,0.021645012379475262,0.7174966304876439,0.29054055915299953,0.4851167030413365
