Age,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,SEA_Modern land sea level,TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,MAG_POL_FREQUENCY,MAG_POL_FREQUENCY.3,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
17.2,0.017746201,0.283196654,0.84800473,0.013931717,0.193056799,0.588388526,0.04470255,0.056742967,0.404289477,0.77933327,0.088192869,0.224,0.104036331,0.271874481,0.172727273,0.34,0,0.63068631,0.070588235,0.636231884
17.15,0.017746201,0.283196654,0.8463691,0.013834969,0.193823877,0.587647765,0.044805241,0.05735716,0.404504114,0.781032667,0.087429973,0.228,0.128231636,0.296144511,0.175,0.34,0,0.63068631,0.070588235,0.636231884
17.1,0.017746201,0.283196654,0.844733471,0.013738221,0.194590955,0.586907005,0.044907932,0.057971353,0.404718752,0.782732064,0.086667076,0.232,0.15242694,0.32041454,0.177272727,0.34,0,0.63068631,0.070588235,0.636231884
17.05,0.017746201,0.283196654,0.843097842,0.013641473,0.195358033,0.586166245,0.045010623,0.058585545,0.404933389,0.784431461,0.084982587,0.236,0.188221325,0.34749923,0.179545455,0.34,0,0.63068631,0.070588235,0.636231884
17,0.017746201,0.283196654,0.841462213,0.013544725,0.196125112,0.585425484,0.045113314,0.059199738,0.405148027,0.786130859,0.086996676,0.24,0.229522235,0.378073634,0.181818182,0.34,0,0.63068631,0.070588235,0.636231884
16.95,0.017746201,0.283196654,0.839816731,0.013447977,0.19739975,0.584037197,0.045216006,0.060141119,0.405201719,0.787872741,0.085312187,0.244,0.27226744,0.406582391,0.184090909,0.34,0,0.63068631,0.117647059,0.604347826
16.9,0.017746201,0.283196654,0.838171248,0.013351229,0.198674388,0.58264891,0.045318697,0.061082499,0.405255412,0.789572138,0.085474952,0.248,0.310904166,0.423489062,0.186363636,0.34,0,0.63068631,0.117647059,0.604347826
16.85,0.017746201,0.283196654,0.836525766,0.013254481,0.199949026,0.581260623,0.045421388,0.06202388,0.405309104,0.791271535,0.085637717,0.252,0.349540893,0.440395733,0.188636364,0.34,0,0.63068631,0.117647059,0.604347826
16.8,0.017746201,0.283196654,0.834880284,0.013157733,0.201223664,0.579872336,0.045524079,0.062965261,0.405362797,0.792970932,0.085800483,0.256,0.379232404,0.435622788,0.190909091,0.34,0,0.63068631,0.117647059,0.604347826
16.75,0.017746201,0.283196654,0.833234801,0.013060985,0.202498303,0.578484049,0.045626771,0.063906641,0.405416489,0.794627845,0.087810503,0.26,0.400696377,0.413576039,0.193181818,0.34,0,0.63068631,0.117647059,0.604347826
16.7,0.017746201,0.283196654,0.831589319,0.012964237,0.203772941,0.577095762,0.045729462,0.064848022,0.405470182,0.796284757,0.089816453,0.264,0.414612833,0.384052616,0.195454545,0.34,0,0.63068631,0.117647059,0.604347826
16.65,0.017746201,0.283196654,0.829943837,0.012867489,0.205047579,0.575707475,0.045832153,0.065789402,0.405523875,0.797899184,0.090896742,0.268,0.420622563,0.359809765,0.197727273,0.34,0,0.63068631,0.117647059,0.604347826
16.6,0.017746201,0.283196654,0.828298355,0.01277074,0.206322217,0.574319188,0.045934844,0.066730783,0.405577567,0.799513612,0.091977031,0.272,0.426632293,0.335566914,0.2,0.34,0,0.63068631,0.117647059,0.604347826
16.55,0.017746201,0.283196654,0.826652872,0.012673992,0.207596855,0.572930901,0.046037535,0.067672164,0.40563126,0.801085554,0.093974844,0.276,0.429497386,0.320173035,0.202272727,0.34,0,0.63068631,0.117647059,0.604347826
16.5,0.017746201,0.283196654,0.82500739,0.012577244,0.208871494,0.571542614,0.046140227,0.068613544,0.405684952,0.802615012,0.094121333,0.28,0.43067402,0.312881542,0.204545455,0.34,0,0.63068631,0.117647059,0.604347826
16.45,0.017746201,0.283196654,0.823361908,0.012480496,0.210146132,0.570154327,0.046242918,0.069554925,0.405738645,0.804101984,0.096111007,0.284,0.429591357,0.314470178,0.206818182,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.4,0.017746201,0.283196654,0.821716425,0.012383748,0.21142077,0.56876604,0.046345609,0.070496305,0.405792337,0.805503987,0.09717095,0.288,0.424761339,0.331903355,0.209090909,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.35,0.017746201,0.283196654,0.820070943,0.012287,0.212695408,0.567377753,0.0464483,0.071437686,0.40584603,0.80690599,0.098230893,0.292,0.41993132,0.349336532,0.211363636,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.3,0.017746201,0.283196654,0.818425461,0.012190252,0.213970046,0.565989466,0.046550992,0.072379067,0.405899723,0.808265507,0.098361106,0.296,0.410682776,0.375440962,0.213636364,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.25,0.017746201,0.283196654,0.816779978,0.012093504,0.215244685,0.564601179,0.046653683,0.073320447,0.405953415,0.809625025,0.096644063,0.3,0.397759596,0.402846498,0.215909091,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.2,0.017746201,0.283196654,0.815134496,0.011996756,0.216519323,0.563212892,0.046756374,0.074261828,0.406007108,0.811027028,0.096774276,0.304,0.381491162,0.426719819,0.218181818,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.15,0.017746201,0.283196654,0.813489014,0.011900008,0.217793961,0.561824605,0.046859065,0.075203208,0.4060608,0.812386546,0.09598086,0.308,0.362018049,0.430378623,0.220454545,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.1,0.017746201,0.283196654,0.811843531,0.01180326,0.219068599,0.560436318,0.046961756,0.076144589,0.406114493,0.813746064,0.095187445,0.312,0.342544935,0.434037426,0.222727273,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16.05,0.017746201,0.283196654,0.810198049,0.011706512,0.220343237,0.559048031,0.047064448,0.07708597,0.406168186,0.815105581,0.095317658,0.316,0.322744086,0.418513148,0.225,0.34,0.261904762,0.63068631,0.117647059,0.604347826
16,0.017746201,0.283196654,0.808552567,0.011609764,0.221617876,0.557659744,0.047167139,0.07802735,0.406221878,0.816422614,0.093596546,0.32,0.304524677,0.404905212,0.227272727,0.34,0.261904762,0.63068631,0.117647059,0.604347826
15.95,0.020348094,0.281137986,0.818124938,0.011513016,0.222528813,0.556804585,0.04726983,0.079105164,0.406097708,0.817739647,0.093722689,0.324,0.291142465,0.39862987,0.222727273,0.3395,0.261904762,0.63068631,0.447058824,0.547368421
15.9,0.022949987,0.279079319,0.82769731,0.011416268,0.223439751,0.555949426,0.047372521,0.080182977,0.405973539,0.81905668,0.093848832,0.328,0.277760252,0.392354529,0.218181818,0.339,0.261904762,0.63068631,0.447058824,0.547368421
15.85,0.025551881,0.277020651,0.837269682,0.01131952,0.224350688,0.555094267,0.047475212,0.081260791,0.405849369,0.820331228,0.095820196,0.332,0.271565399,0.387554374,0.213636364,0.3385,0.261904762,0.63068631,0.447058824,0.547368421
15.8,0.028153774,0.274961984,0.846842053,0.011222772,0.225261626,0.554239108,0.047577904,0.082338604,0.405725199,0.821605776,0.097791559,0.336,0.265370546,0.38275422,0.209090909,0.338,0.261904762,0.63068631,0.447058824,0.547368421
15.75,0.030755667,0.272903316,0.856414425,0.011126024,0.226172564,0.553383949,0.047680595,0.083416418,0.405601029,0.822837839,0.097909564,0.34,0.264014179,0.380498667,0.204545455,0.3375,0.261904762,0.63068631,0.447058824,0.547368421
15.7,0.03335756,0.270844649,0.865986797,0.011029276,0.227083501,0.55252879,0.047783286,0.084494231,0.40547686,0.824027417,0.100796416,0.344,0.265415996,0.383350711,0.2,0.337,0.261904762,0.63068631,0.447058824,0.547368421
15.65,0.035959454,0.268785982,0.875559168,0.010932528,0.227994439,0.551673631,0.047885977,0.085572045,0.40535269,0.825216995,0.103683268,0.348,0.266817813,0.386202754,0.195454545,0.3365,0.261904762,0.63068631,0.447058824,0.547368421
15.6,0.038561347,0.266727314,0.88513154,0.01083578,0.228905377,0.550818472,0.047988669,0.086649858,0.40522852,0.826321603,0.104712693,0.352,0.270786976,0.391597022,0.190909091,0.336,0.261904762,0.63068631,0.447058824,0.547368421
15.55,0.04116324,0.264668647,0.894703912,0.010739032,0.229816314,0.549963313,0.04809136,0.087727672,0.40510435,0.827426211,0.105742118,0.356,0.274756139,0.396991291,0.186363636,0.3355,0.261904762,0.63068631,0.447058824,0.547368421
15.5,0.043765134,0.262609979,0.904276283,0.010642284,0.230727252,0.549108154,0.048194051,0.088805485,0.40498018,0.82844585,0.107691101,0.36,0.280678817,0.401872061,0.181818182,0.335,0.261904762,0.63068631,0.447058824,0.547368421
15.45,0.046367027,0.260551312,0.913848655,0.010545536,0.231638189,0.548252995,0.048296742,0.089883299,0.404856011,0.829380518,0.108706283,0.364,0.286684984,0.407975063,0.177272727,0.3345,0.261904762,0.63068631,0.447058824,0.547368421
15.4,0.04896892,0.258492644,0.923421027,0.010448788,0.232549127,0.547397836,0.048399433,0.090961112,0.404731841,0.830315187,0.109721466,0.368,0.292691151,0.414078065,0.172727273,0.334,0.261904762,0.63068631,0.447058824,0.547368421
15.35,0.051570814,0.256433977,0.932993398,0.01035204,0.233460065,0.546542676,0.048502125,0.092038926,0.404607671,0.831164885,0.108877187,0.372,0.296793348,0.41719381,0.168181818,0.3335,0.261904762,0.63068631,0.447058824,0.547368421
15.3,0.054172707,0.254375309,0.94256577,0.010255292,0.234371002,0.545687517,0.048604816,0.093116739,0.404483501,0.832014584,0.108032908,0.376,0.300895545,0.420309556,0.163636364,0.333,0.261904762,0.63068631,0.447058824,0.547368421
15.25,0.0567746,0.252316642,0.952138142,0.010158544,0.23528194,0.544832358,0.048707507,0.094194553,0.404359332,0.832779313,0.106254828,0.38,0.303231836,0.419277634,0.159090909,0.3325,0.261904762,0.63068631,0.447058824,0.547368421
15.2,0.059376493,0.250257974,0.961710513,0.010061796,0.236192877,0.543977199,0.048810198,0.095272366,0.404235162,0.833459071,0.105396307,0.384,0.302137751,0.41730814,0.154545455,0.332,0.261904762,0.63068631,0.447058824,0.547368421
15.15,0.061978387,0.248199307,0.971282885,0.009965048,0.237103815,0.54312204,0.04891289,0.096350179,0.404110992,0.83413883,0.104537786,0.388,0.301043666,0.415338647,0.15,0.3315,0.261904762,0.63068631,0.447058824,0.547368421
15.1,0.06458028,0.24614064,0.980855257,0.009868299,0.238014753,0.542266881,0.049015581,0.097427993,0.403986822,0.834754862,0.101821837,0.392,0.296877628,0.411814996,0.145454545,0.331,0.261904762,0.63068631,0.447058824,0.547368421
15.05,0.067182173,0.244081972,0.990427628,0.009771551,0.23892569,0.541411722,0.049118272,0.098505806,0.403862653,0.835370893,0.099105889,0.396,0.292711589,0.408291345,0.140909091,0.3305,0.261904762,0.63068631,0.447058824,0.547368421
15,0.069784067,0.242023305,1,0.009674803,0.239836628,0.540556563,0.049220963,0.09958362,0.403738483,0.835880712,0.099158787,0.4,0.28502705,0.397584615,0.136363636,0.33,0.261904762,0.63068631,0.447058824,0.547368421
14.95,0.069784067,0.242023305,0.998329885,0.009578055,0.236137008,0.545974328,0.049323654,0.100482477,0.403391526,0.836390532,0.098281955,0.4,0.276306784,0.387403002,0.140909091,0.3305,0.261904762,0.63068631,0.870588235,0.69306698
14.9,0.069784067,0.242023305,0.996659769,0.009481307,0.232437387,0.551392093,0.049426346,0.101381334,0.40304457,0.836900351,0.097405123,0.4,0.267586517,0.377221389,0.145454545,0.331,0.261904762,0.63068631,0.870588235,0.69306698
14.85,0.069784067,0.242023305,0.994989654,0.009384559,0.228737767,0.556809857,0.049529037,0.102280192,0.402697613,0.837346443,0.097447849,0.4,0.258088946,0.365538263,0.15,0.3315,0.261904762,0.63068631,0.870588235,0.69306698
14.8,0.069784067,0.242023305,0.993319539,0.009287811,0.225038146,0.562227622,0.049631728,0.103179049,0.402350657,0.837792534,0.097490575,0.4,0.248591376,0.353855136,0.154545455,0.332,0.261904762,0.63068631,0.870588235,0.69306698
14.75,0.069784067,0.242023305,0.991649424,0.009191063,0.221338526,0.567645387,0.049734419,0.104077906,0.4020037,0.838217384,0.097531266,0.4,0.240751544,0.346892462,0.159090909,0.3325,0.261904762,0.63068631,0.870588235,0.69306698
14.7,0.069784067,0.242023305,0.989979308,0.009094315,0.217638906,0.573063152,0.04983711,0.104976763,0.401656744,0.838620991,0.09849355,0.4,0.233621648,0.342669977,0.163636364,0.333,0.261904762,0.63068631,0.870588235,0.69306698
14.65,0.069784067,0.242023305,0.988309193,0.008997567,0.213939285,0.578480916,0.049939802,0.10587562,0.401309787,0.839024597,0.099455834,0.4,0.226491752,0.338447491,0.168181818,0.3335,0.261904762,0.63068631,0.870588235,0.69306698
14.6,0.069784067,0.242023305,0.986639078,0.008900819,0.210239665,0.583898681,0.050042493,0.106774477,0.40096283,0.839385719,0.100416084,0.4,0.22020982,0.334731406,0.172727273,0.334,0.261904762,0.63068631,0.870588235,0.69306698
14.55,0.069784067,0.242023305,0.984968962,0.008804071,0.206540045,0.589316446,0.050145184,0.107673335,0.400615874,0.839746841,0.101376333,0.4,0.213927887,0.331015321,0.177272727,0.3345,0.261904762,0.63068631,0.870588235,0.69306698
14.5,0.069784067,0.242023305,0.983298847,0.008707323,0.202840424,0.59473421,0.050247875,0.108572192,0.400268917,0.840129206,0.101412955,0.4,0.20705558,0.330338417,0.181818182,0.335,0.261904762,0.63068631,0.870588235,0.69306698
14.45,0.069784067,0.242023305,0.981628732,0.008610575,0.199140804,0.600151975,0.050350567,0.109471049,0.399921961,0.840490327,0.103296832,0.4,0.195762747,0.324464933,0.186363636,0.3355,0.261904762,0.63068631,0.870588235,0.69306698
14.4,0.069784067,0.242023305,0.979958617,0.008513827,0.195441184,0.60556974,0.050453258,0.110369906,0.399575004,0.840851449,0.105180709,0.4,0.184469915,0.318591449,0.190909091,0.336,0.261904762,0.63068631,0.870588235,0.69306698
14.35,0.069784067,0.242023305,0.978288501,0.008417079,0.191741563,0.610987505,0.050555949,0.111268763,0.399228048,0.841233814,0.106140958,0.4,0.163577893,0.310942151,0.195454545,0.3365,0.261904762,0.63068631,0.870588235,0.69306698
14.3,0.069784067,0.242023305,0.976618386,0.008320331,0.188041943,0.616405269,0.05065864,0.112167621,0.398881091,0.841616178,0.107101208,0.4,0.142685871,0.303292854,0.2,0.337,0.261904762,0.63068631,0.870588235,0.69306698
14.25,0.069784067,0.242023305,0.974948271,0.008223583,0.184342323,0.621823034,0.050761331,0.113066478,0.398534135,0.841998543,0.108989154,0.4,0.116126916,0.292568778,0.204545455,0.3375,0.261904762,0.63068631,0.870588235,0.69306698
14.2,0.069784067,0.242023305,0.973278155,0.008126835,0.180642702,0.627240799,0.050864023,0.113965335,0.398187178,0.842402149,0.107178522,0.4,0.084965322,0.250532247,0.209090909,0.338,0.261904762,0.63068631,0.870588235,0.69306698
14.15,0.069784067,0.242023305,0.97160804,0.008030087,0.176943082,0.632658564,0.050966714,0.114864192,0.397840221,0.842805756,0.105367889,0.4,0.053803728,0.208495717,0.213636364,0.3385,0.261904762,0.63068631,0.870588235,0.69306698
14.1,0.069784067,0.242023305,0.969937925,0.007933339,0.173243462,0.638076328,0.051069405,0.115763049,0.397493265,0.843166878,0.104476815,0.4,0.038214517,0.169051065,0.218181818,0.339,0.261904762,0.63068631,0.870588235,0.69306698
14.05,0.069784067,0.242023305,0.96826781,0.007836591,0.169543841,0.643494093,0.051172096,0.116661907,0.397146308,0.843528,0.103585741,0.4,0.022625307,0.129606412,0.222727273,0.3395,0.261904762,0.63068631,0.870588235,0.69306698
14,0.069784067,0.242023305,0.966597694,0.007739843,0.165844221,0.648911858,0.051274788,0.117560764,0.396799352,0.843825395,0.10176697,0.4,0.019369465,0.120991052,0.227272727,0.34,0.261904762,0.63068631,0.870588235,0.69306698
13.95,0.069784067,0.242023305,0.964912799,0.007643095,0.164873767,0.650724935,0.051377479,0.118058506,0.396220149,0.844122789,0.099020503,0.4,0.024705006,0.138948782,0.227272727,0.338,0.261904762,0.63068631,0.905882353,0.686843591
13.9,0.069784067,0.242023305,0.963227904,0.007546347,0.163903313,0.652538012,0.05148017,0.118556247,0.395640946,0.844420184,0.096274036,0.4,0.030040547,0.156906513,0.227272727,0.336,0.261904762,0.63068631,0.905882353,0.686843591
13.85,0.069784067,0.242023305,0.961543009,0.007449599,0.162932859,0.654351089,0.051582861,0.119053989,0.395061743,0.844653851,0.094449161,0.4,0.055950432,0.212647187,0.227272727,0.334,0.261904762,0.63068631,0.905882353,0.686843591
13.8,0.069784067,0.242023305,0.959858114,0.007352851,0.161962406,0.656164167,0.051685552,0.119551731,0.39448254,0.844887518,0.092624287,0.4,0.081860316,0.268387861,0.227272727,0.332,0.261904762,0.63068631,0.905882353,0.686843591
13.75,0.069784067,0.242023305,0.958173219,0.007256103,0.160991952,0.657977244,0.051788244,0.120049473,0.393903337,0.845142427,0.090797378,0.4,0.11975153,0.298606549,0.227272727,0.33,0.261904762,0.63068631,0.905882353,0.686843591
13.7,0.069784067,0.242023305,0.956488324,0.007159355,0.160021498,0.659790321,0.051890935,0.120547214,0.393324134,0.845397337,0.090821793,0.4,0.159575279,0.318282358,0.227272727,0.328,0.261904762,0.63068631,0.905882353,0.686843591
13.65,0.069784067,0.242023305,0.954803429,0.007062606,0.159051044,0.661603398,0.051993626,0.121044956,0.392744931,0.845652247,0.090846207,0.4,0.199399029,0.337958166,0.227272727,0.326,0.261904762,0.63068631,0.905882353,0.686843591
13.6,0.069784067,0.242023305,0.953118534,0.006965858,0.15808059,0.663416476,0.052096317,0.121542698,0.392165729,0.845907156,0.091796284,0.4,0.224876717,0.357827876,0.227272727,0.324,0.261904762,0.63068631,0.905882353,0.686843591
13.55,0.069784067,0.242023305,0.951433639,0.00686911,0.157110136,0.665229553,0.052199008,0.12204044,0.391586526,0.846162066,0.092746361,0.4,0.250354405,0.377697586,0.227272727,0.322,0.261904762,0.63068631,0.905882353,0.686843591
13.5,0.069784067,0.242023305,0.949748744,0.006772362,0.156139683,0.66704263,0.0523017,0.122538181,0.391007323,0.84645946,0.090923521,0.4,0.249215775,0.375908068,0.227272727,0.32,0.261904762,0.63068631,0.905882353,0.686843591
13.45,0.069784067,0.242023305,0.948063849,0.006675614,0.155169229,0.668855707,0.052404391,0.123035923,0.39042812,0.84679934,0.091879701,0.4,0.239050549,0.367075558,0.227272727,0.318,0.261904762,0.63068631,0.905882353,0.686843591
13.4,0.069784067,0.242023305,0.946378954,0.006578866,0.154198775,0.670668784,0.052507082,0.123533665,0.389848917,0.847139219,0.092835882,0.4,0.228885323,0.358243049,0.227272727,0.316,0.261904762,0.63068631,0.905882353,0.686843591
13.35,0.069784067,0.242023305,0.944694059,0.006482118,0.153228321,0.672481862,0.052609773,0.124031407,0.389269714,0.847457856,0.091942773,0.4,0.218630653,0.358714644,0.227272727,0.314,0.261904762,0.63068631,0.905882353,0.686843591
13.3,0.069784067,0.242023305,0.943009163,0.00638537,0.152257867,0.674294939,0.052712465,0.124529149,0.388690511,0.847776493,0.091049664,0.4,0.208375982,0.359186239,0.227272727,0.312,0.261904762,0.63068631,0.905882353,0.686843591
13.25,0.069784067,0.242023305,0.941324268,0.006288622,0.151287413,0.676108016,0.052815156,0.12502689,0.388111308,0.848116373,0.091082217,0.4,0.199010965,0.359563034,0.227272727,0.31,0.261904762,0.63068631,0.905882353,0.686843591
13.2,0.069784067,0.242023305,0.939639373,0.006191874,0.15031696,0.677921093,0.052917847,0.125524632,0.387532105,0.84843501,0.089263446,0.4,0.191514824,0.3544781,0.227272727,0.308,0.261904762,0.63068631,0.905882353,0.686843591
13.15,0.069784067,0.242023305,0.937954478,0.006095126,0.149346506,0.679734171,0.053020538,0.126022374,0.386952902,0.848753646,0.087444676,0.4,0.184018682,0.349393166,0.227272727,0.306,0.261904762,0.63068631,0.905882353,0.686843591
13.1,0.069784067,0.242023305,0.936269583,0.005998378,0.148376052,0.681547248,0.053123229,0.126520116,0.386373699,0.849072283,0.087475194,0.4,0.176240665,0.336967013,0.227272727,0.304,0.261904762,0.63068631,0.905882353,0.686843591
13.05,0.069784067,0.242023305,0.934584688,0.00590163,0.147405598,0.683360325,0.053225921,0.127017857,0.385794497,0.84939092,0.087505713,0.4,0.168462647,0.32454086,0.227272727,0.302,0.261904762,0.63068631,0.905882353,0.686843591
13,0.069784067,0.242023305,0.932899793,0.005804882,0.146435144,0.685173402,0.053328612,0.127515599,0.385215294,0.849688315,0.085686942,0.4,0.160726184,0.311325432,0.227272727,0.3,0.261904762,0.63068631,0.905882353,0.686843591
12.95,0.069784067,0.242023305,0.931200118,0.005708134,0.146015088,0.686195108,0.053431303,0.127685286,0.384455657,0.850028194,0.086643122,0.4,0.153233614,0.298969208,0.234090909,0.302,0.261904762,0.63068631,1,0.601636829
12.9,0.069784067,0.242023305,0.929500443,0.005611386,0.145595032,0.687216814,0.053533994,0.127854973,0.38369602,0.850368074,0.087599303,0.4,0.145741043,0.286612983,0.240909091,0.304,0.261904762,0.63068631,1,0.601636829
12.85,0.069784067,0.242023305,0.927800769,0.005514638,0.145174976,0.68823852,0.053636686,0.12802466,0.382936383,0.850707953,0.088557518,0.4,0.147353682,0.257883584,0.247727273,0.306,0.261904762,0.63068631,1,0.601636829
12.8,0.069784067,0.242023305,0.926101094,0.00541789,0.14475492,0.689260226,0.053739377,0.128194346,0.382176746,0.851047833,0.089515733,0.4,0.148966322,0.229154185,0.254545455,0.308,0.261904762,0.63068631,1,0.601636829
12.75,0.069784067,0.242023305,0.924401419,0.005321142,0.144334864,0.690281932,0.053842068,0.128364033,0.38141711,0.851430197,0.089548286,0.4,0.168166685,0.199029202,0.261363636,0.31,0.270562771,0.634382609,1,0.601636829
12.7,0.069784067,0.242023305,0.922701744,0.005224394,0.143914808,0.691303638,0.053944759,0.12853372,0.380657473,0.851791319,0.090508535,0.4,0.162520222,0.185178199,0.268181818,0.312,0.270562771,0.634382609,1,0.601636829
12.65,0.069784067,0.242023305,0.921002069,0.005127646,0.143494751,0.692325345,0.05404745,0.128703407,0.379897836,0.852152441,0.091468785,0.4,0.156873759,0.171327195,0.275,0.314,0.279220779,0.634428716,1,0.601636829
12.6,0.069784067,0.242023305,0.919302394,0.005030898,0.143074695,0.693347051,0.054150142,0.128873094,0.379138199,0.852534805,0.089656118,0.4,0.137011721,0.174876225,0.281818182,0.316,0.279220779,0.634428716,1,0.601636829
12.55,0.069784067,0.242023305,0.917602719,0.00493415,0.142654639,0.694368757,0.054252833,0.12904278,0.378378562,0.85291717,0.087843451,0.4,0.117149683,0.178425256,0.288636364,0.318,0.279220779,0.634428716,1,0.601636829
12.5,0.069784067,0.242023305,0.915903045,0.004837402,0.142234583,0.695390463,0.054355524,0.129212467,0.377618925,0.853299534,0.087880073,0.4,0.116492467,0.19631336,0.295454545,0.32,0.279220779,0.634428716,1,0.601636829
12.45,0.069784067,0.242023305,0.91420337,0.004740654,0.141814527,0.696412169,0.054458215,0.129382154,0.376859289,0.853681898,0.086993068,0.4,0.121271521,0.228922563,0.302272727,0.322,0.279220779,0.634428716,1,0.601636829
12.4,0.069784067,0.242023305,0.912503695,0.004643906,0.141394471,0.697433875,0.054560907,0.129551841,0.376099652,0.854064263,0.086106063,0.4,0.126050576,0.261531766,0.309090909,0.324,0.279220779,0.634428716,1,0.601636829
12.35,0.069784067,0.242023305,0.91080402,0.004547158,0.140974415,0.698455581,0.054663598,0.129721528,0.375340015,0.85446787,0.087068347,0.4,0.138487435,0.300466392,0.315909091,0.326,0.279220779,0.634428716,1,0.601636829
12.3,0.069784067,0.242023305,0.909104345,0.00445041,0.140554359,0.699477287,0.054766289,0.129891215,0.374580378,0.854871477,0.088030631,0.4,0.150924294,0.339401017,0.322727273,0.328,0.279220779,0.634428716,1,0.601636829
12.25,0.069784067,0.242023305,0.90740467,0.004353662,0.140134303,0.700498993,0.05486898,0.130060901,0.373820741,0.855296326,0.089918577,0.4,0.164877138,0.367901236,0.329545455,0.33,0.279220779,0.634428716,1,0.601636829
12.2,0.069784067,0.242023305,0.905704996,0.004256913,0.139714246,0.701520699,0.054971671,0.130230588,0.373061104,0.855699933,0.090882895,0.4,0.176776218,0.390672018,0.336363636,0.332,0.279220779,0.634428716,1,0.601636829
12.15,0.069784067,0.242023305,0.904005321,0.004160165,0.13929419,0.702542405,0.055074363,0.130400275,0.372301468,0.85610354,0.091847214,0.4,0.188675298,0.4134428,0.343181818,0.334,0.279220779,0.634428716,1,0.601636829
12.1,0.069784067,0.242023305,0.902305646,0.004063417,0.138874134,0.703564111,0.055177054,0.130569962,0.371541831,0.856528389,0.093737195,0.4,0.197609473,0.436541418,0.35,0.336,0.279220779,0.634428716,1,0.601636829
12.05,0.069784067,0.242023305,0.900605971,0.003966669,0.138454078,0.704585817,0.055279745,0.130739649,0.370782194,0.856953238,0.095627175,0.4,0.206543648,0.459640035,0.356818182,0.338,0.279220779,0.634428716,1,0.601636829
12,0.069784067,0.242023305,0.898906296,0.003869921,0.138034022,0.705607523,0.055382436,0.130909335,0.370022557,0.857378087,0.097515121,0.4,0.21328198,0.478352848,0.363636364,0.34,0.279220779,0.634428716,1,0.601636829
11.95,0.067500478,0.233162762,0.896063652,0.003773173,0.137621255,0.706625986,0.055485127,0.130854828,0.369173165,0.857802937,0.099405102,0.4,0.218582392,0.491758484,0.356818182,0.342,0.283549784,0.632044474,0.952941176,0.592699946
11.9,0.065216889,0.22430222,0.893221007,0.003676425,0.137208488,0.707644449,0.055587819,0.13080032,0.368323773,0.858227786,0.101295082,0.4,0.223882803,0.50516412,0.35,0.344,0.283549784,0.632044474,0.952941176,0.592699946
11.85,0.0629333,0.215441678,0.890378362,0.003579677,0.136795721,0.708662911,0.05569051,0.130745813,0.367474382,0.858652635,0.102261435,0.4,0.228639017,0.517260117,0.343181818,0.346,0.283549784,0.632044474,0.952941176,0.592699946
11.8,0.060649712,0.206581136,0.887535718,0.003482929,0.136382954,0.709681374,0.055793201,0.130691305,0.36662499,0.859077485,0.103227789,0.4,0.233395231,0.529356115,0.336363636,0.348,0.283549784,0.632044474,0.952941176,0.592699946
11.75,0.058366123,0.197720594,0.884693073,0.003386181,0.135970187,0.710699837,0.055895892,0.130636797,0.365775598,0.859544819,0.101421225,0.4,0.23665671,0.543664616,0.329545455,0.35,0.283549784,0.632044474,0.952941176,0.592699946
11.7,0.056082534,0.188860052,0.881850429,0.003289433,0.13555742,0.7117183,0.055998584,0.13058229,0.364926206,0.859969668,0.101463951,0.4,0.239152047,0.546948999,0.322727273,0.352,0.283549784,0.632044474,0.952941176,0.592699946
11.65,0.053798945,0.179999509,0.879007784,0.003192685,0.135144653,0.712736762,0.056101275,0.130527782,0.364076814,0.860394518,0.101506677,0.4,0.241647384,0.550233383,0.315909091,0.354,0.283549784,0.632044474,0.952941176,0.592699946
11.6,0.051515357,0.171138967,0.876165139,0.003095937,0.134731886,0.713755225,0.056203966,0.130473275,0.363227422,0.860861852,0.101549403,0.4,0.24505549,0.557960532,0.309090909,0.356,0.283549784,0.632044474,0.952941176,0.592699946
11.55,0.049231768,0.162278425,0.873322495,0.002999189,0.134319119,0.714773688,0.056306657,0.130418767,0.36237803,0.861329186,0.101592129,0.4,0.248463597,0.565687681,0.302272727,0.358,0.283549784,0.632044474,0.952941176,0.592699946
11.5,0.046948179,0.153417883,0.87047985,0.002902441,0.133906353,0.715792151,0.056409348,0.130364259,0.361528639,0.861754035,0.101636889,0.4,0.252323838,0.577452277,0.295454545,0.36,0.283549784,0.632044474,0.952941176,0.592699946
