Age,BIO_ExtinctionIntensity (%),BIO_OriginationIntensity(%),BIO_Difference_Cubic,SEA_Modern land sea level,TEM_GAT,TEM_dT,CO2_pCO2 (ppm),O2_Mid O2%,O2_Range_Normalized,SR_Mean,SR_Range_Normalized,LIP_LIP_PDF,MAG_INT_mean,MAG_INT_std,MAG_POL_FREQUENCY,MAG_POL_FREQUENCY.3,ZIR_Count_PDF_d18O,ZIR_Interpolated_mean_d18O,ZIR_Count_PDF_Hf,ZIR_Interpolated_mean_Hf
23.05,0.011038009,0.214145563,0.772228791,0.014239028,0.168894259,0.590290715,0.033983711,0.026522313,0.348774921,0.608501363,0.077380789,0.366,0.234641876,0.284930672,0.184090909,0.2385,0.12987013,0.797916667,0.011764706,0.808695652
23,0.011131201,0.206236873,0.779781259,0.014322808,0.164847407,0.595995068,0.034065156,0.027092112,0.349352542,0.609733426,0.079346048,0.36,0.231803259,0.278974063,0.181818182,0.24,0.12987013,0.797916667,0.011764706,0.808695652
22.95,0.011131201,0.206236873,0.778209676,0.014406588,0.169660163,0.589801487,0.034146601,0.027729223,0.349954787,0.610951327,0.078846945,0.354,0.229135465,0.274439158,0.181818182,0.2415,0.0995671,0.846904537,0,0.704347826
22.9,0.011131201,0.206236873,0.776638092,0.014490368,0.174472919,0.583607905,0.034228045,0.028366333,0.350557032,0.612169229,0.078347842,0.348,0.22646767,0.269904252,0.181818182,0.243,0.0995671,0.846904537,0,0.704347826
22.85,0.011131201,0.206236873,0.775066509,0.014574148,0.179285675,0.577414324,0.03430949,0.029003444,0.351159276,0.61338713,0.077848739,0.342,0.223799876,0.265369347,0.181818182,0.2445,0.0995671,0.846904537,0,0.704347826
22.8,0.011131201,0.206236873,0.773494926,0.014657928,0.18409843,0.571220743,0.034390935,0.029640555,0.351761521,0.614619193,0.077966744,0.336,0.221509956,0.262951374,0.181818182,0.246,0.0995671,0.846904537,0,0.704347826
22.75,0.011131201,0.206236873,0.771923342,0.014741708,0.188911186,0.565027162,0.03447238,0.030277665,0.352363766,0.615851256,0.078084749,0.33,0.219298707,0.261617736,0.181818182,0.2475,0.0995671,0.846904537,0,0.704347826
22.7,0.011131201,0.206236873,0.770351759,0.014825488,0.193723942,0.558833581,0.034553824,0.030914776,0.35296601,0.617097481,0.079435613,0.324,0.21748664,0.261628374,0.181818182,0.249,0.0995671,0.846904537,0,0.704347826
22.65,0.011131201,0.206236873,0.768780175,0.014909268,0.198536698,0.55264,0.034635269,0.031551887,0.353568255,0.618343705,0.080786477,0.318,0.215674574,0.261639011,0.181818182,0.2505,0.0995671,0.846904537,0,0.704347826
22.6,0.011131201,0.206236873,0.767208592,0.014993048,0.203349454,0.546446419,0.034716714,0.032188997,0.354170499,0.61958993,0.082137341,0.312,0.213862507,0.261649649,0.181818182,0.252,0.0995671,0.846904537,0,0.704347826
22.55,0.011131201,0.206236873,0.765637009,0.015076828,0.20816221,0.540252837,0.034798159,0.032826108,0.354772744,0.620821993,0.082255346,0.306,0.212768869,0.262315641,0.181818182,0.2535,0.0995671,0.846904537,0,0.704347826
22.5,0.011131201,0.206236873,0.764065425,0.015160608,0.212974966,0.534059256,0.034879603,0.033463219,0.355374989,0.622054056,0.084224675,0.3,0.21191204,0.265630332,0.181818182,0.255,0.0995671,0.846904537,0,0.704347826
22.45,0.011131201,0.206236873,0.762493842,0.015244388,0.217787721,0.527865675,0.034961048,0.034100329,0.355977233,0.623314442,0.085578252,0.294,0.211552125,0.269177656,0.181818182,0.2565,0.0995671,0.846904537,0,0.704347826
22.4,0.011131201,0.206236873,0.760922258,0.015328168,0.222600477,0.521672094,0.035042493,0.03473744,0.356579478,0.624574829,0.086931829,0.288,0.211192211,0.272724979,0.181818182,0.258,0.0995671,0.846904537,0,0.704347826
22.35,0.011131201,0.206236873,0.759350675,0.015411948,0.227413233,0.515478513,0.035123938,0.03537455,0.357181722,0.625835215,0.088285406,0.282,0.210832296,0.276272303,0.181818182,0.2595,0.0995671,0.846904537,0,0.704347826
22.3,0.011131201,0.206236873,0.757779092,0.015495728,0.232225989,0.509284932,0.035205382,0.036011661,0.357783967,0.627109763,0.092106059,0.276,0.211101597,0.280221851,0.181818182,0.261,0.0995671,0.846904537,0,0.704347826
22.25,0.011131201,0.206236873,0.756207508,0.015579508,0.237038745,0.503091351,0.035286827,0.036648772,0.358386212,0.628384311,0.094075387,0.27,0.211590012,0.28525551,0.181818182,0.2625,0.0995671,0.846904537,0,0.704347826
22.2,0.011131201,0.206236873,0.754635925,0.015663288,0.241851501,0.496897769,0.035368272,0.037285882,0.358988456,0.629658859,0.095431677,0.264,0.212288074,0.287141197,0.181818182,0.264,0.0995671,0.846904537,0,0.704347826
22.15,0.011131201,0.206236873,0.753064341,0.015747068,0.246664257,0.490704188,0.035449717,0.037922993,0.359590701,0.630933406,0.096787967,0.258,0.212986135,0.289026883,0.181818182,0.2655,0.0995671,0.846904537,0,0.704347826
22.1,0.011131201,0.206236873,0.751492758,0.015830848,0.251477012,0.484510607,0.035531161,0.038560104,0.360192946,0.632207954,0.098144257,0.252,0.213684197,0.29091257,0.181818182,0.267,0.0995671,0.846904537,0,0.704347826
22.05,0.011131201,0.206236873,0.749921174,0.015914628,0.256289768,0.478317026,0.035612606,0.039197214,0.36079519,0.633482502,0.098266331,0.246,0.214908247,0.295336727,0.181818182,0.2685,0.0995671,0.846904537,0,0.704347826
22,0.011131201,0.206236873,0.748349591,0.015998408,0.261102524,0.472123445,0.035694051,0.039834325,0.361397435,0.634799535,0.100239728,0.24,0.216157509,0.300841185,0.181818182,0.27,0.0995671,0.846904537,0,0.704347826
21.95,0.011131201,0.206236873,0.746763228,0.016082188,0.257065,0.477677008,0.035775496,0.040125231,0.361991916,0.636102406,0.100981623,0.234,0.216936484,0.304994859,0.193181818,0.2725,0.095238095,0.846417984,0.011764706,0.704347826
21.9,0.011131201,0.206236873,0.745176865,0.016165968,0.253027477,0.483230572,0.035856941,0.040416138,0.362586396,0.637405278,0.101723518,0.228,0.217715458,0.309148534,0.204545455,0.275,0.095238095,0.846417984,0.011764706,0.704347826
21.85,0.011131201,0.206236873,0.743590502,0.016249748,0.248989953,0.488784135,0.035938385,0.040707044,0.363180877,0.638708149,0.102465412,0.222,0.218494433,0.313302208,0.215909091,0.2775,0.095238095,0.846417984,0.011764706,0.704347826
21.8,0.011131201,0.206236873,0.742004138,0.016333528,0.244952429,0.494337698,0.03601983,0.040997951,0.363775358,0.640025182,0.102591556,0.216,0.218595824,0.318236783,0.227272727,0.28,0.095238095,0.846417984,0.011764706,0.704347826
21.75,0.011131201,0.206236873,0.740417775,0.016417308,0.240914905,0.499891262,0.036101275,0.041288857,0.364369838,0.641342215,0.102717699,0.21,0.218116684,0.32033694,0.238636364,0.2825,0.095238095,0.846417984,0.011764706,0.704347826
21.7,0.011131201,0.206236873,0.738831412,0.016501088,0.236877382,0.505444825,0.03618272,0.041579763,0.364964319,0.642673409,0.10222809,0.204,0.216909592,0.321278817,0.25,0.285,0.095238095,0.846417984,0.011764706,0.704347826
21.65,0.011131201,0.206236873,0.737245049,0.016584868,0.232839858,0.510998389,0.036264164,0.04187067,0.3655588,0.644004604,0.101738482,0.198,0.215702499,0.322220694,0.261363636,0.2875,0.095238095,0.846417984,0.011764706,0.704347826
21.6,0.011131201,0.206236873,0.735658686,0.016668648,0.228802334,0.516551952,0.036345609,0.042161576,0.366153281,0.645335798,0.101248873,0.192,0.214495407,0.323162572,0.272727273,0.29,0.095238095,0.846417984,0.011764706,0.704347826
21.55,0.011131201,0.206236873,0.734072322,0.016752427,0.22476481,0.522105515,0.036427054,0.042452483,0.366747761,0.646695316,0.099527762,0.186,0.212338919,0.323729932,0.284090909,0.2925,0.095238095,0.846417984,0.011764706,0.704347826
21.5,0.011131201,0.206236873,0.732485959,0.016836207,0.220727287,0.527659079,0.036508499,0.042743389,0.367342242,0.648012349,0.09780665,0.18,0.210022083,0.325653073,0.295454545,0.295,0.095238095,0.846417984,0.011764706,0.704347826
21.45,0.011131201,0.206236873,0.730899596,0.016919987,0.216689763,0.533212642,0.036589943,0.043034295,0.367936723,0.649371866,0.096704003,0.174,0.206726813,0.327471561,0.306818182,0.2975,0.095238095,0.846417984,0.011764706,0.704347826
21.4,0.011131201,0.206236873,0.729313233,0.017003767,0.212652239,0.538766206,0.036671388,0.043325202,0.368531204,0.650731384,0.095601356,0.168,0.203431544,0.329290049,0.318181818,0.3,0.095238095,0.846417984,0.011764706,0.704347826
21.35,0.011131201,0.206236873,0.72772687,0.017087547,0.208614716,0.544319769,0.036752833,0.043616108,0.369125684,0.652090902,0.094498709,0.162,0.200136275,0.331108537,0.329545455,0.3025,0.095238095,0.846417984,0.011764706,0.704347826
21.3,0.011131201,0.206236873,0.726140506,0.017171327,0.204577192,0.549873332,0.036834278,0.043907015,0.369720165,0.65345042,0.092777597,0.156,0.195785647,0.332118919,0.340909091,0.305,0.095238095,0.846417984,0.011764706,0.704347826
21.25,0.011131201,0.206236873,0.724554143,0.017255107,0.200539668,0.555426896,0.036915722,0.044197921,0.370314646,0.654809938,0.091060555,0.15,0.190961769,0.334697188,0.352272727,0.3075,0.095238095,0.846417984,0.011764706,0.704347826
21.2,0.011131201,0.206236873,0.72296778,0.017338887,0.196502144,0.560980459,0.036997167,0.044488828,0.370909127,0.656183617,0.089959264,0.144,0.185086259,0.333801016,0.363636364,0.31,0.095238095,0.846417984,0.011764706,0.704347826
21.15,0.011131201,0.206236873,0.721381417,0.017422667,0.192464621,0.566534022,0.037078612,0.044779734,0.371503607,0.657557296,0.088857973,0.138,0.179210748,0.332904845,0.375,0.3125,0.095238095,0.846417984,0.011764706,0.704347826
21.1,0.011131201,0.206236873,0.719795054,0.017506447,0.188427097,0.572087586,0.037160057,0.04507064,0.372098088,0.658930976,0.087756682,0.132,0.173335238,0.332008673,0.386363636,0.315,0.095238095,0.846417984,0.011764706,0.704347826
21.05,0.011131201,0.206236873,0.718208691,0.017590227,0.184389573,0.577641149,0.037241501,0.045361547,0.372692569,0.660332979,0.08603964,0.126,0.167002001,0.327036201,0.397727273,0.3175,0.095238095,0.846417984,0.011764706,0.704347826
21,0.011131201,0.206236873,0.716622327,0.017674007,0.180352049,0.583194713,0.037322946,0.045652453,0.373287049,0.661692496,0.086173921,0.12,0.160682429,0.322886562,0.409090909,0.32,0.095238095,0.846417984,0.011764706,0.704347826
20.95,0.011461951,0.210084862,0.727731796,0.017757787,0.180273979,0.58353702,0.037404391,0.045667953,0.37383809,0.663094499,0.085691095,0.114,0.15535276,0.318209909,0.397727273,0.3205,0.004329004,0.902173913,0.011764706,0.704347826
20.9,0.011792701,0.213932851,0.738841265,0.017841567,0.180195908,0.583879327,0.037485836,0.045683452,0.374389131,0.664496502,0.085208268,0.108,0.15002309,0.313533257,0.386363636,0.321,0.004329004,0.902173913,0.011764706,0.704347826
20.85,0.012123451,0.21778084,0.749950734,0.017925347,0.180117837,0.584221635,0.03756728,0.045698952,0.374940171,0.665898504,0.084725442,0.102,0.144693421,0.308856604,0.375,0.3215,0.004329004,0.902173913,0.011764706,0.704347826
20.8,0.012454201,0.221628829,0.761060203,0.018009127,0.180039766,0.584563942,0.037648725,0.045714451,0.375491212,0.667300507,0.083008399,0.096,0.140730391,0.303587034,0.363636364,0.322,0.004329004,0.902173913,0.011764706,0.704347826
20.75,0.012784951,0.225476818,0.772169672,0.018092907,0.179961696,0.584906249,0.03773017,0.045729951,0.376042252,0.66870251,0.081295426,0.09,0.137741159,0.301643318,0.352272727,0.3225,0.004329004,0.902173913,0.011764706,0.704347826
20.7,0.013115701,0.229324807,0.783279141,0.018176687,0.179883625,0.585248557,0.037811615,0.04574545,0.376593293,0.670118674,0.081431064,0.084,0.136703985,0.300980867,0.340909091,0.323,0.004329004,0.902173913,0.011764706,0.704347826
20.65,0.013446451,0.233172796,0.79438861,0.018260467,0.179805554,0.585590864,0.037893059,0.04576095,0.377144334,0.671534839,0.081566702,0.078,0.135666811,0.300318417,0.329545455,0.3235,0.004329004,0.902173913,0.011764706,0.704347826
20.6,0.013777201,0.237020785,0.805498079,0.018344247,0.179727484,0.585933171,0.037974504,0.04577645,0.377695374,0.672951003,0.081702339,0.072,0.134629638,0.299655966,0.318181818,0.324,0.004329004,0.902173913,0.011764706,0.704347826
20.55,0.014107951,0.240868774,0.816607548,0.018428027,0.179649413,0.586275479,0.038055949,0.045791949,0.378246415,0.674395491,0.083687944,0.066,0.135180183,0.30007749,0.306818182,0.3245,0.004329004,0.902173913,0.011764706,0.704347826
20.5,0.014438701,0.244716763,0.827717016,0.018511807,0.179571342,0.586617786,0.038137394,0.045807449,0.378797455,0.675797493,0.083826295,0.06,0.136563281,0.303507043,0.295454545,0.325,0.004329004,0.902173913,0.011764706,0.704347826
20.45,0.014769451,0.248564752,0.838826485,0.018595587,0.179493271,0.586960093,0.038218839,0.045822948,0.379348496,0.677241981,0.084580397,0.054,0.138435233,0.307834479,0.284090909,0.3255,0.004329004,0.902173913,0.011764706,0.704347826
20.4,0.015100201,0.252412741,0.849935954,0.018679367,0.179415201,0.587302401,0.038300283,0.045838448,0.379899537,0.678686469,0.085334499,0.048,0.140307185,0.312161915,0.272727273,0.326,0.004329004,0.902173913,0.011764706,0.704347826
20.35,0.015430951,0.25626073,0.861045423,0.018763147,0.17933713,0.587644708,0.038381728,0.045853947,0.380450577,0.680130956,0.086088601,0.042,0.142179137,0.316489352,0.261363636,0.3265,0.004329004,0.902173913,0.011764706,0.704347826
20.3,0.015761701,0.260108719,0.872154892,0.018846927,0.179259059,0.587987015,0.038463173,0.045869447,0.381001618,0.681575444,0.086226952,0.036,0.143938572,0.321531055,0.25,0.327,0.004329004,0.902173913,0.011764706,0.704347826
20.25,0.016092451,0.263956708,0.883264361,0.018930707,0.179180988,0.588329323,0.038544618,0.045884946,0.381552658,0.683019932,0.088216626,0.03,0.145664355,0.327812055,0.238636364,0.3275,0.004329004,0.902173913,0.011764706,0.704347826
20.2,0.016423201,0.267804697,0.89437383,0.019014487,0.179102918,0.58867163,0.038626062,0.045900446,0.382103699,0.684478581,0.088972084,0.024,0.146422398,0.329661963,0.227272727,0.328,0.004329004,0.902173913,0.011764706,0.704347826
20.15,0.016753951,0.271652687,0.905483299,0.019098267,0.179024847,0.589013937,0.038707507,0.045915946,0.38265474,0.68593723,0.089727543,0.018,0.147180441,0.331511872,0.215909091,0.3285,0.004329004,0.902173913,0.011764706,0.704347826
20.1,0.017084701,0.275500676,0.916592768,0.019182047,0.178946776,0.589356245,0.038788952,0.045931445,0.38320578,0.687395879,0.090483001,0.012,0.147938484,0.33336178,0.204545455,0.329,0.004329004,0.902173913,0.011764706,0.704347826
20.05,0.017415451,0.279348665,0.927702237,0.019265827,0.178868706,0.589698552,0.038870397,0.045946945,0.383756821,0.688882852,0.092472676,0.006,0.147966745,0.333191351,0.193181818,0.3295,0.004329004,0.902173913,0.011764706,0.704347826
20,0.017746201,0.283196654,0.938811706,0.019349607,0.178790635,0.590040859,0.038951841,0.045962444,0.384307861,0.69032734,0.092615095,0,0.147820791,0.331511516,0.181818182,0.33,0.004329004,0.902173913,0.011764706,0.704347826
19.95,0.017746201,0.283196654,0.937205636,0.019252859,0.17904095,0.590014225,0.039054533,0.045870184,0.384778692,0.691814312,0.093373266,0.004,0.147226224,0.331621108,0.175,0.3295,0,0.63068631,0.035294118,0.631884058
19.9,0.017746201,0.283196654,0.935599566,0.019156111,0.179291266,0.58998759,0.039157224,0.045777924,0.385249523,0.693301285,0.094131438,0.008,0.146631657,0.331730701,0.168181818,0.329,0,0.63068631,0.035294118,0.631884058
19.85,0.017746201,0.283196654,0.933993497,0.019059363,0.179541581,0.589960955,0.039259915,0.045685664,0.385720354,0.694788257,0.094889609,0.012,0.146037091,0.331840293,0.161363636,0.3285,0,0.63068631,0.035294118,0.631884058
19.8,0.017746201,0.283196654,0.932387427,0.018962615,0.179791896,0.58993432,0.039362606,0.045593404,0.386191185,0.69627523,0.096879283,0.016,0.14482438,0.330777559,0.154545455,0.328,0,0.63068631,0.035294118,0.631884058
19.75,0.017746201,0.283196654,0.930781358,0.018865867,0.180042212,0.589907685,0.039465297,0.045501145,0.386662016,0.697762203,0.097021703,0.02,0.143786237,0.330361893,0.147727273,0.3275,0,0.63068631,0.035294118,0.631884058
19.7,0.017746201,0.283196654,0.929175288,0.018769119,0.180292527,0.589881051,0.039567989,0.045408885,0.387132847,0.699263337,0.097165479,0.024,0.142752108,0.32943819,0.140909091,0.327,0,0.63068631,0.035294118,0.631884058
19.65,0.017746201,0.283196654,0.927569219,0.018672371,0.180542843,0.589854416,0.03967068,0.045316625,0.387603678,0.700764471,0.097309255,0.028,0.141717979,0.328514488,0.134090909,0.3265,0,0.63068631,0.035294118,0.631884058
19.6,0.017746201,0.283196654,0.925963149,0.018575623,0.180793158,0.589827781,0.039773371,0.045224365,0.388074508,0.702265605,0.097453031,0.032,0.14068385,0.327590786,0.127272727,0.326,0,0.63068631,0.035294118,0.631884058
19.55,0.017746201,0.283196654,0.92435708,0.018478875,0.181043473,0.589801146,0.039876062,0.045132105,0.388545339,0.703752578,0.095748196,0.036,0.139844055,0.32922946,0.120454545,0.3255,0,0.63068631,0.035294118,0.631884058
19.5,0.017746201,0.283196654,0.92275101,0.018382126,0.181293789,0.589774512,0.039978754,0.045039845,0.38901617,0.705282035,0.095894685,0.04,0.13889918,0.328944985,0.113636364,0.325,0,0.63068631,0.035294118,0.631884058
19.45,0.017746201,0.283196654,0.92114494,0.018285378,0.181544104,0.589747877,0.040081445,0.044947585,0.389487001,0.706797331,0.094806957,0.044,0.137706955,0.328142263,0.106818182,0.3245,0,0.63068631,0.035294118,0.631884058
19.4,0.017746201,0.283196654,0.919538871,0.01818863,0.18179442,0.589721242,0.040184136,0.044855325,0.389957832,0.708312627,0.09371923,0.048,0.136514731,0.32733954,0.1,0.324,0,0.63068631,0.035294118,0.631884058
19.35,0.017746201,0.283196654,0.917932801,0.018091882,0.182044735,0.589694607,0.040286827,0.044763065,0.390428663,0.709827923,0.092631503,0.052,0.135322507,0.326536818,0.093181818,0.3235,0,0.63068631,0.035294118,0.631884058
19.3,0.017746201,0.283196654,0.916326732,0.017995134,0.18229505,0.589667973,0.040389518,0.044670805,0.390899494,0.71135738,0.090930737,0.056,0.134314974,0.325843618,0.086363636,0.323,0,0.63068631,0.035294118,0.631884058
19.25,0.017746201,0.283196654,0.914720662,0.017898386,0.182545366,0.589641338,0.04049221,0.044578545,0.391370325,0.712929323,0.087378648,0.06,0.133199598,0.324533465,0.079545455,0.3225,0,0.63068631,0.035294118,0.631884058
19.2,0.017746201,0.283196654,0.913114593,0.017801638,0.182795681,0.589614703,0.040594901,0.044486285,0.391841156,0.714472942,0.086910741,0.064,0.131955891,0.323602293,0.072727273,0.322,0,0.63068631,0.035294118,0.631884058
19.15,0.017746201,0.283196654,0.911508523,0.01770489,0.183045996,0.589588068,0.040697592,0.044394025,0.392311986,0.716016561,0.086442835,0.068,0.130712183,0.322671121,0.065909091,0.3215,0,0.63068631,0.035294118,0.631884058
19.1,0.017746201,0.283196654,0.909902453,0.017608142,0.183296312,0.589561433,0.040800283,0.044301765,0.392782817,0.71756018,0.085974929,0.072,0.129468476,0.321739949,0.059090909,0.321,0,0.63068631,0.035294118,0.631884058
19.05,0.017746201,0.283196654,0.908296384,0.017511394,0.183546627,0.589534799,0.040902975,0.044209505,0.393253648,0.719089638,0.086121418,0.076,0.127957717,0.320767448,0.052272727,0.3205,0,0.63068631,0.035294118,0.631884058
19,0.017746201,0.283196654,0.906690314,0.017414646,0.183796943,0.589508164,0.041005666,0.044117246,0.393724479,0.72066158,0.084420652,0.08,0.126541213,0.320430475,0.045454545,0.32,0,0.63068631,0.035294118,0.631884058
18.95,0.017746201,0.283196654,0.905064538,0.017317898,0.183646273,0.59004479,0.041108357,0.044257177,0.394081019,0.722191038,0.08457121,0.084,0.125045139,0.318885539,0.05,0.321,0,0.63068631,0.058823529,0.6
18.9,0.017746201,0.283196654,0.903438762,0.01722115,0.183495603,0.590581417,0.041211048,0.044397109,0.394437559,0.72376298,0.084719733,0.088,0.1238409,0.31823049,0.054545455,0.322,0,0.63068631,0.058823529,0.6
18.85,0.017746201,0.283196654,0.901812987,0.017124402,0.183344933,0.591118043,0.041313739,0.044537041,0.394794099,0.725334923,0.084868256,0.092,0.122636661,0.317575442,0.059090909,0.323,0,0.63068631,0.058823529,0.6
18.8,0.017746201,0.283196654,0.900187211,0.017027654,0.183194263,0.591654669,0.041416431,0.044676973,0.395150639,0.726906865,0.085018814,0.096,0.121719971,0.317382002,0.063636364,0.324,0,0.63068631,0.058823529,0.6
18.75,0.017746201,0.283196654,0.898561435,0.016930906,0.183043594,0.592191296,0.041519122,0.044816905,0.395507179,0.728436323,0.085169372,0.1,0.120961575,0.316875171,0.068181818,0.325,0,0.63068631,0.058823529,0.6
18.7,0.017746201,0.283196654,0.896935659,0.016834158,0.182892924,0.592727922,0.041621813,0.044956836,0.395863719,0.730008265,0.08531993,0.104,0.120856531,0.317127715,0.072727273,0.326,0,0.63068631,0.058823529,0.6
18.65,0.017746201,0.283196654,0.895309883,0.01673741,0.182742254,0.593264549,0.041724504,0.045096768,0.396220259,0.731580207,0.085470488,0.108,0.1221373,0.317429229,0.077272727,0.327,0,0.63068631,0.058823529,0.6
18.6,0.017746201,0.283196654,0.893684107,0.016640662,0.182591584,0.593801175,0.041827195,0.0452367,0.396576799,0.73315215,0.085621046,0.112,0.123418069,0.317730744,0.081818182,0.328,0,0.63068631,0.058823529,0.6
18.55,0.017746201,0.283196654,0.892058331,0.016543914,0.182440914,0.594337801,0.041929887,0.045376632,0.396933339,0.734724092,0.087618858,0.116,0.12542394,0.320842214,0.086363636,0.329,0,0.63068631,0.058823529,0.6
18.5,0.017746201,0.283196654,0.890432555,0.016447166,0.182290245,0.594874428,0.042032578,0.045516564,0.397289879,0.736296035,0.087769416,0.12,0.127661424,0.322972235,0.090909091,0.33,0,0.63068631,0.058823529,0.6
18.45,0.017746201,0.283196654,0.888806779,0.016350418,0.182139575,0.595411054,0.042135269,0.045656495,0.397646419,0.737910462,0.08607272,0.124,0.129538713,0.32403292,0.095454545,0.331,0,0.63068631,0.058823529,0.6
18.4,0.017746201,0.283196654,0.887181003,0.01625367,0.181988905,0.59594768,0.04223796,0.045796427,0.398002958,0.73952489,0.085303719,0.128,0.131341191,0.325836786,0.1,0.332,0,0.63068631,0.058823529,0.6
18.35,0.017746201,0.283196654,0.885555227,0.016156922,0.181838235,0.596484307,0.042340652,0.045936359,0.398359498,0.741139317,0.084534719,0.132,0.133143668,0.327640652,0.104545455,0.333,0,0.63068631,0.058823529,0.6
18.3,0.017746201,0.283196654,0.883929451,0.016060174,0.181687565,0.597020933,0.042443343,0.046076291,0.398716038,0.742796229,0.084693415,0.136,0.134529672,0.329223617,0.109090909,0.334,0,0.63068631,0.058823529,0.6
18.25,0.017746201,0.283196654,0.882303675,0.015963426,0.181536895,0.59755756,0.042546034,0.046216223,0.399072578,0.744453141,0.084852111,0.14,0.135287465,0.330814786,0.113636364,0.335,0,0.63068631,0.058823529,0.6
18.2,0.017746201,0.283196654,0.880677899,0.015866678,0.181386226,0.598094186,0.042648725,0.046356154,0.399429118,0.746110054,0.083163553,0.144,0.135534616,0.333070452,0.118181818,0.336,0,0.63068631,0.058823529,0.6
18.15,0.017746201,0.283196654,0.879052123,0.01576993,0.181235556,0.598630812,0.042751416,0.046496086,0.399785658,0.747809451,0.083324284,0.148,0.135249436,0.336267758,0.122727273,0.337,0,0.63068631,0.058823529,0.6
18.1,0.017746201,0.283196654,0.877426347,0.015673182,0.181084886,0.599167439,0.042854108,0.046636018,0.400142198,0.749508848,0.083485014,0.152,0.134964257,0.339465065,0.127272727,0.338,0,0.63068631,0.058823529,0.6
18.05,0.017746201,0.283196654,0.875800571,0.015576433,0.180934216,0.599704065,0.042956799,0.04677595,0.400498738,0.751208245,0.08364778,0.156,0.133152929,0.339909231,0.131818182,0.339,0,0.63068631,0.058823529,0.6
18,0.017746201,0.283196654,0.874174796,0.015479685,0.180783546,0.600240691,0.04305949,0.046915881,0.400855278,0.752907643,0.083810545,0.16,0.130422006,0.339172121,0.136363636,0.34,0,0.63068631,0.058823529,0.6
17.95,0.017746201,0.283196654,0.872539166,0.015382937,0.181550625,0.599499931,0.043162181,0.047530074,0.401069915,0.75460704,0.082126056,0.164,0.126829832,0.336378133,0.138636364,0.34,0,0.63068631,0.070588235,0.636231884
17.9,0.017746201,0.283196654,0.870903537,0.015286189,0.182317703,0.598759171,0.043264873,0.048144267,0.401284553,0.756285195,0.083212448,0.168,0.121678509,0.327058332,0.140909091,0.34,0,0.63068631,0.070588235,0.636231884
17.85,0.017746201,0.283196654,0.869267908,0.015189441,0.183084781,0.59801841,0.043367564,0.04875846,0.40149919,0.757963349,0.084298841,0.172,0.116527185,0.317738531,0.143181818,0.34,0,0.63068631,0.070588235,0.636231884
17.8,0.017746201,0.283196654,0.867632279,0.015092693,0.183851859,0.59727765,0.043470255,0.049372653,0.401713828,0.759662747,0.084461606,0.176,0.11002509,0.305070881,0.145454545,0.34,0,0.63068631,0.070588235,0.636231884
17.75,0.017746201,0.283196654,0.86599665,0.014995945,0.184618938,0.59653689,0.043572946,0.049986846,0.401928465,0.761362144,0.084620302,0.18,0.103536274,0.293964899,0.147727273,0.34,0,0.63068631,0.070588235,0.636231884
17.7,0.017746201,0.283196654,0.864361021,0.014899197,0.185386016,0.595796129,0.043675637,0.050601039,0.402143103,0.763019056,0.086630322,0.184,0.097178814,0.287313299,0.15,0.34,0,0.63068631,0.070588235,0.636231884
17.65,0.017746201,0.283196654,0.862725392,0.014802449,0.186153094,0.595055369,0.043778329,0.051215231,0.40235774,0.764675969,0.086789019,0.188,0.09174127,0.276242983,0.152272727,0.34,0,0.63068631,0.070588235,0.636231884
17.6,0.017746201,0.283196654,0.861089763,0.014705701,0.186920172,0.594314609,0.04388102,0.051829424,0.402572377,0.766332881,0.086947715,0.192,0.086303726,0.265172668,0.154545455,0.34,0,0.63068631,0.070588235,0.636231884
17.55,0.017746201,0.283196654,0.859454133,0.014608953,0.187687251,0.593573848,0.043983711,0.052443617,0.402787015,0.767989793,0.088953666,0.196,0.081744264,0.251872104,0.156818182,0.34,0,0.63068631,0.070588235,0.636231884
17.5,0.017746201,0.283196654,0.857818504,0.014512205,0.188454329,0.592833088,0.044086402,0.05305781,0.403001652,0.76960422,0.089108293,0.2,0.078809906,0.239358214,0.159090909,0.34,0,0.63068631,0.070588235,0.636231884
17.45,0.017746201,0.283196654,0.856182875,0.014415457,0.189221407,0.592092328,0.044189093,0.053672003,0.40321629,0.771176163,0.091110174,0.204,0.077840048,0.235567819,0.161363636,0.34,0,0.63068631,0.070588235,0.636231884
17.4,0.017746201,0.283196654,0.854547246,0.014318709,0.189988486,0.591351567,0.044291785,0.054286196,0.403430927,0.772769348,0.090337105,0.208,0.078900822,0.237329819,0.163636364,0.34,0,0.63068631,0.070588235,0.636231884
17.35,0.017746201,0.283196654,0.852911617,0.014221961,0.190755564,0.590610807,0.044394476,0.054900388,0.403645565,0.774362533,0.089564036,0.212,0.079961595,0.239091818,0.165909091,0.34,0,0.63068631,0.070588235,0.636231884
17.3,0.017746201,0.283196654,0.851275988,0.014125213,0.191522642,0.589870046,0.044497167,0.055514581,0.403860202,0.77597696,0.089722732,0.216,0.083884333,0.242383651,0.168181818,0.34,0,0.63068631,0.070588235,0.636231884
17.25,0.017746201,0.283196654,0.849640359,0.014028465,0.19228972,0.589129286,0.044599858,0.056128774,0.404074839,0.777633872,0.088030104,0.22,0.091174171,0.25404608,0.170454545,0.34,0,0.63068631,0.070588235,0.636231884
